id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,9.71,0.3936
2,JAC_L1,Jacarei,Brahma_Lata,10.88,0.3867
3,JAC_L1,Jacarei,Schweppes_Citrus,11.02,0.3481
4,JAC_L1,Jacarei,Sukita_Laranja,12.64,0.3816
5,JAC_L1,Jacarei,Del_Valle_Uva,12.24,0.3393
6,JAC_L1,Jacarei,Spaten_Lata,10.68,0.3446
7,JAC_L1,Jacarei,Heineken_Lata,8.94,0.406
8,JAC_L1,Jacarei,Del_Valle_Laranja,9.36,0.3688
9,JAC_L1,Jacarei,Amstel_Lata,11.5,0.349
10,JAC_L1,Jacarei,Pepsi,9.78,0.3226
11,JAC_L1,Jacarei,Coca_Cola,9.48,0.2999
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,12.53,0.2721
13,JAC_L1,Jacarei,Itaipava_Lata,10.85,0.3413
14,JAC_L1,Jacarei,Fanta_Uva,10.32,0.323
15,JAC_L1,Jacarei,Del_Valle_Pessego,9.32,0.3709
16,JAC_L1,Jacarei,Sprite_Zero,11.52,0.3945
17,JAC_L1,Jacarei,Skol_Lata,12.47,0.4415
18,JAC_L1,Jacarei,Guarana_Antarctica,10.6,0.356
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,12.79,0.3892
20,JAC_L1,Jacarei,Kuat,10.02,0.3604
21,JAC_L1,Jacarei,Pepsi_Black,11.26,0.2978
22,JAC_L1,Jacarei,Sprite,9.92,0.3374
23,JAC_L1,Jacarei,Coca_Cola_Zero,11.43,0.288
24,JAC_L1,Jacarei,Itubaina,9.16,0.3351
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,7.68,0.4061
26,JAC_L1,Jacarei,Budweiser_Lata,10.21,0.3115
27,JAC_L1,Jacarei,Fanta_Laranja,9.39,0.3327
28,JAC_L1,Jacarei,Antarctica_Lata,8.33,0.3599
29,JAC_L1,Jacarei,Maguary_Caju,10.17,0.2794
30,JAC_L1,Jacarei,Maguary_Maracuja,11.68,0.3706
31,JAC_L2,Jacarei,H2OH_Limao,11.45,0.3664
32,JAC_L2,Jacarei,Brahma_Lata,11.67,0.3558
33,JAC_L2,Jacarei,Schweppes_Citrus,11.09,0.3869
34,JAC_L2,Jacarei,Sukita_Laranja,10.88,0.3591
35,JAC_L2,Jacarei,Del_Valle_Uva,13.89,0.3715
36,JAC_L2,Jacarei,Spaten_Lata,11.55,0.3527
37,JAC_L2,Jacarei,Heineken_Lata,9.91,0.3529
38,JAC_L2,Jacarei,Del_Valle_Laranja,12.22,0.3742
39,JAC_L2,Jacarei,Amstel_Lata,9.17,0.317
40,JAC_L2,Jacarei,Pepsi,10.23,0.2765
41,JAC_L2,Jacarei,Coca_Cola,11.1,0.4044
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,10.25,0.3283
43,JAC_L2,Jacarei,Itaipava_Lata,12.31,0.3235
44,JAC_L2,Jacarei,Fanta_Uva,10.82,0.3875
45,JAC_L2,Jacarei,Del_Valle_Pessego,9.94,0.3048
46,JAC_L2,Jacarei,Sprite_Zero,11.28,0.4034
47,JAC_L2,Jacarei,Skol_Lata,11.02,0.313
48,JAC_L2,Jacarei,Guarana_Antarctica,11.97,0.3781
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,10.82,0.3289
50,JAC_L2,Jacarei,Kuat,13.27,0.3592
51,JAC_L2,Jacarei,Pepsi_Black,10.47,0.3565
52,JAC_L2,Jacarei,Sprite,11.19,0.4068
53,JAC_L2,Jacarei,Coca_Cola_Zero,9.32,0.3101
54,JAC_L2,Jacarei,Itubaina,9.26,0.3627
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,8.96,0.3279
56,JAC_L2,Jacarei,Budweiser_Lata,10.0,0.3298
57,JAC_L2,Jacarei,Fanta_Laranja,10.15,0.3457
58,JAC_L2,Jacarei,Antarctica_Lata,11.05,0.3165
59,JAC_L2,Jacarei,Maguary_Caju,8.8,0.3318
60,JAC_L2,Jacarei,Maguary_Maracuja,10.41,0.2934
61,JAC_L3,Jacarei,H2OH_Limao,10.69,0.2969
62,JAC_L3,Jacarei,Brahma_Lata,11.03,0.3499
63,JAC_L3,Jacarei,Schweppes_Citrus,9.77,0.3611
64,JAC_L3,Jacarei,Sukita_Laranja,10.13,0.3871
65,JAC_L3,Jacarei,Del_Valle_Uva,12.01,0.2736
66,JAC_L3,Jacarei,Spaten_Lata,11.23,0.3482
67,JAC_L3,Jacarei,Heineken_Lata,11.22,0.3204
68,JAC_L3,Jacarei,Del_Valle_Laranja,12.57,0.3246
69,JAC_L3,Jacarei,Amstel_Lata,11.77,0.276
70,JAC_L3,Jacarei,Pepsi,11.64,0.3148
71,JAC_L3,Jacarei,Coca_Cola,8.41,0.3362
72,JAC_L3,Jacarei,Stella_Artois_Pure_Gold,8.73,0.3088
73,JAC_L3,Jacarei,Itaipava_Lata,10.71,0.3242
74,JAC_L3,Jacarei,Fanta_Uva,10.63,0.3968
75,JAC_L3,Jacarei,Del_Valle_Pessego,8.95,0.4465
76,JAC_L3,Jacarei,Sprite_Zero,13.98,0.3393
77,JAC_L3,Jacarei,Skol_Lata,11.05,0.34
