id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,10.17,0.3827
2,JAC_L1,Jacarei,Brahma_Lata,11.58,0.3362
3,JAC_L1,Jacarei,Schweppes_Citrus,11.29,0.3198
4,JAC_L1,Jacarei,Sukita_Laranja,10.77,0.4022
5,JAC_L1,Jacarei,Del_Valle_Uva,8.52,0.3206
6,JAC_L1,Jacarei,Spaten_Lata,11.04,0.3142
7,JAC_L1,Jacarei,Heineken_Lata,8.91,0.3747
8,JAC_L1,Jacarei,Del_Valle_Laranja,10.83,0.4084
9,JAC_L1,Jacarei,Amstel_Lata,14.48,0.3191
10,JAC_L1,Jacarei,Pepsi,13.13,0.3498
11,JAC_L1,Jacarei,Coca_Cola,9.64,0.3417
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,9.85,0.3551
13,JAC_L1,Jacarei,Itaipava_Lata,11.65,0.3499
14,JAC_L1,Jacarei,Fanta_Uva,9.28,0.3471
15,JAC_L1,Jacarei,Del_Valle_Pessego,8.86,0.3388
16,JAC_L1,Jacarei,Sprite_Zero,10.75,0.398
17,JAC_L1,Jacarei,Skol_Lata,11.33,0.3409
18,JAC_L1,Jacarei,Guarana_Antarctica,8.83,0.3906
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,10.78,0.3377
20,JAC_L1,Jacarei,Kuat,11.56,0.3944
21,JAC_L1,Jacarei,Pepsi_Black,11.66,0.3408
22,JAC_L1,Jacarei,Sprite,10.23,0.4002
23,JAC_L1,Jacarei,Coca_Cola_Zero,10.84,0.3642
24,JAC_L1,Jacarei,Itubaina,8.79,0.3188
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,9.99,0.3298
26,JAC_L1,Jacarei,Budweiser_Lata,8.63,0.4008
27,JAC_L1,Jacarei,Fanta_Laranja,10.38,0.3796
28,JAC_L1,Jacarei,Antarctica_Lata,8.43,0.3143
29,JAC_L1,Jacarei,Maguary_Caju,8.99,0.3761
30,JAC_L1,Jacarei,Maguary_Maracuja,7.31,0.2992
31,JAC_L2,Jacarei,H2OH_Limao,10.25,0.4472
32,JAC_L2,Jacarei,Brahma_Lata,9.29,0.3355
33,JAC_L2,Jacarei,Schweppes_Citrus,11.49,0.3228
34,JAC_L2,Jacarei,Sukita_Laranja,10.69,0.3773
35,JAC_L2,Jacarei,Del_Valle_Uva,8.67,0.4093
36,JAC_L2,Jacarei,Spaten_Lata,10.09,0.4032
37,JAC_L2,Jacarei,Heineken_Lata,11.65,0.3311
38,JAC_L2,Jacarei,Del_Valle_Laranja,7.91,0.3336
39,JAC_L2,Jacarei,Amstel_Lata,10.69,0.2891
40,JAC_L2,Jacarei,Pepsi,10.89,0.3303
41,JAC_L2,Jacarei,Coca_Cola,10.67,0.3969
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,11.29,0.3436
43,JAC_L2,Jacarei,Itaipava_Lata,11.41,0.3379
44,JAC_L2,Jacarei,Fanta_Uva,12.36,0.3897
45,JAC_L2,Jacarei,Del_Valle_Pessego,11.21,0.2568
46,JAC_L2,Jacarei,Sprite_Zero,11.79,0.3927
47,JAC_L2,Jacarei,Skol_Lata,10.37,0.3274
48,JAC_L2,Jacarei,Guarana_Antarctica,9.56,0.2914
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,10.58,0.4263
50,JAC_L2,Jacarei,Kuat,12.7,0.3397
51,JAC_L2,Jacarei,Pepsi_Black,10.41,0.3213
52,JAC_L2,Jacarei,Sprite,10.25,0.4079
53,JAC_L2,Jacarei,Coca_Cola_Zero,9.35,0.3542
54,JAC_L2,Jacarei,Itubaina,9.87,0.3788
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,9.81,0.3337
56,JAC_L2,Jacarei,Budweiser_Lata,8.53,0.3863
57,JAC_L2,Jacarei,Fanta_Laranja,11.39,0.3081
58,JAC_L2,Jacarei,Antarctica_Lata,11.54,0.3054
59,JAC_L2,Jacarei,Maguary_Caju,9.58,0.382
60,JAC_L2,Jacarei,Maguary_Maracuja,7.53,0.354
61,JAC_L3,Jacarei,H2OH_Limao,8.93,0.2844
62,JAC_L3,Jacarei,Brahma_Lata,10.64,0.2749
63,JAC_L3,Jacarei,Schweppes_Citrus,11.54,0.3102
64,JAC_L3,Jacarei,Sukita_Laranja,7.49,0.2898
65,JAC_L3,Jacarei,Del_Valle_Uva,9.73,0.3257
66,JAC_L3,Jacarei,Spaten_Lata,9.85,0.3412
67,JAC_L3,Jacarei,Heineken_Lata,10.88,0.3714
68,JAC_L3,Jacarei,Del_Valle_Laranja,11.08,0.3695
69,JAC_L3,Jacarei,Amstel_Lata,11.76,0.3055
70,JAC_L3,Jacarei,Pepsi,9.1,0.3888
71,JAC_L3,Jacarei,Coca_Cola,11.32,0.3341
72,JAC_L3,Jacarei,Stella_Artois_Pure_Gold,10.32,0.3798
73,JAC_L3,Jacarei,Itaipava_Lata,10.99,0.3782
74,JAC_L3,Jacarei,Fanta_Uva,11.37,0.4132
75,JAC_L3,Jacarei,Del_Valle_Pessego,9.6,0.3268
76,JAC_L3,Jacarei,Sprite_Zero,10.76,0.3958
77,JAC_L3,Jacarei,Skol_Lata,11.86,0.3583
78,JAC_L3,Jacarei,Guarana_Antarctica,10.51,0.2928
79,JAC_L3,Jacarei,Eisenbahn_Pilsen,9.35,0.3859
80,JAC_L3,Jacarei,Kuat,11.14,0.271
81,JAC_L3,Jacarei,Pepsi_Black,10.08,0.3496
82,JAC_L3,Jacarei,Sprite,12.08,0.4237
83,JAC_L3,Jacarei,Coca_Cola_Zero,11.84,0.3357
84,JAC_L3,Jacarei,Itubaina,9.31,0.3346
85,JAC_L3,Jacarei,Guarana_Antarctica_Zero,11.04,0.3765
86,JAC_L3,Jacarei,Budweiser_Lata,8.37,0.2986
87,JAC_L3,Jacarei,Fanta_Laranja,8.73,0.3366
88,JAC_L3,Jacarei,Antarctica_Lata,11.48,0.3601
89,JAC_L3,Jacarei,Maguary_Caju,11.29,0.3519
90,JAC_L3,Jacarei,Maguary_Maracuja,9.0,0.3376
91,EXT_L1,Extrema,H2OH_Limao,11.15,0.3105
92,EXT_L1,Extrema,Brahma_Lata,9.79,0.3686
93,EXT_L1,Extrema,Schweppes_Citrus,9.95,0.4185
94,EXT_L1,Extrema,Sukita_Laranja,10.19,0.3536
95,EXT_L1,Extrema,Del_Valle_Uva,9.87,0.352
96,EXT_L1,Extrema,Spaten_Lata,9.65,0.3715
97,EXT_L1,Extrema,Heineken_Lata,8.33,0.3506
98,EXT_L1,Extrema,Del_Valle_Laranja,10.27,0.3752
99,EXT_L1,Extrema,Amstel_Lata,11.08,0.4226
100,EXT_L1,Extrema,Pepsi,8.98,0.3189
101,EXT_L1,Extrema,Coca_Cola,11.0,0.2807
102,EXT_L1,Extrema,Stella_Artois_Pure_Gold,10.97,0.2727
103,EXT_L1,Extrema,Itaipava_Lata,11.4,0.2979
104,EXT_L1,Extrema,Fanta_Uva,11.53,0.349
105,EXT_L1,Extrema,Del_Valle_Pessego,10.34,0.3841
106,EXT_L1,Extrema,Sprite_Zero,12.38,0.3136
107,EXT_L1,Extrema,Skol_Lata,10.54,0.3082
108,EXT_L1,Extrema,Guarana_Antarctica,11.11,0.3917
109,EXT_L1,Extrema,Eisenbahn_Pilsen,10.11,0.2983
110,EXT_L1,Extrema,Kuat,9.11,0.3441
111,EXT_L1,Extrema,Pepsi_Black,9.39,0.325
112,EXT_L1,Extrema,Sprite,9.98,0.2843
113,EXT_L1,Extrema,Coca_Cola_Zero,13.13,0.3757
114,EXT_L1,Extrema,Itubaina,11.74,0.3449
115,EXT_L1,Extrema,Guarana_Antarctica_Zero,9.86,0.3556
116,EXT_L1,Extrema,Budweiser_Lata,9.71,0.3476
117,EXT_L1,Extrema,Fanta_Laranja,12.17,0.3391
118,EXT_L1,Extrema,Antarctica_Lata,11.11,0.3174
119,EXT_L1,Extrema,Maguary_Caju,12.02,0.3167
120,EXT_L1,Extrema,Maguary_Maracuja,9.3,0.3061
121,EXT_L2,Extrema,H2OH_Limao,10.97,0.3108
122,EXT_L2,Extrema,Brahma_Lata,11.17,0.4152
123,EXT_L2,Extrema,Schweppes_Citrus,10.32,0.3524
124,EXT_L2,Extrema,Sukita_Laranja,7.65,0.3439
125,EXT_L2,Extrema,Del_Valle_Uva,12.22,0.306
126,EXT_L2,Extrema,Spaten_Lata,10.83,0.3617
127,EXT_L2,Extrema,Heineken_Lata,9.55,0.3787
128,EXT_L2,Extrema,Del_Valle_Laranja,11.26,0.3412
129,EXT_L2,Extrema,Amstel_Lata,11.69,0.3536
130,EXT_L2,Extrema,Pepsi,10.78,0.3793
131,EXT_L2,Extrema,Coca_Cola,9.59,0.3174
132,EXT_L2,Extrema,Stella_Artois_Pure_Gold,10.25,0.366
133,EXT_L2,Extrema,Itaipava_Lata,9.55,0.391
134,EXT_L2,Extrema,Fanta_Uva,11.18,0.3122
135,EXT_L2,Extrema,Del_Valle_Pessego,9.97,0.4204
136,EXT_L2,Extrema,Sprite_Zero,9.53,0.4195
137,EXT_L2,Extrema,Skol_Lata,9.07,0.3808
138,EXT_L2,Extrema,Guarana_Antarctica,10.31,0.3834
139,EXT_L2,Extrema,Eisenbahn_Pilsen,11.02,0.3043
