cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
115,Jacarei,JAC_L1,1,-1.7479842255572488e9,0.0,lata
115,Jacarei,JAC_L1,2,-1.5349861279739826e9,0.0,lata
115,Jacarei,JAC_L1,3,-1.643984269732144e9,0.0,lata
115,Jacarei,JAC_L1,4,-1.6599845822225347e9,0.0,lata
115,Jacarei,JAC_L1,5,-1.5269849351799362e9,0.0,lata
115,Jacarei,JAC_L1,6,-1.5749847358816726e9,0.0,lata
115,Jacarei,JAC_L1,7,-1.6349846129626803e9,0.0,lata
115,Jacarei,JAC_L1,8,-1.4969857528274975e9,0.0,lata
115,Jacarei,JAC_L1,9,-1.5319857716244557e9,0.0,lata
115,Jacarei,JAC_L1,10,-1.5369861562722015e9,0.0,lata
115,Jacarei,JAC_L1,11,-1.586984290912278e9,0.0,lata
115,Jacarei,JAC_L1,12,-1.7429832133308423e9,0.0,lata
115,Jacarei,JAC_L1,13,-1.6799838639449878e9,0.0,lata
115,Jacarei,JAC_L1,14,-1.578985276894062e9,0.0,lata
115,Jacarei,JAC_L1,15,-1.605984648372473e9,0.0,lata
115,Jacarei,JAC_L2,1,-1.5799871949189932e9,0.0,lata
115,Jacarei,JAC_L2,2,-1.583987066892885e9,0.0,lata
115,Jacarei,JAC_L2,3,-1.731985795359918e9,0.0,lata
115,Jacarei,JAC_L2,4,-1.6029860688898935e9,0.0,lata
115,Jacarei,JAC_L2,5,-1.539987021677258e9,0.0,lata
115,Jacarei,JAC_L2,6,-1.64698661092761e9,0.0,lata
115,Jacarei,JAC_L2,7,-1.522988077419752e9,0.0,lata
115,Jacarei,JAC_L2,8,-1.6349867977673182e9,0.0,lata
115,Jacarei,JAC_L2,9,-1.5669871340729299e9,0.0,lata
115,Jacarei,JAC_L2,10,-1.672985922226391e9,0.0,lata
115,Jacarei,JAC_L2,11,-1.6639864361200707e9,0.0,lata
115,Jacarei,JAC_L2,12,-1.572987128360355e9,0.0,lata
115,Jacarei,JAC_L2,13,-1.5979870495349817e9,0.0,lata
115,Jacarei,JAC_L2,14,-1.5659873310686913e9,0.0,lata
115,Jacarei,JAC_L2,15,-1.6159862656635103e9,0.0,lata
115,Jacarei,JAC_L3,1,-1.7089830295552313e9,0.0,lata
115,Jacarei,JAC_L3,2,-1.71298246771848e9,0.0,lata
115,Jacarei,JAC_L3,3,-1.5299847575590587e9,0.0,lata
115,Jacarei,JAC_L3,4,-1.6189833701610894e9,0.0,lata
115,Jacarei,JAC_L3,5,-1.7539824604445512e9,0.0,lata
115,Jacarei,JAC_L3,6,-1.4949848923665276e9,0.0,lata
115,Jacarei,JAC_L3,7,-1.646983834318743e9,0.0,lata
115,Jacarei,JAC_L3,8,-1.5779845894311821e9,0.0,lata
115,Jacarei,JAC_L3,9,-1.5679845507028973e9,0.0,lata
115,Jacarei,JAC_L3,10,-1.5729848579269967e9,0.0,lata
115,Jacarei,JAC_L3,11,-1.5919851267411141e9,0.0,lata
