cenario,plant,linha,produto,periodo,producao,estoque,atendido,nao_atend,enviado,recebido
105,Jacarei,JAC_L1,Sprite,1,0.0,0.0,10250.1,0.0,0.0,10250.1
105,Jacarei,JAC_L1,Sprite,2,0.0,0.0,0.0,0.0,0.0,3806.0900000000165
105,Jacarei,JAC_L1,Sprite,3,0.0,0.0,0.0,0.0,0.0,15909.380000000001
105,Jacarei,JAC_L1,Sprite,4,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Sprite,5,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Sprite,6,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Sprite,7,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Sprite,8,0.0,0.0,0.0,0.0,0.0,6851.55
105,Jacarei,JAC_L1,Sprite,9,13178.43,0.0,41323.0,0.0,0.0,28144.57
105,Jacarei,JAC_L1,Sprite,10,25650.14,0.0,0.0,0.0,25650.14,0.0
105,Jacarei,JAC_L1,Sprite,11,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Sprite,12,0.0,0.0,10712.37,0.0,0.0,10712.37
105,Jacarei,JAC_L1,Sprite,13,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Sprite,14,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Sprite,15,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,1,0.0,0.0,1948.26,0.0,0.0,1948.26
105,Jacarei,JAC_L1,Amstel_Lata,2,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,3,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,4,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,5,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,6,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,7,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,8,0.0,0.0,38087.32,0.0,0.0,38087.32
105,Jacarei,JAC_L1,Amstel_Lata,9,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,10,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,11,0.0,0.0,0.0,0.0,0.0,20323.3
105,Jacarei,JAC_L1,Amstel_Lata,12,0.0,0.0,0.0,0.0,0.0,26785.79
105,Jacarei,JAC_L1,Amstel_Lata,13,0.0,0.0,9008.15,0.0,0.0,9008.15
105,Jacarei,JAC_L1,Amstel_Lata,14,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Amstel_Lata,15,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Kuat,1,0.0,0.0,26635.54,0.0,0.0,26635.54
105,Jacarei,JAC_L1,Kuat,2,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Kuat,3,0.0,0.0,0.0,0.0,0.0,0.0
105,Jacarei,JAC_L1,Kuat,4,0.0,0.0,11629.78,0.0,0.0,51304.299999999996
