cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
95,Jacarei,JAC_L1,1,-2491.3040124499985,0.0,lata
95,Jacarei,JAC_L1,2,-2506.728412799999,0.0,lata
95,Jacarei,JAC_L1,3,-2925.899788499997,0.0,lata
95,Jacarei,JAC_L1,4,-3278.5248298500046,0.0,lata
95,Jacarei,JAC_L1,5,-2848.288596499995,0.0,lata
95,Jacarei,JAC_L1,6,-2924.0764410000065,0.0,lata
95,Jacarei,JAC_L1,7,-3241.1080992000043,0.0,lata
95,Jacarei,JAC_L1,8,-3148.5003418000015,0.0,lata
95,Jacarei,JAC_L1,9,-3632.0925162000003,0.0,lata
95,Jacarei,JAC_L1,10,-3252.971198999996,0.0,lata
95,Jacarei,JAC_L1,11,-2743.1866472999973,0.0,lata
95,Jacarei,JAC_L1,12,-3186.084455549999,0.0,lata
95,Jacarei,JAC_L1,13,-2744.1850007999983,0.0,lata
95,Jacarei,JAC_L1,14,-3338.8784819999983,0.0,lata
95,Jacarei,JAC_L1,15,-190.9896389999958,0.0,lata
95,Jacarei,JAC_L2,1,-3805.915167999996,0.0,lata
95,Jacarei,JAC_L2,2,-2209.4136577499994,0.0,lata
95,Jacarei,JAC_L2,3,-2712.842510399996,0.0,lata
95,Jacarei,JAC_L2,4,-2573.3640156,0.0,lata
95,Jacarei,JAC_L2,5,-1689.0505006499989,0.0,lata
95,Jacarei,JAC_L2,6,-2125.263262849998,0.0,lata
95,Jacarei,JAC_L2,7,-2300.7735283500006,0.0,lata
95,Jacarei,JAC_L2,8,-2375.774977399995,0.0,lata
95,Jacarei,JAC_L2,9,-1871.5438205999963,0.0,lata
95,Jacarei,JAC_L2,10,-1610.056316799999,0.0,lata
95,Jacarei,JAC_L2,11,-1701.2205319999994,0.0,lata
95,Jacarei,JAC_L2,12,-2075.2788800000017,0.0,lata
95,Jacarei,JAC_L2,13,-1924.5172464999905,0.0,lata
95,Jacarei,JAC_L2,14,-2122.1286190499904,0.0,lata
95,Jacarei,JAC_L2,15,-2458.849985549996,0.0,lata
95,Jacarei,JAC_L3,1,-792.6812545500034,0.0,lata
95,Jacarei,JAC_L3,2,-115.87673449999966,0.0,lata
95,Jacarei,JAC_L3,3,-378.79926650000016,0.0,lata
95,Jacarei,JAC_L3,4,-399.939266950003,0.0,lata
95,Jacarei,JAC_L3,5,0.0,0.0,lata
95,Jacarei,JAC_L3,6,-293.626084249996,0.0,lata
95,Jacarei,JAC_L3,7,-524.0914216000074,0.0,lata
95,Jacarei,JAC_L3,8,-336.39061100000254,0.0,lata
95,Jacarei,JAC_L3,9,-727.7232366000007,0.0,lata
95,Jacarei,JAC_L3,10,-761.8925131999968,0.0,lata
95,Jacarei,JAC_L3,11,-433.497114400001,0.0,lata
95,Jacarei,JAC_L3,12,-342.33345584999915,0.0,lata
95,Jacarei,JAC_L3,13,-165.6217953000014,0.0,lata
95,Jacarei,JAC_L3,14,-606.2029385000005,0.0,lata
95,Jacarei,JAC_L3,15,0.0,0.0,lata
95,Extrema,EXT_L1,1,-4708.559041200006,0.0,lata
95,Extrema,EXT_L1,2,-3758.539985999998,0.0,lata
95,Extrema,EXT_L1,3,-912.2069662499998,0.0,lata
95,Extrema,EXT_L1,4,-694.5884946000024,0.0,lata
95,Extrema,EXT_L1,5,-205.0919100999963,0.0,lata
95,Extrema,EXT_L1,6,-667.0093684999938,0.0,lata
95,Extrema,EXT_L1,7,-934.0323209000071,0.0,lata
95,Extrema,EXT_L1,8,-1328.779645950006,0.0,lata
95,Extrema,EXT_L1,9,-608.5289588000014,0.0,lata
95,Extrema,EXT_L1,10,-1073.4465941999988,0.0,lata
95,Extrema,EXT_L1,11,-682.3441044000028,0.0,lata
95,Extrema,EXT_L1,12,-1008.6177917500008,0.0,lata
95,Extrema,EXT_L1,13,-818.6117219999887,0.0,lata
95,Extrema,EXT_L1,14,-1105.4754014999908,0.0,lata
95,Extrema,EXT_L1,15,-593.3610338999952,0.0,lata
95,Extrema,EXT_L2,1,-3088.5371993000063,0.0,lata
95,Extrema,EXT_L2,2,-1342.8207573500003,0.0,lata
95,Extrema,EXT_L2,3,-1570.9213312500033,0.0,lata
95,Extrema,EXT_L2,4,0.0,0.0,lata
95,Extrema,EXT_L2,5,-453.2012999999988,0.0,lata
95,Extrema,EXT_L2,6,-591.2650095000045,0.0,lata
95,Extrema,EXT_L2,7,-1139.9478405000027,0.0,lata
95,Extrema,EXT_L2,8,-1674.291584999999,0.0,lata
95,Extrema,EXT_L2,9,-405.9966456000002,0.0,lata
95,Extrema,EXT_L2,10,-177.68223804999434,0.0,lata
95,Extrema,EXT_L2,11,-189.71303714999885,0.0,lata
95,Extrema,EXT_L2,12,0.0,0.0,lata
95,Extrema,EXT_L2,13,0.0,0.0,lata
95,Extrema,EXT_L2,14,0.0,0.0,lata
95,Extrema,EXT_L2,15,-86.6378382000039,0.0,lata
95,Extrema,EXT_L3,1,-1254.2887835999973,0.0,lata
95,Extrema,EXT_L3,2,-1797.8330695999994,0.0,lata
95,Extrema,EXT_L3,3,-1872.1947551999983,0.0,lata
95,Extrema,EXT_L3,4,-1298.9557730000033,0.0,lata
95,Extrema,EXT_L3,5,-729.8871909999998,0.0,lata
95,Extrema,EXT_L3,6,-1228.7728769999994,0.0,lata
95,Extrema,EXT_L3,7,-1628.2909829999971,0.0,lata
95,Extrema,EXT_L3,8,-1317.6862744500086,0.0,lata
95,Extrema,EXT_L3,9,-580.5207960000007,0.0,lata
95,Extrema,EXT_L3,10,-1015.6439807999977,0.0,lata
95,Extrema,EXT_L3,11,-1367.9582970000029,0.0,lata
95,Extrema,EXT_L3,12,-1703.6757947999995,0.0,lata
95,Extrema,EXT_L3,13,-948.9118896000018,0.0,lata
95,Extrema,EXT_L3,14,-1320.9175644000006,0.0,lata
95,Extrema,EXT_L3,15,-517.9198571999987,0.0,lata
95,Tres Rios,TRE_L1,1,-3043.6743900000038,0.0,lata
95,Tres Rios,TRE_L1,2,-2057.080324999999,0.0,lata
95,Tres Rios,TRE_L1,3,-2029.8391685000006,0.0,lata
95,Tres Rios,TRE_L1,4,-1712.2794094,0.0,lata
95,Tres Rios,TRE_L1,5,-1280.5710147999998,0.0,lata
95,Tres Rios,TRE_L1,6,-1642.0629963999982,0.0,lata
95,Tres Rios,TRE_L1,7,-1742.1752935000077,0.0,lata
95,Tres Rios,TRE_L1,8,-2032.6060623000049,0.0,lata
95,Tres Rios,TRE_L1,9,-2240.145492000005,0.0,lata
95,Tres Rios,TRE_L1,10,-1869.787397,0.0,lata
95,Tres Rios,TRE_L1,11,-1803.508009500003,0.0,lata
95,Tres Rios,TRE_L1,12,-2345.573268,0.0,lata
95,Tres Rios,TRE_L1,13,-2669.384652900002,0.0,lata
95,Tres Rios,TRE_L1,14,-2131.0188796999955,0.0,lata
95,Tres Rios,TRE_L1,15,-1930.666276299995,0.0,lata
95,Tres Rios,TRE_L2,1,-808.7560200000007,0.0,lata
95,Tres Rios,TRE_L2,2,-1173.5464596000002,0.0,lata
95,Tres Rios,TRE_L2,3,-903.2400119999984,0.0,lata
95,Tres Rios,TRE_L2,4,-363.1704602500031,0.0,lata
95,Tres Rios,TRE_L2,5,-854.731701450004,0.0,lata
95,Tres Rios,TRE_L2,6,-1259.841180500005,0.0,lata
95,Tres Rios,TRE_L2,7,-1135.448582400004,0.0,lata
95,Tres Rios,TRE_L2,8,-298.43850720000046,0.0,lata
95,Tres Rios,TRE_L2,9,-734.6974649999975,0.0,lata
