cenario,plant,linha,produto,periodo,producao,estoque,atendido,nao_atend,enviado,recebido
115,Jacarei,JAC_L1,H2OH_Limao,1,0.0,0.0,24584.46,0.0,0.0,24584.46
115,Jacarei,JAC_L1,H2OH_Limao,2,0.0,0.0,18065.97,0.0,0.0,18065.97
115,Jacarei,JAC_L1,H2OH_Limao,3,0.0,0.0,0.0,0.0,0.0,41063.61
115,Jacarei,JAC_L1,H2OH_Limao,4,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,H2OH_Limao,5,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,H2OH_Limao,6,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,H2OH_Limao,7,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,H2OH_Limao,8,0.0,0.0,0.0,0.0,0.0,6801.91
115,Jacarei,JAC_L1,H2OH_Limao,9,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,H2OH_Limao,10,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,H2OH_Limao,11,0.0,0.0,0.0,0.0,15492.63,15492.63
115,Jacarei,JAC_L1,H2OH_Limao,12,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,H2OH_Limao,13,0.0,0.0,0.0,0.0,23764.620000000003,23764.620000000003
115,Jacarei,JAC_L1,H2OH_Limao,14,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,H2OH_Limao,15,0.0,0.0,0.0,0.0,11837.97,11837.97
115,Jacarei,JAC_L1,Pepsi,1,0.0,0.0,392.12,0.0,0.0,392.12
115,Jacarei,JAC_L1,Pepsi,2,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,3,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,4,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,5,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,6,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,7,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,8,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,9,0.0,0.0,0.0,0.0,0.0,27389.72
115,Jacarei,JAC_L1,Pepsi,10,0.0,0.0,0.0,0.0,0.0,23296.34
115,Jacarei,JAC_L1,Pepsi,11,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,12,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,13,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,14,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Pepsi,15,0.0,0.0,0.0,0.0,0.0,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,1,0.0,0.0,23088.71,0.0,41016.0,23088.71
115,Jacarei,JAC_L1,Del_Valle_Pessego,2,0.0,0.0,0.0,0.0,5938.759999999984,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,3,0.0,0.0,0.0,0.0,30880.500000000025,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,4,0.0,0.0,0.0,0.0,11946.530000000002,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,5,0.0,0.0,0.0,0.0,42096.0,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,6,0.0,0.0,0.0,0.0,35880.0,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,7,0.0,0.0,0.0,0.0,39528.0,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,8,0.0,0.0,0.0,0.0,37872.0,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,9,0.0,0.0,0.0,0.0,3245.010000000002,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,10,0.0,0.0,0.0,0.0,13190.17,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,11,0.0,0.0,0.0,0.0,38208.0,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,12,0.0,0.0,0.0,0.0,39480.0,0.0
115,Jacarei,JAC_L1,Del_Valle_Pessego,13,0.0,0.0,0.0,0.0,38064.0,0.0
