cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
70,Jacarei,JAC_L1,1,-1121.6446064999982,0.0,lata
70,Jacarei,JAC_L1,2,0.0,0.0,lata
70,Jacarei,JAC_L1,3,-90.03974549999839,0.0,lata
70,Jacarei,JAC_L1,4,0.0,0.0,lata
70,Jacarei,JAC_L1,5,-484.5454295999971,0.0,lata
70,Jacarei,JAC_L1,6,-703.3684780000003,0.0,lata
70,Jacarei,JAC_L1,7,0.0,0.0,lata
70,Jacarei,JAC_L1,8,-384.5689999999995,0.0,lata
70,Jacarei,JAC_L1,9,-806.2156798500037,0.0,lata
70,Jacarei,JAC_L1,10,-88.49670649999825,0.0,lata
70,Jacarei,JAC_L1,11,0.0,0.0,lata
70,Jacarei,JAC_L1,12,0.0,0.0,lata
70,Jacarei,JAC_L1,13,-405.7332000000006,0.0,lata
70,Jacarei,JAC_L1,14,-842.6936898000004,0.0,lata
70,Jacarei,JAC_L1,15,-87.25247819999822,0.0,lata
70,Jacarei,JAC_L2,1,0.0,0.0,lata
70,Jacarei,JAC_L2,2,0.0,0.0,lata
70,Jacarei,JAC_L2,3,0.0,0.0,lata
70,Jacarei,JAC_L2,4,0.0,0.0,lata
70,Jacarei,JAC_L2,5,0.0,0.0,lata
70,Jacarei,JAC_L2,6,0.0,0.0,lata
70,Jacarei,JAC_L2,7,0.0,0.0,lata
70,Jacarei,JAC_L2,8,0.0,0.0,lata
70,Jacarei,JAC_L2,9,0.0,0.0,lata
70,Jacarei,JAC_L2,10,0.0,0.0,lata
70,Jacarei,JAC_L2,11,-399.3299999999981,0.0,lata
70,Jacarei,JAC_L2,12,0.0,0.0,lata
70,Jacarei,JAC_L2,13,0.0,0.0,lata
70,Jacarei,JAC_L2,14,0.0,0.0,lata
70,Jacarei,JAC_L2,15,-259.26256419999663,0.0,lata
70,Jacarei,JAC_L3,1,-1982.342881749999,0.0,lata
70,Jacarei,JAC_L3,2,-2458.5530138999966,0.0,lata
70,Jacarei,JAC_L3,3,-573.799299600003,0.0,lata
70,Jacarei,JAC_L3,4,-1005.4539115500029,0.0,lata
70,Jacarei,JAC_L3,5,0.0,0.0,lata
70,Jacarei,JAC_L3,6,-34.27503285000421,0.0,lata
70,Jacarei,JAC_L3,7,-429.8796876000033,0.0,lata
70,Jacarei,JAC_L3,8,-999.0214294500038,0.0,lata
70,Jacarei,JAC_L3,9,0.0,0.0,lata
70,Jacarei,JAC_L3,10,-317.4836445000019,0.0,lata
70,Jacarei,JAC_L3,11,-690.6565889000012,0.0,lata
70,Jacarei,JAC_L3,12,-1289.1314909000012,0.0,lata
70,Jacarei,JAC_L3,13,-1526.8356446999933,0.0,lata
70,Jacarei,JAC_L3,14,-1953.4044356999875,0.0,lata
70,Jacarei,JAC_L3,15,-1265.9090780000006,0.0,lata
