cenario,plant,linha,produto,periodo,producao,estoque,atendido,nao_atend,enviado,recebido
145,Jacarei,JAC_L1,Guarana_Antarctica,1,0.0,0.0,51962.84,0.0,0.0,51962.84
145,Jacarei,JAC_L1,Guarana_Antarctica,2,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,3,0.0,0.0,0.0,0.0,0.0,14322.93
145,Jacarei,JAC_L1,Guarana_Antarctica,4,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,5,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,6,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,7,0.0,0.0,0.0,0.0,0.0,19698.15
145,Jacarei,JAC_L1,Guarana_Antarctica,8,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,9,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,10,0.0,0.0,0.0,0.0,0.0,51089.99
145,Jacarei,JAC_L1,Guarana_Antarctica,11,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,12,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,13,0.0,0.0,13080.28,0.0,0.0,13080.28
145,Jacarei,JAC_L1,Guarana_Antarctica,14,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Guarana_Antarctica,15,0.0,0.0,0.0,0.0,0.0,0.0
145,Jacarei,JAC_L1,Itaipava_Lata,1,0.0,0.0,0.0,0.0,0.0,30516.98
145,Jacarei,JAC_L1,Itaipava_Lata,2,40776.0,0.0,52791.850000000006,4154.529999999992,30516.98,68028.98
145,Jacarei,JAC_L1,Itaipava_Lata,3,41856.0,0.0,62326.5,0.0,0.0,20470.5
145,Jacarei,JAC_L1,Itaipava_Lata,4,0.0,0.0,131.35,0.0,0.0,14007.41
145,Jacarei,JAC_L1,Itaipava_Lata,5,0.0,0.0,0.0,0.0,935.5,0.0
