cenario,plant,linha,produto,periodo,producao,estoque,atendido,nao_atend,enviado,recebido
70,Jacarei,JAC_L1,Fanta_Laranja,1,0.0,0.0,5761.51,0.0,0.0,5761.51
70,Jacarei,JAC_L1,Fanta_Laranja,2,0.0,0.0,0.0,0.0,6503.850000000002,6503.850000000002
70,Jacarei,JAC_L1,Fanta_Laranja,3,0.0,0.0,0.0,0.0,12073.61,12073.61
70,Jacarei,JAC_L1,Fanta_Laranja,4,0.0,0.0,0.0,0.0,0.0,24829.97
70,Jacarei,JAC_L1,Fanta_Laranja,5,0.0,0.0,0.0,0.0,6759.330000000009,6759.330000000009
70,Jacarei,JAC_L1,Fanta_Laranja,6,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Fanta_Laranja,7,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Fanta_Laranja,8,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Fanta_Laranja,9,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Fanta_Laranja,10,0.0,0.0,0.0,0.0,601.6100000000188,601.6100000000188
70,Jacarei,JAC_L1,Fanta_Laranja,11,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Fanta_Laranja,12,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Fanta_Laranja,13,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Fanta_Laranja,14,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Fanta_Laranja,15,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,1,0.0,0.0,8951.15,0.0,0.0,33235.01
70,Jacarei,JAC_L1,Itubaina,2,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,3,0.0,0.0,11047.07,0.0,0.0,11047.07
70,Jacarei,JAC_L1,Itubaina,4,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,5,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,6,0.0,0.0,20693.66,0.0,0.0,20693.66
70,Jacarei,JAC_L1,Itubaina,7,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,8,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,9,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,10,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,11,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,12,0.0,0.0,2280.64,0.0,0.0,2280.64
70,Jacarei,JAC_L1,Itubaina,13,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Itubaina,14,0.0,0.0,14673.2,0.0,0.0,14673.2
70,Jacarei,JAC_L1,Itubaina,15,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,1,0.0,0.0,11112.73,0.0,0.0,11112.73
70,Jacarei,JAC_L1,Skol_Lata,2,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,3,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,4,0.0,0.0,0.0,0.0,0.0,2984.6800000000003
70,Jacarei,JAC_L1,Skol_Lata,5,0.0,0.0,0.0,0.0,2984.6800000000003,0.0
70,Jacarei,JAC_L1,Skol_Lata,6,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,7,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,8,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,9,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,10,0.0,0.0,0.0,0.0,0.0,9271.060000000009
70,Jacarei,JAC_L1,Skol_Lata,11,0.0,0.0,0.0,0.0,9271.060000000009,0.0
70,Jacarei,JAC_L1,Skol_Lata,12,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,13,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,14,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Skol_Lata,15,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Heineken_Lata,1,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Heineken_Lata,2,0.0,0.0,14245.03,0.0,0.0,14245.03
70,Jacarei,JAC_L1,Heineken_Lata,3,0.0,0.0,12351.17,0.0,0.0,12351.17
70,Jacarei,JAC_L1,Heineken_Lata,4,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Heineken_Lata,5,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Heineken_Lata,6,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Heineken_Lata,7,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Heineken_Lata,8,0.0,0.0,0.0,0.0,0.0,10965.57
70,Jacarei,JAC_L1,Heineken_Lata,9,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Heineken_Lata,10,0.0,0.0,0.0,0.0,0.0,0.0
70,Jacarei,JAC_L1,Heineken_Lata,11,0.0,0.0,0.0,0.0,0.0,0.0
