cenario,produto,plant,linha,periodo,pi_demanda,saturado,unidade
115,H2OH_Limao,Jacarei,JAC_L1,1,-999999.6560335,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,2,-999999.5032650501,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,3,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,4,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,5,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,6,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,7,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,8,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,9,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,10,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,11,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,12,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,13,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,14,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L1,15,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,1,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,2,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,3,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,4,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,5,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,6,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,7,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,8,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,9,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,10,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,11,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,12,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,13,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,14,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L2,15,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,1,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,2,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,3,-999999.0149775997,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,4,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,5,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,6,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,7,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,8,-999998.4826858499,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,9,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,10,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,11,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,12,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,13,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,14,-0.0,false,lata
115,H2OH_Limao,Jacarei,JAC_L3,15,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,1,-999999.65731415,false,lata
115,H2OH_Limao,Extrema,EXT_L1,2,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,3,-999999.0162582498,false,lata
115,H2OH_Limao,Extrema,EXT_L1,4,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,5,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,6,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,7,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,8,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,9,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,10,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,11,-999998.7596017502,false,lata
115,H2OH_Limao,Extrema,EXT_L1,12,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,13,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,14,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L1,15,-999998.3578708499,false,lata
115,H2OH_Limao,Extrema,EXT_L2,1,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,2,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,3,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,4,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,5,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,6,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,7,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,8,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,9,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,10,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,11,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,12,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,13,-999998.6678009501,false,lata
115,H2OH_Limao,Extrema,EXT_L2,14,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L2,15,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,1,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,2,-999999.5005792001,false,lata
115,H2OH_Limao,Extrema,EXT_L3,3,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,4,-999998.097047,false,lata
115,H2OH_Limao,Extrema,EXT_L3,5,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,6,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,7,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,8,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,9,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,10,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,11,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,12,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,13,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,14,-0.0,false,lata
115,H2OH_Limao,Extrema,EXT_L3,15,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,1,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,2,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,3,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,4,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,5,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,6,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,7,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,8,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,9,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,10,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,11,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,12,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,13,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,14,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L1,15,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,1,-999999.6672266499,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,2,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,3,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,4,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,5,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,6,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,7,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,8,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,9,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,10,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,11,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,12,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,13,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,14,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L2,15,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,1,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,2,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,3,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,4,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,5,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,6,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,7,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,8,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,9,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,10,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,11,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,12,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,13,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,14,-0.0,false,lata
115,H2OH_Limao,Tres Rios,TRE_L3,15,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,1,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,2,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,3,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,4,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,5,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,6,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,7,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,8,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,9,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,10,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,11,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,12,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,13,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,14,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L1,15,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,1,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,2,-999999.5620769501,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,3,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,4,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,5,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,6,-999998.6875529,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,7,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,8,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,9,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,10,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,11,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,12,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,13,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,14,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L2,15,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,1,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,2,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,3,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,4,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,5,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,6,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,7,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,8,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,9,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,10,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,11,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,12,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,13,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,14,-0.0,false,lata
115,H2OH_Limao,Alagoinhas,ALA_L3,15,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,1,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,2,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,3,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,4,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,5,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,6,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,7,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,8,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,9,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,10,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,11,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,12,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,13,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,14,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L1,15,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L2,1,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L2,2,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L2,3,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L2,4,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L2,5,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L2,6,-0.0,false,lata
115,H2OH_Limao,Frutal,FRU_L2,7,-0.0,false,lata
