cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
105,Jacarei,JAC_L1,1,-1.4909857586107695e9,0.0,lata
105,Jacarei,JAC_L1,2,-1.517985969676426e9,0.0,lata
105,Jacarei,JAC_L1,3,-1.6279841461084874e9,0.0,lata
105,Jacarei,JAC_L1,4,-1.7729832411856606e9,0.0,lata
105,Jacarei,JAC_L1,5,-1.6309845506610844e9,0.0,lata
105,Jacarei,JAC_L1,6,-1.7259841686818283e9,0.0,lata
105,Jacarei,JAC_L1,7,-1.6339842494337192e9,0.0,lata
105,Jacarei,JAC_L1,8,-1.567985369467418e9,0.0,lata
105,Jacarei,JAC_L1,9,-1.5919833096619258e9,0.0,lata
105,Jacarei,JAC_L1,10,-1.5269839686286378e9,0.0,lata
105,Jacarei,JAC_L1,11,-1.698982354077094e9,0.0,lata
105,Jacarei,JAC_L1,12,-1.5589842562264757e9,0.0,lata
105,Jacarei,JAC_L1,13,-1.6209832869636614e9,0.0,lata
105,Jacarei,JAC_L1,14,-1.6109836984147246e9,0.0,lata
105,Jacarei,JAC_L1,15,-1.4739841080975225e9,0.0,lata
105,Jacarei,JAC_L2,1,-1.6269846451331575e9,0.0,lata
105,Jacarei,JAC_L2,2,-1.534985947245691e9,0.0,lata
105,Jacarei,JAC_L2,3,-1.60598510673499e9,0.0,lata
105,Jacarei,JAC_L2,4,-1.6829848711818695e9,0.0,lata
105,Jacarei,JAC_L2,5,-1.4639865878480892e9,0.0,lata
105,Jacarei,JAC_L2,6,-1.696984901102103e9,0.0,lata
105,Jacarei,JAC_L2,7,-1.718982750401926e9,0.0,lata
105,Jacarei,JAC_L2,8,-1.4559858093658695e9,0.0,lata
105,Jacarei,JAC_L2,9,-1.5509853081987197e9,0.0,lata
105,Jacarei,JAC_L2,10,-1.468986511963858e9,0.0,lata
105,Jacarei,JAC_L2,11,-1.5239862558245163e9,0.0,lata
105,Jacarei,JAC_L2,12,-1.5289852809243956e9,0.0,lata
105,Jacarei,JAC_L2,13,-1.6349847251168134e9,0.0,lata
105,Jacarei,JAC_L2,14,-1.5929853208321223e9,0.0,lata
105,Jacarei,JAC_L2,15,-1.5489839473801203e9,0.0,lata
105,Jacarei,JAC_L3,1,-1.6609885531040564e9,0.0,lata
105,Jacarei,JAC_L3,2,-1.6389875195084205e9,0.0,lata
105,Jacarei,JAC_L3,3,-1.6409879651450112e9,0.0,lata
105,Jacarei,JAC_L3,4,-1.471988939961811e9,0.0,lata
105,Jacarei,JAC_L3,5,-1.580988084325366e9,0.0,lata
105,Jacarei,JAC_L3,6,-1.66398792103049e9,0.0,lata
105,Jacarei,JAC_L3,7,-1.6589884213919828e9,0.0,lata
105,Jacarei,JAC_L3,8,-1.5899881220146303e9,0.0,lata
105,Jacarei,JAC_L3,9,-1.6469860748417094e9,0.0,lata
105,Jacarei,JAC_L3,10,-1.5819870713515546e9,0.0,lata
105,Jacarei,JAC_L3,11,-1.6709868107232256e9,0.0,lata
105,Jacarei,JAC_L3,12,-1.362989622466724e9,0.0,lata
105,Jacarei,JAC_L3,13,-1.6209875988236616e9,0.0,lata
105,Jacarei,JAC_L3,14,-1.7069872676180975e9,0.0,lata
105,Jacarei,JAC_L3,15,-1.5299856295138617e9,0.0,lata
105,Extrema,EXT_L1,1,-1.5709855837461498e9,0.0,lata
105,Extrema,EXT_L1,2,-1.683983002796495e9,0.0,lata
105,Extrema,EXT_L1,3,-1.6429832830770779e9,0.0,lata
105,Extrema,EXT_L1,4,-1.620983945723716e9,0.0,lata
105,Extrema,EXT_L1,5,-1.584984743215018e9,0.0,lata
105,Extrema,EXT_L1,6,-1.630983848372954e9,0.0,lata
105,Extrema,EXT_L1,7,-1.6749838610195649e9,0.0,lata
105,Extrema,EXT_L1,8,-1.6679843879147322e9,0.0,lata
105,Extrema,EXT_L1,9,-1.3919873480238166e9,0.0,lata
105,Extrema,EXT_L1,10,-1.6129847212534912e9,0.0,lata
105,Extrema,EXT_L1,11,-1.5749840586282074e9,0.0,lata
105,Extrema,EXT_L1,12,-1.6199827972934675e9,0.0,lata
105,Extrema,EXT_L1,13,-1.490984049330309e9,0.0,lata
105,Extrema,EXT_L1,14,-1.606982911562384e9,0.0,lata
105,Extrema,EXT_L1,15,-1.7139808047011216e9,0.0,lata
105,Extrema,EXT_L2,1,-1.5879851743361647e9,0.0,lata
105,Extrema,EXT_L2,2,-1.5629851368724296e9,0.0,lata
105,Extrema,EXT_L2,3,-1.4969854589442422e9,0.0,lata
105,Extrema,EXT_L2,4,-1.6189847952877822e9,0.0,lata
105,Extrema,EXT_L2,5,-1.6249849339643562e9,0.0,lata
105,Extrema,EXT_L2,6,-1.3969860079208343e9,0.0,lata
105,Extrema,EXT_L2,7,-1.6559838734722416e9,0.0,lata
105,Extrema,EXT_L2,8,-1.5199847519564478e9,0.0,lata
105,Extrema,EXT_L2,9,-1.658983852864824e9,0.0,lata
105,Extrema,EXT_L2,10,-1.6279835200675173e9,0.0,lata
105,Extrema,EXT_L2,11,-1.6809831816013885e9,0.0,lata
105,Extrema,EXT_L2,12,-1.5169853059554138e9,0.0,lata
105,Extrema,EXT_L2,13,-1.4809861090835717e9,0.0,lata
105,Extrema,EXT_L2,14,-1.6079847241563776e9,0.0,lata
105,Extrema,EXT_L2,15,-1.5569824290051792e9,0.0,lata
105,Extrema,EXT_L3,1,-1.6009849292924504e9,0.0,lata
105,Extrema,EXT_L3,2,-1.6189852122042422e9,0.0,lata
105,Extrema,EXT_L3,3,-1.7259846301035063e9,0.0,lata
105,Extrema,EXT_L3,4,-1.5939836987640536e9,0.0,lata
105,Extrema,EXT_L3,5,-1.5519845551559103e9,0.0,lata
105,Extrema,EXT_L3,6,-1.4959855071388655e9,0.0,lata
105,Extrema,EXT_L3,7,-1.7569834563666599e9,0.0,lata
105,Extrema,EXT_L3,8,-1.588985481841063e9,0.0,lata
105,Extrema,EXT_L3,9,-1.588985914116357e9,0.0,lata
105,Extrema,EXT_L3,10,-1.444987343050286e9,0.0,lata
105,Extrema,EXT_L3,11,-1.630983264025695e9,0.0,lata
105,Extrema,EXT_L3,12,-1.694983079602751e9,0.0,lata
105,Extrema,EXT_L3,13,-1.5669834188195086e9,0.0,lata
105,Extrema,EXT_L3,14,-1.6459827958289154e9,0.0,lata
105,Extrema,EXT_L3,15,-1.6999826989957905e9,0.0,lata
105,Tres Rios,TRE_L1,1,-1.5959860110333471e9,0.0,lata
105,Tres Rios,TRE_L1,2,-1.5399862340357108e9,0.0,lata
105,Tres Rios,TRE_L1,3,-1.5989861549112318e9,0.0,lata
105,Tres Rios,TRE_L1,4,-1.5669868386573882e9,0.0,lata
105,Tres Rios,TRE_L1,5,-1.5149868116163948e9,0.0,lata
105,Tres Rios,TRE_L1,6,-1.6869845007374346e9,0.0,lata
105,Tres Rios,TRE_L1,7,-1.6119852536756334e9,0.0,lata
105,Tres Rios,TRE_L1,8,-1.6139850698018644e9,0.0,lata
105,Tres Rios,TRE_L1,9,-1.625985099910303e9,0.0,lata
105,Tres Rios,TRE_L1,10,-1.5839854187628238e9,0.0,lata
105,Tres Rios,TRE_L1,11,-1.519986426155204e9,0.0,lata
105,Tres Rios,TRE_L1,12,-1.5129862432393496e9,0.0,lata
105,Tres Rios,TRE_L1,13,-1.6049858546600814e9,0.0,lata
105,Tres Rios,TRE_L1,14,-1.7349849500992157e9,0.0,lata
105,Tres Rios,TRE_L1,15,-1.7009834276568391e9,0.0,lata
