cenario,produto,plant,linha,periodo,pi_demanda,saturado,unidade
50,Sprite,Jacarei,JAC_L1,1,-9.518606,false,lata
50,Sprite,Jacarei,JAC_L1,2,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,3,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,4,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,5,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,6,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,7,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,8,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,9,-9.518606,false,lata
50,Sprite,Jacarei,JAC_L1,10,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,11,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,12,-9.518606,false,lata
50,Sprite,Jacarei,JAC_L1,13,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,14,-0.0,false,lata
50,Sprite,Jacarei,JAC_L1,15,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,1,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,2,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,3,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,4,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,5,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,6,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,7,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,8,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,9,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,10,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,11,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,12,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,13,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,14,-0.0,false,lata
50,Sprite,Jacarei,JAC_L2,15,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,1,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,2,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,3,-9.705283899999998,false,lata
50,Sprite,Jacarei,JAC_L3,4,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,5,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,6,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,7,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,8,-9.518606,false,lata
50,Sprite,Jacarei,JAC_L3,9,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,10,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,11,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,12,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,13,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,14,-0.0,false,lata
50,Sprite,Jacarei,JAC_L3,15,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,1,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,2,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,3,-9.706564549999998,false,lata
50,Sprite,Extrema,EXT_L1,4,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,5,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,6,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,7,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,8,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,9,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,10,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,11,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,12,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,13,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,14,-0.0,false,lata
50,Sprite,Extrema,EXT_L1,15,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,1,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,2,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,3,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,4,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,5,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,6,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,7,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,8,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,9,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,10,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,11,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,12,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,13,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,14,-0.0,false,lata
50,Sprite,Extrema,EXT_L2,15,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,1,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,2,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,3,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,4,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,5,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,6,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,7,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,8,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,9,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,10,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,11,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,12,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,13,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,14,-0.0,false,lata
50,Sprite,Extrema,EXT_L3,15,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,1,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,2,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,3,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,4,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,5,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,6,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,7,-9.530158,false,lata
50,Sprite,Tres Rios,TRE_L1,8,-9.530158,false,lata
50,Sprite,Tres Rios,TRE_L1,9,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,10,-9.50155095,false,lata
50,Sprite,Tres Rios,TRE_L1,11,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,12,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,13,-9.530158,false,lata
50,Sprite,Tres Rios,TRE_L1,14,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L1,15,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,1,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,2,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,3,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,4,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,5,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,6,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,7,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,8,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,9,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,10,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,11,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,12,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,13,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,14,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L2,15,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L3,1,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L3,2,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L3,3,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L3,4,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L3,5,-0.0,false,lata
50,Sprite,Tres Rios,TRE_L3,6,-0.0,false,lata
