cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
65,Jacarei,JAC_L1,1,-463.8366544500004,0.0,lata
65,Jacarei,JAC_L1,2,-908.2509748499979,0.0,lata
65,Jacarei,JAC_L1,3,0.0,0.0,lata
65,Jacarei,JAC_L1,4,-461.366399999999,0.0,lata
65,Jacarei,JAC_L1,5,-44.942989000001035,0.0,lata
65,Jacarei,JAC_L1,6,-445.17286774999957,0.0,lata
65,Jacarei,JAC_L1,7,-759.7258145999986,0.0,lata
65,Jacarei,JAC_L1,8,0.0,0.0,lata
65,Jacarei,JAC_L1,9,-249.41484659999878,0.0,lata
65,Jacarei,JAC_L1,10,-730.6318805999999,0.0,lata
65,Jacarei,JAC_L1,11,-1219.3767099000015,0.0,lata
65,Jacarei,JAC_L1,12,-1757.0062670000025,0.0,lata
65,Jacarei,JAC_L1,13,-244.24431240000195,0.0,lata
65,Jacarei,JAC_L1,14,-708.252386850003,0.0,lata
65,Jacarei,JAC_L1,15,0.0,0.0,lata
65,Jacarei,JAC_L2,1,0.0,0.0,lata
65,Jacarei,JAC_L2,2,0.0,0.0,lata
65,Jacarei,JAC_L2,3,0.0,0.0,lata
65,Jacarei,JAC_L2,4,0.0,0.0,lata
65,Jacarei,JAC_L2,5,0.0,0.0,lata
65,Jacarei,JAC_L2,6,0.0,0.0,lata
65,Jacarei,JAC_L2,7,0.0,0.0,lata
65,Jacarei,JAC_L2,8,0.0,0.0,lata
65,Jacarei,JAC_L2,9,0.0,0.0,lata
65,Jacarei,JAC_L2,10,0.0,0.0,lata
65,Jacarei,JAC_L2,11,0.0,0.0,lata
65,Jacarei,JAC_L2,12,0.0,0.0,lata
65,Jacarei,JAC_L2,13,0.0,0.0,lata
65,Jacarei,JAC_L2,14,0.0,0.0,lata
65,Jacarei,JAC_L2,15,0.0,0.0,lata
65,Jacarei,JAC_L3,1,-72.33486660000017,0.0,lata
65,Jacarei,JAC_L3,2,-3.4423654500042176,0.0,lata
65,Jacarei,JAC_L3,3,-7.407343349999792,0.0,lata
65,Jacarei,JAC_L3,4,0.0,0.0,lata
65,Jacarei,JAC_L3,5,-3.202640550003707,0.0,lata
65,Jacarei,JAC_L3,6,-253.59203790000174,0.0,lata
65,Jacarei,JAC_L3,7,0.0,0.0,lata
65,Jacarei,JAC_L3,8,-140.86959200000274,0.0,lata
65,Jacarei,JAC_L3,9,-162.1761338000033,0.0,lata
65,Jacarei,JAC_L3,10,0.0,0.0,lata
65,Jacarei,JAC_L3,11,0.0,0.0,lata
65,Jacarei,JAC_L3,12,0.0,0.0,lata
65,Jacarei,JAC_L3,13,0.0,0.0,lata
65,Jacarei,JAC_L3,14,-199.43682600000284,0.0,lata
65,Jacarei,JAC_L3,15,-3.635114250002516,0.0,lata
65,Extrema,EXT_L1,1,0.0,0.0,lata
65,Extrema,EXT_L1,2,0.0,0.0,lata
65,Extrema,EXT_L1,3,0.0,0.0,lata
65,Extrema,EXT_L1,4,-53.198670000001584,0.0,lata
65,Extrema,EXT_L1,5,-594.1541205000012,0.0,lata
65,Extrema,EXT_L1,6,0.0,0.0,lata
65,Extrema,EXT_L1,7,0.0,0.0,lata
65,Extrema,EXT_L1,8,0.0,0.0,lata
65,Extrema,EXT_L1,9,0.0,0.0,lata
65,Extrema,EXT_L1,10,-437.6938827999984,0.0,lata
65,Extrema,EXT_L1,11,0.0,0.0,lata
65,Extrema,EXT_L1,12,-54.61658779999925,0.0,lata
65,Extrema,EXT_L1,13,0.0,0.0,lata
65,Extrema,EXT_L1,14,0.0,0.0,lata
65,Extrema,EXT_L1,15,-505.9405999999999,0.0,lata
65,Extrema,EXT_L2,1,0.0,0.0,lata
65,Extrema,EXT_L2,2,0.0,0.0,lata
65,Extrema,EXT_L2,3,0.0,0.0,lata
65,Extrema,EXT_L2,4,0.0,0.0,lata
65,Extrema,EXT_L2,5,0.0,0.0,lata
65,Extrema,EXT_L2,6,0.0,0.0,lata
65,Extrema,EXT_L2,7,0.0,0.0,lata
65,Extrema,EXT_L2,8,0.0,0.0,lata
65,Extrema,EXT_L2,9,0.0,0.0,lata
