cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
90,Jacarei,JAC_L1,1,-1233.4344489500018,0.0,lata
90,Jacarei,JAC_L1,2,-875.9763807000018,0.0,lata
90,Jacarei,JAC_L1,3,-1269.9195415000013,0.0,lata
90,Jacarei,JAC_L1,4,-1688.1419730000016,0.0,lata
90,Jacarei,JAC_L1,5,-1254.974365750002,0.0,lata
90,Jacarei,JAC_L1,6,-1004.9531515999934,0.0,lata
90,Jacarei,JAC_L1,7,-1506.6249412499928,0.0,lata
90,Jacarei,JAC_L1,8,-1073.4724909999986,0.0,lata
90,Jacarei,JAC_L1,9,-792.4357836000036,0.0,lata
90,Jacarei,JAC_L1,10,-1224.4766238999982,0.0,lata
90,Jacarei,JAC_L1,11,-1033.5508881999995,0.0,lata
90,Jacarei,JAC_L1,12,-1567.7039416499993,0.0,lata
90,Jacarei,JAC_L1,13,-821.572163099996,0.0,lata
90,Jacarei,JAC_L1,14,-1199.8449587999967,0.0,lata
90,Jacarei,JAC_L1,15,-825.9603947000032,0.0,lata
90,Jacarei,JAC_L2,1,-881.7595103999993,0.0,lata
90,Jacarei,JAC_L2,2,-1378.51444515,0.0,lata
90,Jacarei,JAC_L2,3,-1590.8742163999977,0.0,lata
90,Jacarei,JAC_L2,4,0.0,0.0,lata
90,Jacarei,JAC_L2,5,-364.422700000001,0.0,lata
90,Jacarei,JAC_L2,6,-432.91409714999827,0.0,lata
90,Jacarei,JAC_L2,7,-947.3479673500005,0.0,lata
90,Jacarei,JAC_L2,8,-520.6454545500128,0.0,lata
90,Jacarei,JAC_L2,9,-1149.092612500015,0.0,lata
90,Jacarei,JAC_L2,10,-1361.2943403500085,0.0,lata
90,Jacarei,JAC_L2,11,-900.1153881000009,0.0,lata
90,Jacarei,JAC_L2,12,-1129.312570650005,0.0,lata
90,Jacarei,JAC_L2,13,-1164.8730995999995,0.0,lata
90,Jacarei,JAC_L2,14,-1280.4348885000018,0.0,lata
90,Jacarei,JAC_L2,15,0.0,0.0,lata
90,Jacarei,JAC_L3,1,-983.0075191999986,0.0,lata
90,Jacarei,JAC_L3,2,-697.277508000001,0.0,lata
90,Jacarei,JAC_L3,3,-434.01990150000165,0.0,lata
90,Jacarei,JAC_L3,4,-856.5015211999962,0.0,lata
90,Jacarei,JAC_L3,5,-335.7308679999969,0.0,lata
90,Jacarei,JAC_L3,6,-674.2639320999933,0.0,lata
90,Jacarei,JAC_L3,7,-364.3754103500105,0.0,lata
90,Jacarei,JAC_L3,8,-825.5364115500124,0.0,lata
90,Jacarei,JAC_L3,9,-1222.934485500009,0.0,lata
90,Jacarei,JAC_L3,10,-1527.4989889000062,0.0,lata
90,Jacarei,JAC_L3,11,-1232.2333809499996,0.0,lata
90,Jacarei,JAC_L3,12,-1425.4485550000045,0.0,lata
90,Jacarei,JAC_L3,13,-746.8234919999995,0.0,lata
90,Jacarei,JAC_L3,14,-1353.608793899999,0.0,lata
90,Jacarei,JAC_L3,15,0.0,0.0,lata
90,Extrema,EXT_L1,1,-1130.0134005,0.0,lata
90,Extrema,EXT_L1,2,-682.5685309500004,0.0,lata
90,Extrema,EXT_L1,3,-208.10474774999602,0.0,lata
90,Extrema,EXT_L1,4,-548.232723199997,0.0,lata
90,Extrema,EXT_L1,5,-463.16391374999694,0.0,lata
90,Extrema,EXT_L1,6,-890.3201547999961,0.0,lata
90,Extrema,EXT_L1,7,-513.9614790000105,0.0,lata
90,Extrema,EXT_L1,8,-879.9490130000086,0.0,lata
90,Extrema,EXT_L1,9,-938.481312599999,0.0,lata
90,Extrema,EXT_L1,10,-1416.1760266500005,0.0,lata
90,Extrema,EXT_L1,11,-1935.3066052500035,0.0,lata
90,Extrema,EXT_L1,12,-536.0637386999988,0.0,lata
90,Extrema,EXT_L1,13,-890.2687265999975,0.0,lata
90,Extrema,EXT_L1,14,-1362.9132373499979,0.0,lata
90,Extrema,EXT_L1,15,-124.84888909999972,0.0,lata
90,Extrema,EXT_L2,1,-907.3521171499997,0.0,lata
90,Extrema,EXT_L2,2,-1115.713575000007,0.0,lata
90,Extrema,EXT_L2,3,-1352.2322548999982,0.0,lata
90,Extrema,EXT_L2,4,-876.7454199999993,0.0,lata
90,Extrema,EXT_L2,5,-228.58878379999805,0.0,lata
90,Extrema,EXT_L2,6,-672.2250997499923,0.0,lata
90,Extrema,EXT_L2,7,-977.1273507999977,0.0,lata
90,Extrema,EXT_L2,8,-678.863880750012,0.0,lata
90,Extrema,EXT_L2,9,-1099.5813718500121,0.0,lata
90,Extrema,EXT_L2,10,-1605.4400288000088,0.0,lata
90,Extrema,EXT_L2,11,-981.0809651500003,0.0,lata
90,Extrema,EXT_L2,12,-1281.1434000000045,0.0,lata
90,Extrema,EXT_L2,13,-701.1988724999974,0.0,lata
90,Extrema,EXT_L2,14,-1170.1635469999965,0.0,lata
90,Extrema,EXT_L2,15,-31.20638505000352,0.0,lata
90,Extrema,EXT_L3,1,-1626.091602499997,0.0,lata
90,Extrema,EXT_L3,2,-2241.0640980000007,0.0,lata
90,Extrema,EXT_L3,3,-287.0321411999994,0.0,lata
90,Extrema,EXT_L3,4,-711.2407415999987,0.0,lata
90,Extrema,EXT_L3,5,-1058.0473561499966,0.0,lata
90,Extrema,EXT_L3,6,-1297.3964270999968,0.0,lata
90,Extrema,EXT_L3,7,-685.5351125999969,0.0,lata
90,Extrema,EXT_L3,8,-1190.4865528999962,0.0,lata
90,Extrema,EXT_L3,9,-679.5968068999991,0.0,lata
90,Extrema,EXT_L3,10,-1020.7672607500026,0.0,lata
90,Extrema,EXT_L3,11,-1403.929865250002,0.0,lata
90,Extrema,EXT_L3,12,-1907.5062155000032,0.0,lata
90,Extrema,EXT_L3,13,-2066.823895499998,0.0,lata
90,Extrema,EXT_L3,14,-950.0069442499971,0.0,lata
90,Extrema,EXT_L3,15,-586.3997139000003,0.0,lata
90,Tres Rios,TRE_L1,1,-323.7086456999914,0.0,lata
90,Tres Rios,TRE_L1,2,-703.7936488000068,0.0,lata
90,Tres Rios,TRE_L1,3,-624.9637969999985,0.0,lata
90,Tres Rios,TRE_L1,4,-1168.0768861999986,0.0,lata
90,Tres Rios,TRE_L1,5,-1459.7451565499978,0.0,lata
90,Tres Rios,TRE_L1,6,-593.7869248000006,0.0,lata
90,Tres Rios,TRE_L1,7,-1090.689692,0.0,lata
90,Tres Rios,TRE_L1,8,-1541.829388000002,0.0,lata
90,Tres Rios,TRE_L1,9,-359.98456800001077,0.0,lata
90,Tres Rios,TRE_L1,10,-896.9198608500101,0.0,lata
90,Tres Rios,TRE_L1,11,-953.3106152000055,0.0,lata
90,Tres Rios,TRE_L1,12,-507.5101237500039,0.0,lata
90,Tres Rios,TRE_L1,13,0.0,0.0,lata
90,Tres Rios,TRE_L1,14,-452.0735999999979,0.0,lata
90,Tres Rios,TRE_L1,15,-940.8521740000033,0.0,lata
90,Tres Rios,TRE_L2,1,-422.90574130000095,0.0,lata
90,Tres Rios,TRE_L2,2,0.0,0.0,lata
90,Tres Rios,TRE_L2,3,0.0,0.0,lata
90,Tres Rios,TRE_L2,4,0.0,0.0,lata
90,Tres Rios,TRE_L2,5,-303.79979429999366,0.0,lata
90,Tres Rios,TRE_L2,6,-835.3265199999933,0.0,lata
90,Tres Rios,TRE_L2,7,-184.89591639998434,0.0,lata
90,Tres Rios,TRE_L2,8,-690.3041998999852,0.0,lata
90,Tres Rios,TRE_L2,9,-353.70400560000235,0.0,lata
90,Tres Rios,TRE_L2,10,0.0,0.0,lata
90,Tres Rios,TRE_L2,11,0.0,0.0,lata
90,Tres Rios,TRE_L2,12,-480.2546999999995,0.0,lata
90,Tres Rios,TRE_L2,13,-988.1383555000011,0.0,lata
90,Tres Rios,TRE_L2,14,-1370.227727999998,0.0,lata
90,Tres Rios,TRE_L2,15,0.0,0.0,lata
90,Tres Rios,TRE_L3,1,-1644.3512116000093,0.0,lata
90,Tres Rios,TRE_L3,2,-2208.538870500004,0.0,lata
90,Tres Rios,TRE_L3,3,-582.7572936000051,0.0,lata
90,Tres Rios,TRE_L3,4,-454.9530812999983,0.0,lata
90,Tres Rios,TRE_L3,5,-970.1017199999987,0.0,lata
90,Tres Rios,TRE_L3,6,-1348.9417714499978,0.0,lata
90,Tres Rios,TRE_L3,7,-941.0272823000032,0.0,lata
90,Tres Rios,TRE_L3,8,-785.1288735000126,0.0,lata
90,Tres Rios,TRE_L3,9,-1014.2107001999975,0.0,lata
90,Tres Rios,TRE_L3,10,-1419.7480720500025,0.0,lata
90,Tres Rios,TRE_L3,11,-966.9057294000031,0.0,lata
90,Tres Rios,TRE_L3,12,-1039.1198084000007,0.0,lata
90,Tres Rios,TRE_L3,13,-1007.1848361500015,0.0,lata
90,Tres Rios,TRE_L3,14,-1024.5680683000028,0.0,lata
90,Tres Rios,TRE_L3,15,-824.1138544999958,0.0,lata
90,Alagoinhas,ALA_L1,1,0.0,0.0,lata
90,Alagoinhas,ALA_L1,2,-458.513811000008,0.0,lata
90,Alagoinhas,ALA_L1,3,0.0,0.0,lata
90,Alagoinhas,ALA_L1,4,-307.3004605000024,0.0,lata
90,Alagoinhas,ALA_L1,5,-408.61281340000096,0.0,lata
90,Alagoinhas,ALA_L1,6,-269.3282714999914,0.0,lata
90,Alagoinhas,ALA_L1,7,-805.6305362999938,0.0,lata
90,Alagoinhas,ALA_L1,8,-502.0931695499967,0.0,lata
90,Alagoinhas,ALA_L1,9,0.0,0.0,lata
90,Alagoinhas,ALA_L1,10,-280.7999999999993,0.0,lata
90,Alagoinhas,ALA_L1,11,-619.1802666000021,0.0,lata
90,Alagoinhas,ALA_L1,12,0.0,0.0,lata
90,Alagoinhas,ALA_L1,13,-298.9020642000014,0.0,lata
90,Alagoinhas,ALA_L1,14,-743.6769515000033,0.0,lata
90,Alagoinhas,ALA_L1,15,-184.2122191500057,0.0,lata
90,Alagoinhas,ALA_L2,1,-26.676385450013186,0.0,lata
90,Alagoinhas,ALA_L2,2,0.0,0.0,lata
90,Alagoinhas,ALA_L2,3,0.0,0.0,lata
90,Alagoinhas,ALA_L2,4,-358.9206432000028,0.0,lata
90,Alagoinhas,ALA_L2,5,-313.9110021999986,0.0,lata
90,Alagoinhas,ALA_L2,6,0.0,0.0,lata
90,Alagoinhas,ALA_L2,7,0.0,0.0,lata
90,Alagoinhas,ALA_L2,8,-141.99422189999495,0.0,lata
90,Alagoinhas,ALA_L2,9,0.0,0.0,lata
90,Alagoinhas,ALA_L2,10,0.0,0.0,lata
