cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
50,Jacarei,JAC_L1,1,0.0,0.0,lata
50,Jacarei,JAC_L1,2,0.0,0.0,lata
50,Jacarei,JAC_L1,3,0.0,0.0,lata
50,Jacarei,JAC_L1,4,0.0,0.0,lata
50,Jacarei,JAC_L1,5,0.0,0.0,lata
50,Jacarei,JAC_L1,6,-187.20912290000342,0.0,lata
50,Jacarei,JAC_L1,7,0.0,0.0,lata
50,Jacarei,JAC_L1,8,0.0,0.0,lata
50,Jacarei,JAC_L1,9,0.0,0.0,lata
50,Jacarei,JAC_L1,10,0.0,0.0,lata
50,Jacarei,JAC_L1,11,0.0,0.0,lata
50,Jacarei,JAC_L1,12,0.0,0.0,lata
50,Jacarei,JAC_L1,13,0.0,0.0,lata
50,Jacarei,JAC_L1,14,0.0,0.0,lata
50,Jacarei,JAC_L1,15,0.0,0.0,lata
50,Jacarei,JAC_L2,1,-50.768013149998296,0.0,lata
50,Jacarei,JAC_L2,2,-477.039855250001,0.0,lata
50,Jacarei,JAC_L2,3,0.0,0.0,lata
50,Jacarei,JAC_L2,4,0.0,0.0,lata
50,Jacarei,JAC_L2,5,0.0,0.0,lata
50,Jacarei,JAC_L2,6,-465.38383754999813,0.0,lata
50,Jacarei,JAC_L2,7,0.0,0.0,lata
50,Jacarei,JAC_L2,8,-399.29220239999995,0.0,lata
50,Jacarei,JAC_L2,9,-47.60864294999374,0.0,lata
50,Jacarei,JAC_L2,10,-458.0275160499932,0.0,lata
50,Jacarei,JAC_L2,11,-912.502772399992,0.0,lata
50,Jacarei,JAC_L2,12,-467.1322056500012,0.0,lata
50,Jacarei,JAC_L2,13,-53.32241849999809,0.0,lata
50,Jacarei,JAC_L2,14,-488.81563424999695,0.0,lata
50,Jacarei,JAC_L2,15,0.0,0.0,lata
50,Jacarei,JAC_L3,1,-1753.5546572499989,0.0,lata
50,Jacarei,JAC_L3,2,-1041.271614899997,0.0,lata
50,Jacarei,JAC_L3,3,-1503.408221699996,0.0,lata
50,Jacarei,JAC_L3,4,-645.3050015999997,0.0,lata
50,Jacarei,JAC_L3,5,-1126.5463720499993,0.0,lata
50,Jacarei,JAC_L3,6,-1185.6882752000001,0.0,lata
50,Jacarei,JAC_L3,7,-1645.4842099500001,0.0,lata
50,Jacarei,JAC_L3,8,-832.9788195000001,0.0,lata
50,Jacarei,JAC_L3,9,-1307.859724349999,0.0,lata
50,Jacarei,JAC_L3,10,-1695.7237310999972,0.0,lata
50,Jacarei,JAC_L3,11,-2263.209501749998,0.0,lata
50,Jacarei,JAC_L3,12,-2218.2634861499973,0.0,lata
50,Jacarei,JAC_L3,13,-3091.591786699997,0.0,lata
50,Jacarei,JAC_L3,14,-1780.2343114500018,0.0,lata
50,Jacarei,JAC_L3,15,-1084.4946764999968,0.0,lata
50,Extrema,EXT_L1,1,0.0,0.0,lata
50,Extrema,EXT_L1,2,0.0,0.0,lata
50,Extrema,EXT_L1,3,0.0,0.0,lata
50,Extrema,EXT_L1,4,0.0,0.0,lata
50,Extrema,EXT_L1,5,-96.62778149999758,0.0,lata
50,Extrema,EXT_L1,6,0.0,0.0,lata
50,Extrema,EXT_L1,7,0.0,0.0,lata
50,Extrema,EXT_L1,8,0.0,0.0,lata
50,Extrema,EXT_L1,9,0.0,0.0,lata
50,Extrema,EXT_L1,10,0.0,0.0,lata
50,Extrema,EXT_L1,11,0.0,0.0,lata
50,Extrema,EXT_L1,12,0.0,0.0,lata
50,Extrema,EXT_L1,13,0.0,0.0,lata
50,Extrema,EXT_L1,14,0.0,0.0,lata
50,Extrema,EXT_L1,15,0.0,0.0,lata
50,Extrema,EXT_L2,1,0.0,0.0,lata
50,Extrema,EXT_L2,2,0.0,0.0,lata
50,Extrema,EXT_L2,3,0.0,0.0,lata
50,Extrema,EXT_L2,4,0.0,0.0,lata
50,Extrema,EXT_L2,5,0.0,0.0,lata
50,Extrema,EXT_L2,6,0.0,0.0,lata
50,Extrema,EXT_L2,7,0.0,0.0,lata
50,Extrema,EXT_L2,8,0.0,0.0,lata
50,Extrema,EXT_L2,9,0.0,0.0,lata
50,Extrema,EXT_L2,10,0.0,0.0,lata
50,Extrema,EXT_L2,11,0.0,0.0,lata
50,Extrema,EXT_L2,12,0.0,0.0,lata
50,Extrema,EXT_L2,13,0.0,0.0,lata
50,Extrema,EXT_L2,14,0.0,0.0,lata
50,Extrema,EXT_L2,15,0.0,0.0,lata
50,Extrema,EXT_L3,1,0.0,0.0,lata
50,Extrema,EXT_L3,2,0.0,0.0,lata
50,Extrema,EXT_L3,3,0.0,0.0,lata
50,Extrema,EXT_L3,4,0.0,0.0,lata
50,Extrema,EXT_L3,5,0.0,0.0,lata
50,Extrema,EXT_L3,6,0.0,0.0,lata
50,Extrema,EXT_L3,7,0.0,0.0,lata
50,Extrema,EXT_L3,8,-19.952199050001582,0.0,lata
50,Extrema,EXT_L3,9,-463.79144070000257,0.0,lata
50,Extrema,EXT_L3,10,-575.7830087500006,0.0,lata
50,Extrema,EXT_L3,11,0.0,0.0,lata
50,Extrema,EXT_L3,12,0.0,0.0,lata
50,Extrema,EXT_L3,13,0.0,0.0,lata
