cenario,produto,plant,linha,periodo,pi_demanda,saturado,unidade
135,Coca_Cola,Jacarei,JAC_L1,1,-999999.9957772,false,lata
135,Coca_Cola,Jacarei,JAC_L1,2,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,3,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,4,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,5,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,6,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,7,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,8,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,9,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,10,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,11,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,12,-999998.83871935,false,lata
135,Coca_Cola,Jacarei,JAC_L1,13,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,14,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L1,15,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,1,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,2,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,3,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,4,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,5,-999999.7129260999,false,lata
135,Coca_Cola,Jacarei,JAC_L2,6,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,7,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,8,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,9,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,10,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,11,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,12,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,13,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,14,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L2,15,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,1,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,2,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,3,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,4,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,5,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,6,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,7,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,8,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,9,-999999.4090376499,false,lata
135,Coca_Cola,Jacarei,JAC_L3,10,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,11,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,12,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,13,-999999.1183858501,false,lata
135,Coca_Cola,Jacarei,JAC_L3,14,-0.0,false,lata
135,Coca_Cola,Jacarei,JAC_L3,15,-0.0,false,lata
135,Coca_Cola,Extrema,EXT_L1,1,-0.0,false,lata
135,Coca_Cola,Extrema,EXT_L1,2,-0.0,false,lata
135,Coca_Cola,Extrema,EXT_L1,3,-0.0,false,lata
135,Coca_Cola,Extrema,EXT_L1,4,-0.0,false,lata
135,Coca_Cola,Extrema,EXT_L1,5,-0.0,false,lata
135,Coca_Cola,Extrema,EXT_L1,6,-999999.6766757001,false,lata
135,Coca_Cola,Extrema,EXT_L1,7,-0.0,false,lata
135,Coca_Cola,Extrema,EXT_L1,8,-0.0,false,lata
