cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
110,Jacarei,JAC_L1,1,-1.6259849354438992e9,0.0,lata
110,Jacarei,JAC_L1,2,-1.5559855669798357e9,0.0,lata
110,Jacarei,JAC_L1,3,-1.7339844251508768e9,0.0,lata
110,Jacarei,JAC_L1,4,-1.4849862615834591e9,0.0,lata
110,Jacarei,JAC_L1,5,-1.5729859325237556e9,0.0,lata
110,Jacarei,JAC_L1,6,-1.5129859695281165e9,0.0,lata
110,Jacarei,JAC_L1,7,-1.5439859807244923e9,0.0,lata
110,Jacarei,JAC_L1,8,-1.694985120925575e9,0.0,lata
110,Jacarei,JAC_L1,9,-1.6759845306338003e9,0.0,lata
110,Jacarei,JAC_L1,10,-1.6159850271593328e9,0.0,lata
110,Jacarei,JAC_L1,11,-1.6059851660288317e9,0.0,lata
110,Jacarei,JAC_L1,12,-1.594985585337988e9,0.0,lata
110,Jacarei,JAC_L1,13,-1.4269875343964064e9,0.0,lata
110,Jacarei,JAC_L1,14,-1.621984761093138e9,0.0,lata
110,Jacarei,JAC_L1,15,-1.5129857520159085e9,0.0,lata
110,Jacarei,JAC_L2,1,-1.5899857948122435e9,0.0,lata
110,Jacarei,JAC_L2,2,-1.4709864923664215e9,0.0,lata
110,Jacarei,JAC_L2,3,-1.6539853059968162e9,0.0,lata
110,Jacarei,JAC_L2,4,-1.5829854376190684e9,0.0,lata
110,Jacarei,JAC_L2,5,-1.5239864403377874e9,0.0,lata
110,Jacarei,JAC_L2,6,-1.6469839189287558e9,0.0,lata
110,Jacarei,JAC_L2,7,-1.5049857577490013e9,0.0,lata
110,Jacarei,JAC_L2,8,-1.6729843163417969e9,0.0,lata
110,Jacarei,JAC_L2,9,-1.7129839164980803e9,0.0,lata
110,Jacarei,JAC_L2,10,-1.65398496507384e9,0.0,lata
110,Jacarei,JAC_L2,11,-1.5289864725278394e9,0.0,lata
110,Jacarei,JAC_L2,12,-1.6599852057296567e9,0.0,lata
110,Jacarei,JAC_L2,13,-1.4659861410863175e9,0.0,lata
110,Jacarei,JAC_L2,14,-1.5889846115444126e9,0.0,lata
110,Jacarei,JAC_L2,15,-1.5909850703770642e9,0.0,lata
110,Jacarei,JAC_L3,1,-1.5999863960622401e9,0.0,lata
110,Jacarei,JAC_L3,2,-1.6439864522645395e9,0.0,lata
110,Jacarei,JAC_L3,3,-1.6009855503686213e9,0.0,lata
110,Jacarei,JAC_L3,4,-1.6179858557561934e9,0.0,lata
110,Jacarei,JAC_L3,5,-1.4569872505620048e9,0.0,lata
110,Jacarei,JAC_L3,6,-1.5259868937258222e9,0.0,lata
110,Jacarei,JAC_L3,7,-1.617986576819511e9,0.0,lata
110,Jacarei,JAC_L3,8,-1.611987134521366e9,0.0,lata
110,Jacarei,JAC_L3,9,-1.4099886367342124e9,0.0,lata
110,Jacarei,JAC_L3,10,-1.39998858586244e9,0.0,lata
110,Jacarei,JAC_L3,11,-1.5689867621400487e9,0.0,lata
110,Jacarei,JAC_L3,12,-1.537985994640792e9,0.0,lata
110,Jacarei,JAC_L3,13,-1.6959850354875667e9,0.0,lata
110,Jacarei,JAC_L3,14,-1.5439866016095066e9,0.0,lata
110,Jacarei,JAC_L3,15,-1.584986138290728e9,0.0,lata
110,Extrema,EXT_L1,1,-1.6869852558112216e9,0.0,lata
110,Extrema,EXT_L1,2,-1.4989865309278219e9,0.0,lata
110,Extrema,EXT_L1,3,-1.6479853928338385e9,0.0,lata
