cenario,plant,linha,produto,periodo,producao,estoque,atendido,nao_atend,enviado,recebido
100,Jacarei,JAC_L1,Schweppes_Citrus,1,30719.32000000001,0.0,25712.91,0.0,22930.85,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,2,39288.0,0.0,0.0,0.0,39288.0,25948.14
100,Jacarei,JAC_L1,Schweppes_Citrus,3,37248.0,0.0,0.0,0.0,78720.0,14225.51
100,Jacarei,JAC_L1,Schweppes_Citrus,4,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,5,17807.5,0.0,0.0,0.0,17807.5,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,6,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,7,0.0,0.0,0.0,0.0,0.0,4836.889999999999
100,Jacarei,JAC_L1,Schweppes_Citrus,8,9057.48,0.0,0.0,0.0,9057.48,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,9,5215.880000000001,0.0,0.0,0.0,26317.86,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,10,27711.61,0.0,0.0,0.0,27711.61,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,11,37872.0,0.0,0.0,0.0,45520.470000000016,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,12,20611.010000000024,0.0,0.0,0.0,22903.19000000003,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,13,18803.699999999997,0.0,0.0,0.0,18803.699999999997,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,14,35640.0,0.0,0.0,0.0,40847.55,0.0
100,Jacarei,JAC_L1,Schweppes_Citrus,15,39912.0,0.0,0.0,0.0,49995.64,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,1,0.0,0.0,12161.28,0.0,0.0,12161.28
100,Jacarei,JAC_L1,Maguary_Maracuja,2,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,3,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,4,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,5,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,6,0.0,0.0,40412.38,0.0,0.0,40412.38
100,Jacarei,JAC_L1,Maguary_Maracuja,7,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,8,0.0,0.0,14662.28,0.0,0.0,14662.28
100,Jacarei,JAC_L1,Maguary_Maracuja,9,0.0,0.0,0.0,0.0,0.0,14926.090000000033
100,Jacarei,JAC_L1,Maguary_Maracuja,10,0.0,0.0,0.0,0.0,14926.090000000033,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,11,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,12,0.0,0.0,0.0,0.0,0.0,0.0
100,Jacarei,JAC_L1,Maguary_Maracuja,13,0.0,0.0,0.0,0.0,0.0,2670.160000000056
