cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
125,Jacarei,JAC_L1,1,-1.572985440748901e9,0.0,lata
125,Jacarei,JAC_L1,2,-1.6849844935045884e9,0.0,lata
125,Jacarei,JAC_L1,3,-1.431986235523135e9,0.0,lata
125,Jacarei,JAC_L1,4,-1.5139859109481723e9,0.0,lata
125,Jacarei,JAC_L1,5,-1.72698429311055e9,0.0,lata
125,Jacarei,JAC_L1,6,-1.627985525791031e9,0.0,lata
125,Jacarei,JAC_L1,7,-1.4949870999140253e9,0.0,lata
125,Jacarei,JAC_L1,8,-1.6479854733641827e9,0.0,lata
125,Jacarei,JAC_L1,9,-1.6789849080546348e9,0.0,lata
125,Jacarei,JAC_L1,10,-1.73098468792972e9,0.0,lata
125,Jacarei,JAC_L1,11,-1.4949863494663336e9,0.0,lata
125,Jacarei,JAC_L1,12,-1.57598601700107e9,0.0,lata
125,Jacarei,JAC_L1,13,-1.545985340699527e9,0.0,lata
125,Jacarei,JAC_L1,14,-1.665984630530748e9,0.0,lata
125,Jacarei,JAC_L1,15,-1.67698453806e9,0.0,lata
125,Jacarei,JAC_L2,1,-1.5029872054331675e9,0.0,lata
125,Jacarei,JAC_L2,2,-1.5879864541256905e9,0.0,lata
125,Jacarei,JAC_L2,3,-1.7269850774775097e9,0.0,lata
125,Jacarei,JAC_L2,4,-1.5519867612110023e9,0.0,lata
125,Jacarei,JAC_L2,5,-1.6489843219487188e9,0.0,lata
125,Jacarei,JAC_L2,6,-1.7599835247982242e9,0.0,lata
125,Jacarei,JAC_L2,7,-1.5759856460912826e9,0.0,lata
125,Jacarei,JAC_L2,8,-1.3919876817209473e9,0.0,lata
125,Jacarei,JAC_L2,9,-1.577986435135805e9,0.0,lata
125,Jacarei,JAC_L2,10,-1.663985724336416e9,0.0,lata
125,Jacarei,JAC_L2,11,-1.7119854227307947e9,0.0,lata
125,Jacarei,JAC_L2,12,-1.5899864370653954e9,0.0,lata
125,Jacarei,JAC_L2,13,-1.6379847361233718e9,0.0,lata
125,Jacarei,JAC_L2,14,-1.545985993032372e9,0.0,lata
125,Jacarei,JAC_L2,15,-1.65098460187825e9,0.0,lata
125,Jacarei,JAC_L3,1,-1.6479836464353843e9,0.0,lata
125,Jacarei,JAC_L3,2,-1.5479841588758261e9,0.0,lata
125,Jacarei,JAC_L3,3,-1.4849852166609075e9,0.0,lata
125,Jacarei,JAC_L3,4,-1.4279856647029138e9,0.0,lata
125,Jacarei,JAC_L3,5,-1.6939834194048002e9,0.0,lata
125,Jacarei,JAC_L3,6,-1.7869823232692325e9,0.0,lata
125,Jacarei,JAC_L3,7,-1.629984332677899e9,0.0,lata
125,Jacarei,JAC_L3,8,-1.6259845009373498e9,0.0,lata
125,Jacarei,JAC_L3,9,-1.57798488387249e9,0.0,lata
125,Jacarei,JAC_L3,10,-1.5969848602043626e9,0.0,lata
125,Jacarei,JAC_L3,11,-1.5749843780374987e9,0.0,lata
