cenario,plant,linha,produto,periodo,producao,estoque,atendido,nao_atend,enviado,recebido
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,1,0.0,0.0,0.0,35808.81,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,2,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,3,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,4,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,5,0.0,0.0,0.0,11116.81,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,6,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,7,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,8,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,9,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,10,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,11,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,12,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,13,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,14,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Stella_Artois_Pure_Gold,15,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,H2OH_Limao,1,0.0,0.0,6345.52,0.0,0.0,6345.52
150,Jacarei,JAC_L1,H2OH_Limao,2,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,H2OH_Limao,3,0.0,0.0,0.0,0.0,0.0,16066.809999999998
150,Jacarei,JAC_L1,H2OH_Limao,4,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,H2OH_Limao,5,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,H2OH_Limao,6,0.0,0.0,0.0,0.0,0.0,4240.02
150,Jacarei,JAC_L1,H2OH_Limao,7,0.0,0.0,0.0,0.0,0.0,37515.31
150,Jacarei,JAC_L1,H2OH_Limao,8,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,H2OH_Limao,9,12349.220000000003,0.0,0.0,0.0,12349.220000000003,0.0
150,Jacarei,JAC_L1,H2OH_Limao,10,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,H2OH_Limao,11,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,H2OH_Limao,12,0.0,0.0,33932.42,0.0,0.0,33932.42
150,Jacarei,JAC_L1,H2OH_Limao,13,0.0,0.0,0.0,0.0,0.0,43909.690000000024
150,Jacarei,JAC_L1,H2OH_Limao,14,0.0,0.0,9118.17,0.0,0.0,26537.489999999998
150,Jacarei,JAC_L1,H2OH_Limao,15,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,1,0.0,0.0,13305.02,0.0,0.0,13305.02
150,Jacarei,JAC_L1,Sprite,2,0.0,0.0,0.0,0.0,0.0,9625.82
150,Jacarei,JAC_L1,Sprite,3,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,4,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,5,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,6,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,7,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,8,0.0,0.0,0.0,0.0,0.0,13726.71
150,Jacarei,JAC_L1,Sprite,9,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,10,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,11,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,12,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,13,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,14,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Sprite,15,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,1,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,2,0.0,0.0,4885.590000000009,45083.93999999999,0.0,4885.590000000009
150,Jacarei,JAC_L1,Skol_Lata,3,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,4,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,5,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,6,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,7,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,8,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,9,0.0,0.0,0.0,0.0,0.0,45905.81
150,Jacarei,JAC_L1,Skol_Lata,10,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,11,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,12,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,13,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,14,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Skol_Lata,15,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Coca_Cola,1,0.0,0.0,0.0,0.0,36336.0,0.0
150,Jacarei,JAC_L1,Coca_Cola,2,0.0,0.0,0.0,0.0,39816.0,0.0
150,Jacarei,JAC_L1,Coca_Cola,3,34617.52,0.0,48731.579999999994,13397.870000000003,39912.0,14114.059999999998
150,Jacarei,JAC_L1,Coca_Cola,4,17800.9,0.0,0.0,0.0,57976.9,52575.93
150,Jacarei,JAC_L1,Coca_Cola,5,0.0,0.0,0.0,0.0,34272.0,0.0
150,Jacarei,JAC_L1,Coca_Cola,6,0.0,0.0,0.0,0.0,36912.0,0.0
150,Jacarei,JAC_L1,Coca_Cola,7,0.0,0.0,0.0,0.0,40195.759999999995,0.0
150,Jacarei,JAC_L1,Coca_Cola,8,0.0,0.0,0.0,0.0,40656.0,0.0
150,Jacarei,JAC_L1,Coca_Cola,9,0.0,0.0,0.0,0.0,36648.0,0.0
150,Jacarei,JAC_L1,Coca_Cola,10,0.0,0.0,0.0,0.0,14810.41,37191.83
150,Jacarei,JAC_L1,Coca_Cola,11,0.0,0.0,0.0,0.0,17180.63,0.0
150,Jacarei,JAC_L1,Coca_Cola,12,0.0,0.0,0.0,0.0,19767.72,0.0
150,Jacarei,JAC_L1,Coca_Cola,13,0.0,0.0,0.0,0.0,6291.980000000003,0.0
150,Jacarei,JAC_L1,Coca_Cola,14,0.0,0.0,0.0,0.0,19023.28,0.0
150,Jacarei,JAC_L1,Coca_Cola,15,0.0,0.0,0.0,0.0,40080.0,0.0
150,Jacarei,JAC_L1,Kuat,1,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,2,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,3,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,4,0.0,0.0,0.0,40542.3,0.0,0.0
150,Jacarei,JAC_L1,Kuat,5,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,6,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,7,0.0,0.0,0.0,0.0,0.0,349.0400000000037
150,Jacarei,JAC_L1,Kuat,8,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,9,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,10,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,11,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,12,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,13,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,14,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Kuat,15,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Maguary_Caju,1,0.0,8590.169999999998,0.0,0.0,0.0,8590.169999999998
150,Jacarei,JAC_L1,Maguary_Caju,2,0.0,46273.33999999999,0.0,0.0,0.0,37683.16999999999
150,Jacarei,JAC_L1,Maguary_Caju,3,0.0,0.0,0.0,0.0,46273.33999999999,0.0
150,Jacarei,JAC_L1,Maguary_Caju,4,0.0,0.0,17214.43,0.0,0.0,17214.43
150,Jacarei,JAC_L1,Maguary_Caju,5,0.0,8551.099999999999,0.0,0.0,0.0,8551.099999999999
150,Jacarei,JAC_L1,Maguary_Caju,6,0.0,12832.82,26985.25,0.0,0.0,31266.97
150,Jacarei,JAC_L1,Maguary_Caju,7,0.0,0.0,0.0,0.0,12832.82,0.0
150,Jacarei,JAC_L1,Maguary_Caju,8,0.0,0.0,6926.1,0.0,0.0,73191.33
150,Jacarei,JAC_L1,Maguary_Caju,9,0.0,36816.0,0.0,0.0,0.0,36816.0
150,Jacarei,JAC_L1,Maguary_Caju,10,0.0,20796.909999999993,0.0,0.0,16019.090000000007,9078.71
150,Jacarei,JAC_L1,Maguary_Caju,11,0.0,0.0,0.0,0.0,20796.909999999993,0.0
150,Jacarei,JAC_L1,Maguary_Caju,12,0.0,0.0,0.0,0.0,0.0,0.0
150,Jacarei,JAC_L1,Maguary_Caju,13,0.0,40975.68000000001,0.0,0.0,0.0,40975.68000000001
150,Jacarei,JAC_L1,Maguary_Caju,14,0.0,24279.960000000006,0.0,0.0,16695.72,0.0
150,Jacarei,JAC_L1,Maguary_Caju,15,0.0,0.0,0.0,0.0,24279.960000000006,0.0
150,Jacarei,JAC_L1,Amstel_Lata,1,0.0,0.0,0.0,0.0,0.0,24520.58
150,Jacarei,JAC_L1,Amstel_Lata,2,0.0,0.0,0.0,0.0,24520.58,32789.39
150,Jacarei,JAC_L1,Amstel_Lata,3,0.0,0.0,0.0,0.0,0.0,28179.17
150,Jacarei,JAC_L1,Amstel_Lata,4,0.0,0.0,0.0,0.0,0.0,37944.0
