cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
130,Jacarei,JAC_L1,1,-1.5999857988444e9,0.0,lata
130,Jacarei,JAC_L1,2,-1.5449854719331727e9,0.0,lata
130,Jacarei,JAC_L1,3,-1.5829855271383517e9,0.0,lata
130,Jacarei,JAC_L1,4,-1.6449854628397229e9,0.0,lata
130,Jacarei,JAC_L1,5,-1.6429849999665663e9,0.0,lata
130,Jacarei,JAC_L1,6,-1.6799839481509557e9,0.0,lata
130,Jacarei,JAC_L1,7,-1.4959861386822968e9,0.0,lata
130,Jacarei,JAC_L1,8,-1.4919865972565012e9,0.0,lata
130,Jacarei,JAC_L1,9,-1.6849850955486853e9,0.0,lata
130,Jacarei,JAC_L1,10,-1.5549858041509907e9,0.0,lata
130,Jacarei,JAC_L1,11,-1.4959859122103367e9,0.0,lata
130,Jacarei,JAC_L1,12,-1.706984413089908e9,0.0,lata
130,Jacarei,JAC_L1,13,-1.58798596208e9,0.0,lata
130,Jacarei,JAC_L1,14,-1.489986303790072e9,0.0,lata
130,Jacarei,JAC_L1,15,-1.6289837975170476e9,0.0,lata
130,Jacarei,JAC_L2,1,-1.6709859482610555e9,0.0,lata
130,Jacarei,JAC_L2,2,-1.5469874487566135e9,0.0,lata
130,Jacarei,JAC_L2,3,-1.6059874478778768e9,0.0,lata
130,Jacarei,JAC_L2,4,-1.6769871438667853e9,0.0,lata
130,Jacarei,JAC_L2,5,-1.667985344568777e9,0.0,lata
130,Jacarei,JAC_L2,6,-1.6569859315236042e9,0.0,lata
130,Jacarei,JAC_L2,7,-1.5939856203120854e9,0.0,lata
130,Jacarei,JAC_L2,8,-1.569985815140275e9,0.0,lata
130,Jacarei,JAC_L2,9,-1.5289866404692242e9,0.0,lata
130,Jacarei,JAC_L2,10,-1.74398527515948e9,0.0,lata
130,Jacarei,JAC_L2,11,-1.701986133393265e9,0.0,lata
130,Jacarei,JAC_L2,12,-1.5829875815273368e9,0.0,lata
130,Jacarei,JAC_L2,13,-1.6549867731679246e9,0.0,lata
130,Jacarei,JAC_L2,14,-1.6429873552361472e9,0.0,lata
130,Jacarei,JAC_L2,15,-1.455989233518092e9,0.0,lata
130,Jacarei,JAC_L3,1,-1.6249870392417998e9,0.0,lata
130,Jacarei,JAC_L3,2,-1.6029877157629616e9,0.0,lata
130,Jacarei,JAC_L3,3,-1.6009869748019357e9,0.0,lata
130,Jacarei,JAC_L3,4,-1.570986566871116e9,0.0,lata
130,Jacarei,JAC_L3,5,-1.5659869454642112e9,0.0,lata
130,Jacarei,JAC_L3,6,-1.6889860249319372e9,0.0,lata
130,Jacarei,JAC_L3,7,-1.5109878878823245e9,0.0,lata
130,Jacarei,JAC_L3,8,-1.6019875753329554e9,0.0,lata
130,Jacarei,JAC_L3,9,-1.5759874862781327e9,0.0,lata
130,Jacarei,JAC_L3,10,-1.6769865955000277e9,0.0,lata
130,Jacarei,JAC_L3,11,-1.5829872511169276e9,0.0,lata
130,Jacarei,JAC_L3,12,-1.568986449141573e9,0.0,lata
130,Jacarei,JAC_L3,13,-1.620986506716004e9,0.0,lata
130,Jacarei,JAC_L3,14,-1.6309854219695017e9,0.0,lata
130,Jacarei,JAC_L3,15,-1.6919850443790903e9,0.0,lata
130,Extrema,EXT_L1,1,-1.4819860990843077e9,0.0,lata
130,Extrema,EXT_L1,2,-1.491985853059956e9,0.0,lata
130,Extrema,EXT_L1,3,-1.7069842111661468e9,0.0,lata
130,Extrema,EXT_L1,4,-1.6039855399769719e9,0.0,lata
130,Extrema,EXT_L1,5,-1.5729861709612193e9,0.0,lata
130,Extrema,EXT_L1,6,-1.6029860015045824e9,0.0,lata
130,Extrema,EXT_L1,7,-1.5419852761208653e9,0.0,lata
130,Extrema,EXT_L1,8,-1.6309848126713674e9,0.0,lata
130,Extrema,EXT_L1,9,-1.4949864218799477e9,0.0,lata
130,Extrema,EXT_L1,10,-1.698984588860312e9,0.0,lata
130,Extrema,EXT_L1,11,-1.7129848663604345e9,0.0,lata
130,Extrema,EXT_L1,12,-1.524985570039546e9,0.0,lata
130,Extrema,EXT_L1,13,-1.642984835324986e9,0.0,lata
130,Extrema,EXT_L1,14,-1.6719849623196673e9,0.0,lata
130,Extrema,EXT_L1,15,-1.7449836549188185e9,0.0,lata
130,Extrema,EXT_L2,1,-1.521986312725534e9,0.0,lata
130,Extrema,EXT_L2,2,-1.73698367682233e9,0.0,lata
130,Extrema,EXT_L2,3,-1.3909873223455305e9,0.0,lata
130,Extrema,EXT_L2,4,-1.5509857964062142e9,0.0,lata
130,Extrema,EXT_L2,5,-1.644984922046466e9,0.0,lata
130,Extrema,EXT_L2,6,-1.6539849486e9,0.0,lata
130,Extrema,EXT_L2,7,-1.5259861874019966e9,0.0,lata
130,Extrema,EXT_L2,8,-1.5879855271601481e9,0.0,lata
130,Extrema,EXT_L2,9,-1.5459859230953517e9,0.0,lata
130,Extrema,EXT_L2,10,-1.6519851396459515e9,0.0,lata
130,Extrema,EXT_L2,11,-1.6779842985316474e9,0.0,lata
130,Extrema,EXT_L2,12,-1.639985116535798e9,0.0,lata
130,Extrema,EXT_L2,13,-1.6779848478502011e9,0.0,lata
130,Extrema,EXT_L2,14,-1.5469854389049652e9,0.0,lata
130,Extrema,EXT_L2,15,-1.581985576113655e9,0.0,lata
130,Extrema,EXT_L3,1,-1.610986806175573e9,0.0,lata
130,Extrema,EXT_L3,2,-1.5599869810746e9,0.0,lata
130,Extrema,EXT_L3,3,-1.5799872641493e9,0.0,lata
130,Extrema,EXT_L3,4,-1.691986030311382e9,0.0,lata
130,Extrema,EXT_L3,5,-1.7659857715416193e9,0.0,lata
130,Extrema,EXT_L3,6,-1.6039866877056181e9,0.0,lata
130,Extrema,EXT_L3,7,-1.7379854728231542e9,0.0,lata
130,Extrema,EXT_L3,8,-1.5629872267850509e9,0.0,lata
130,Extrema,EXT_L3,9,-1.5879874669409747e9,0.0,lata
130,Extrema,EXT_L3,10,-1.7219864201638687e9,0.0,lata
130,Extrema,EXT_L3,11,-1.6119862280934436e9,0.0,lata
130,Extrema,EXT_L3,12,-1.6449859775348897e9,0.0,lata
130,Extrema,EXT_L3,13,-1.6379864614663641e9,0.0,lata
130,Extrema,EXT_L3,14,-1.53198740241739e9,0.0,lata
130,Extrema,EXT_L3,15,-1.6919861648396795e9,0.0,lata
130,Tres Rios,TRE_L1,1,-1.703983976811732e9,0.0,lata
130,Tres Rios,TRE_L1,2,-1.6459845236324816e9,0.0,lata
130,Tres Rios,TRE_L1,3,-1.7869829754353285e9,0.0,lata
130,Tres Rios,TRE_L1,4,-1.658983658524587e9,0.0,lata
130,Tres Rios,TRE_L1,5,-1.7179831380266252e9,0.0,lata
130,Tres Rios,TRE_L1,6,-1.5809849248453221e9,0.0,lata
130,Tres Rios,TRE_L1,7,-1.6209841002855792e9,0.0,lata
130,Tres Rios,TRE_L1,8,-1.4889858122642918e9,0.0,lata
130,Tres Rios,TRE_L1,9,-1.528985245614205e9,0.0,lata
130,Tres Rios,TRE_L1,10,-1.7229837586886723e9,0.0,lata
130,Tres Rios,TRE_L1,11,-1.406986768742247e9,0.0,lata
130,Tres Rios,TRE_L1,12,-1.5529853010327408e9,0.0,lata
130,Tres Rios,TRE_L1,13,-1.5689852462544644e9,0.0,lata
130,Tres Rios,TRE_L1,14,-1.64198354588786e9,0.0,lata
130,Tres Rios,TRE_L1,15,-1.444985924122927e9,0.0,lata
130,Tres Rios,TRE_L2,1,-1.5539868857769835e9,0.0,lata
130,Tres Rios,TRE_L2,2,-1.7199859197672179e9,0.0,lata
130,Tres Rios,TRE_L2,3,-1.5979868566328912e9,0.0,lata
130,Tres Rios,TRE_L2,4,-1.596986908243236e9,0.0,lata
130,Tres Rios,TRE_L2,5,-1.719985982e9,0.0,lata
130,Tres Rios,TRE_L2,6,-1.6179866921351802e9,0.0,lata
130,Tres Rios,TRE_L2,7,-1.6559863544860594e9,0.0,lata
130,Tres Rios,TRE_L2,8,-1.5509870827513292e9,0.0,lata
130,Tres Rios,TRE_L2,9,-1.63998528283844e9,0.0,lata
130,Tres Rios,TRE_L2,10,-1.7049852055936892e9,0.0,lata
130,Tres Rios,TRE_L2,11,-1.69998517212043e9,0.0,lata
130,Tres Rios,TRE_L2,12,-1.6429860872531154e9,0.0,lata
130,Tres Rios,TRE_L2,13,-1.4329882486273263e9,0.0,lata
130,Tres Rios,TRE_L2,14,-1.4989869004137082e9,0.0,lata
130,Tres Rios,TRE_L2,15,-1.6179862778733006e9,0.0,lata
130,Tres Rios,TRE_L3,1,-1.616984965864884e9,0.0,lata
130,Tres Rios,TRE_L3,2,-1.5499855975405073e9,0.0,lata
130,Tres Rios,TRE_L3,3,-1.4689859260916955e9,0.0,lata
130,Tres Rios,TRE_L3,4,-1.713983236743799e9,0.0,lata
130,Tres Rios,TRE_L3,5,-1.6259844218113117e9,0.0,lata
130,Tres Rios,TRE_L3,6,-1.6719844233439467e9,0.0,lata
130,Tres Rios,TRE_L3,7,-1.6549836847414758e9,0.0,lata
130,Tres Rios,TRE_L3,8,-1.5379852350240526e9,0.0,lata
130,Tres Rios,TRE_L3,9,-1.7279839173656738e9,0.0,lata
130,Tres Rios,TRE_L3,10,-1.499985920503875e9,0.0,lata
130,Tres Rios,TRE_L3,11,-1.6149836864544408e9,0.0,lata
130,Tres Rios,TRE_L3,12,-1.5389845419229507e9,0.0,lata
130,Tres Rios,TRE_L3,13,-1.6349840035027778e9,0.0,lata
130,Tres Rios,TRE_L3,14,-1.6819839146645489e9,0.0,lata
130,Tres Rios,TRE_L3,15,-1.702983485872675e9,0.0,lata
130,Alagoinhas,ALA_L1,1,-1.5789864454642763e9,0.0,lata
130,Alagoinhas,ALA_L1,2,-1.5739869487808568e9,0.0,lata
130,Alagoinhas,ALA_L1,3,-1.7299840463673966e9,0.0,lata
130,Alagoinhas,ALA_L1,4,-1.5879851860837116e9,0.0,lata
130,Alagoinhas,ALA_L1,5,-1.5029864014708018e9,0.0,lata
130,Alagoinhas,ALA_L1,6,-1.6039852041492567e9,0.0,lata
130,Alagoinhas,ALA_L1,7,-1.7339844659404519e9,0.0,lata
130,Alagoinhas,ALA_L1,8,-1.4869869633043072e9,0.0,lata
130,Alagoinhas,ALA_L1,9,-1.6559852942665045e9,0.0,lata
130,Alagoinhas,ALA_L1,10,-1.6179860838698425e9,0.0,lata
130,Alagoinhas,ALA_L1,11,-1.653985662774209e9,0.0,lata
130,Alagoinhas,ALA_L1,12,-1.5719868069976237e9,0.0,lata
130,Alagoinhas,ALA_L1,13,-1.5379868024871345e9,0.0,lata
130,Alagoinhas,ALA_L1,14,-1.6009867231349025e9,0.0,lata
130,Alagoinhas,ALA_L1,15,-1.607985108329527e9,0.0,lata
130,Alagoinhas,ALA_L2,1,-1.5389866482569096e9,0.0,lata
130,Alagoinhas,ALA_L2,2,-1.5759867470833068e9,0.0,lata
130,Alagoinhas,ALA_L2,3,-1.5959859175881052e9,0.0,lata
130,Alagoinhas,ALA_L2,4,-1.630986043237952e9,0.0,lata
130,Alagoinhas,ALA_L2,5,-1.4479880715484567e9,0.0,lata
130,Alagoinhas,ALA_L2,6,-1.6319856482437344e9,0.0,lata
130,Alagoinhas,ALA_L2,7,-1.6259861447617245e9,0.0,lata
130,Alagoinhas,ALA_L2,8,-1.5519872087994215e9,0.0,lata
130,Alagoinhas,ALA_L2,9,-1.674985570112515e9,0.0,lata
130,Alagoinhas,ALA_L2,10,-1.55598681764121e9,0.0,lata
130,Alagoinhas,ALA_L2,11,-1.57498575554313e9,0.0,lata
130,Alagoinhas,ALA_L2,12,-1.4709870963861613e9,0.0,lata
130,Alagoinhas,ALA_L2,13,-1.5959864481758318e9,0.0,lata
130,Alagoinhas,ALA_L2,14,-1.6199852542382786e9,0.0,lata
130,Alagoinhas,ALA_L2,15,-1.631983883843899e9,0.0,lata
130,Alagoinhas,ALA_L3,1,-1.6639864086461823e9,0.0,lata
130,Alagoinhas,ALA_L3,2,-1.5389878145351946e9,0.0,lata
130,Alagoinhas,ALA_L3,3,-1.6789871259637685e9,0.0,lata
130,Alagoinhas,ALA_L3,4,-1.6099869277002316e9,0.0,lata
130,Alagoinhas,ALA_L3,5,-1.5299879599084995e9,0.0,lata
130,Alagoinhas,ALA_L3,6,-1.5839875540146239e9,0.0,lata
130,Alagoinhas,ALA_L3,7,-1.655986502555147e9,0.0,lata
130,Alagoinhas,ALA_L3,8,-1.6929857891746197e9,0.0,lata
130,Alagoinhas,ALA_L3,9,-1.558987303859374e9,0.0,lata
130,Alagoinhas,ALA_L3,10,-1.5999861248752801e9,0.0,lata
130,Alagoinhas,ALA_L3,11,-1.5809866850504863e9,0.0,lata
130,Alagoinhas,ALA_L3,12,-1.4899878240881047e9,0.0,lata
130,Alagoinhas,ALA_L3,13,-1.715986406443538e9,0.0,lata
130,Alagoinhas,ALA_L3,14,-1.6289870833272543e9,0.0,lata
130,Alagoinhas,ALA_L3,15,-1.5029873619909828e9,0.0,lata
130,Frutal,FRU_L1,1,-1.6679853049200003e9,0.0,lata
130,Frutal,FRU_L1,2,-1.5199870571963522e9,0.0,lata
130,Frutal,FRU_L1,3,-1.54698677292174e9,0.0,lata
130,Frutal,FRU_L1,4,-1.7769844182510214e9,0.0,lata
130,Frutal,FRU_L1,5,-1.7409846517077818e9,0.0,lata
130,Frutal,FRU_L1,6,-1.694985009767475e9,0.0,lata
130,Frutal,FRU_L1,7,-1.756984979762968e9,0.0,lata
130,Frutal,FRU_L1,8,-1.5299869994489343e9,0.0,lata
130,Frutal,FRU_L1,9,-1.4679870359421172e9,0.0,lata
130,Frutal,FRU_L1,10,-1.7359850907075543e9,0.0,lata
130,Frutal,FRU_L1,11,-1.6219865300975938e9,0.0,lata
130,Frutal,FRU_L1,12,-1.6459867979243436e9,0.0,lata
130,Frutal,FRU_L1,13,-1.6869862048087792e9,0.0,lata
130,Frutal,FRU_L1,14,-1.4659883904065478e9,0.0,lata
130,Frutal,FRU_L1,15,-1.6189857484750032e9,0.0,lata
130,Frutal,FRU_L2,1,-1.4349879113853605e9,0.0,lata
130,Frutal,FRU_L2,2,-1.5099863080737164e9,0.0,lata
130,Frutal,FRU_L2,3,-1.4909863273100028e9,0.0,lata
130,Frutal,FRU_L2,4,-1.5529854195507126e9,0.0,lata
130,Frutal,FRU_L2,5,-1.6509849113953476e9,0.0,lata
130,Frutal,FRU_L2,6,-1.6399854211051183e9,0.0,lata
130,Frutal,FRU_L2,7,-1.4949858827813783e9,0.0,lata
130,Frutal,FRU_L2,8,-1.451986651102469e9,0.0,lata
130,Frutal,FRU_L2,9,-1.6729844094258442e9,0.0,lata
130,Frutal,FRU_L2,10,-1.6019854707690551e9,0.0,lata
130,Frutal,FRU_L2,11,-1.5449863732042105e9,0.0,lata
130,Frutal,FRU_L2,12,-1.5969854285966253e9,0.0,lata
130,Frutal,FRU_L2,13,-1.5899855784653955e9,0.0,lata
130,Frutal,FRU_L2,14,-1.5889859839910429e9,0.0,lata
130,Frutal,FRU_L2,15,-1.6579844069854314e9,0.0,lata
130,Frutal,FRU_L3,1,-1.537987150149112e9,0.0,lata
130,Frutal,FRU_L3,2,-1.5849855709728668e9,0.0,lata
130,Frutal,FRU_L3,3,-1.5289865281972768e9,0.0,lata
130,Frutal,FRU_L3,4,-1.534986901667784e9,0.0,lata
130,Frutal,FRU_L3,5,-1.7449846841353493e9,0.0,lata
130,Frutal,FRU_L3,6,-1.5219870713713045e9,0.0,lata
130,Frutal,FRU_L3,7,-1.5479873035033827e9,0.0,lata
130,Frutal,FRU_L3,8,-1.5989851203210552e9,0.0,lata
130,Frutal,FRU_L3,9,-1.5309861856103988e9,0.0,lata
130,Frutal,FRU_L3,10,-1.6799853290513155e9,0.0,lata
130,Frutal,FRU_L3,11,-1.7029856098270264e9,0.0,lata
130,Frutal,FRU_L3,12,-1.7189827763906276e9,0.0,lata
130,Frutal,FRU_L3,13,-1.5749846641435726e9,0.0,lata
130,Frutal,FRU_L3,14,-1.5819850556259258e9,0.0,lata
130,Frutal,FRU_L3,15,-1.560985737132073e9,0.0,lata
130,Pouso Alegre,POU_L1,1,-1.5739868698368082e9,0.0,lata
130,Pouso Alegre,POU_L1,2,-1.5809870247333162e9,0.0,lata
130,Pouso Alegre,POU_L1,3,-1.6079855964873729e9,0.0,lata
130,Pouso Alegre,POU_L1,4,-1.5059862095583012e9,0.0,lata
130,Pouso Alegre,POU_L1,5,-1.6289854312785332e9,0.0,lata
130,Pouso Alegre,POU_L1,6,-1.661985583359105e9,0.0,lata
130,Pouso Alegre,POU_L1,7,-1.4319878489791582e9,0.0,lata
130,Pouso Alegre,POU_L1,8,-1.5129875612682676e9,0.0,lata
130,Pouso Alegre,POU_L1,9,-1.748985298922519e9,0.0,lata
130,Pouso Alegre,POU_L1,10,-1.67998490074338e9,0.0,lata
