cenario,plant,linha,periodo,mu_hora_maquina,gamma_armazenagem,unidade
120,Jacarei,JAC_L1,1,-1.6509858212895143e9,0.0,lata
120,Jacarei,JAC_L1,2,-1.494985402008888e9,0.0,lata
120,Jacarei,JAC_L1,3,-1.5689851073122184e9,0.0,lata
120,Jacarei,JAC_L1,4,-1.59998527011408e9,0.0,lata
120,Jacarei,JAC_L1,5,-1.5449852445944567e9,0.0,lata
120,Jacarei,JAC_L1,6,-1.6279848929455104e9,0.0,lata
120,Jacarei,JAC_L1,7,-1.6499852091532428e9,0.0,lata
120,Jacarei,JAC_L1,8,-1.594984888874938e9,0.0,lata
120,Jacarei,JAC_L1,9,-1.544985771895695e9,0.0,lata
120,Jacarei,JAC_L1,10,-1.6879844285532138e9,0.0,lata
120,Jacarei,JAC_L1,11,-1.7479843204561691e9,0.0,lata
120,Jacarei,JAC_L1,12,-1.65698429621274e9,0.0,lata
120,Jacarei,JAC_L1,13,-1.6829844973141906e9,0.0,lata
120,Jacarei,JAC_L1,14,-1.4639869003617277e9,0.0,lata
120,Jacarei,JAC_L1,15,-1.5049850762311978e9,0.0,lata
120,Jacarei,JAC_L2,1,-1.4799871374519417e9,0.0,lata
120,Jacarei,JAC_L2,2,-1.6869849688300002e9,0.0,lata
120,Jacarei,JAC_L2,3,-1.6919854178318317e9,0.0,lata
120,Jacarei,JAC_L2,4,-1.6489854655031755e9,0.0,lata
120,Jacarei,JAC_L2,5,-1.5329864388078995e9,0.0,lata
120,Jacarei,JAC_L2,6,-1.5859864237504704e9,0.0,lata
120,Jacarei,JAC_L2,7,-1.558986049123246e9,0.0,lata
120,Jacarei,JAC_L2,8,-1.5919860231453705e9,0.0,lata
120,Jacarei,JAC_L2,9,-1.6769857692363422e9,0.0,lata
120,Jacarei,JAC_L2,10,-1.609985646251563e9,0.0,lata
120,Jacarei,JAC_L2,11,-1.5359861817778177e9,0.0,lata
120,Jacarei,JAC_L2,12,-1.6029860435256245e9,0.0,lata
120,Jacarei,JAC_L2,13,-1.5599867126308913e9,0.0,lata
120,Jacarei,JAC_L2,14,-1.5849856524782424e9,0.0,lata
120,Jacarei,JAC_L2,15,-1.5399862786e9,0.0,lata
120,Jacarei,JAC_L3,1,-1.6489840361780078e9,0.0,lata
120,Jacarei,JAC_L3,2,-1.6119846822055128e9,0.0,lata
120,Jacarei,JAC_L3,3,-1.5049855919152334e9,0.0,lata
120,Jacarei,JAC_L3,4,-1.6449839690162096e9,0.0,lata
120,Jacarei,JAC_L3,5,-1.6369841576271176e9,0.0,lata
120,Jacarei,JAC_L3,6,-1.6389844439109075e9,0.0,lata
120,Jacarei,JAC_L3,7,-1.6929835449087627e9,0.0,lata
120,Jacarei,JAC_L3,8,-1.5259856610647585e9,0.0,lata
120,Jacarei,JAC_L3,9,-1.6279850435902915e9,0.0,lata
120,Jacarei,JAC_L3,10,-1.6859840535714917e9,0.0,lata
120,Jacarei,JAC_L3,11,-1.61198521471988e9,0.0,lata
120,Jacarei,JAC_L3,12,-1.5159853001486754e9,0.0,lata
120,Jacarei,JAC_L3,13,-1.551985337020142e9,0.0,lata
120,Jacarei,JAC_L3,14,-1.578984390999744e9,0.0,lata
120,Jacarei,JAC_L3,15,-1.606984305836402e9,0.0,lata
120,Extrema,EXT_L1,1,-1.6499854281102223e9,0.0,lata
120,Extrema,EXT_L1,2,-1.459987533394559e9,0.0,lata
120,Extrema,EXT_L1,3,-1.6109866971661305e9,0.0,lata
120,Extrema,EXT_L1,4,-1.6639853126229634e9,0.0,lata
120,Extrema,EXT_L1,5,-1.5729865765732694e9,0.0,lata
120,Extrema,EXT_L1,6,-1.5179874413616397e9,0.0,lata
