id,scenario_id,production_line,plant,customer,order_number,product_id,sku_size_shape,deadline,prod_need
1,200,JAC_L1,Jacarei,,,Guarana_Antarctica_Zero,12 Oz Standard,2026-12-01 06:00:00.000,"15335,69"
2,200,JAC_L1,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-01 06:00:00.000,"7095,03"
3,200,JAC_L1,Jacarei,,,Fanta_Laranja,12 Oz Standard,2026-12-01 06:00:00.000,"19936,99"
4,200,JAC_L1,Jacarei,,,Spaten_Lata,12 Oz Standard,2026-12-02 06:00:00.000,"38974,07"
5,200,JAC_L1,Jacarei,,,Maguary_Maracuja,12 Oz Standard,2026-12-03 06:00:00.000,"50297,61"
6,200,JAC_L1,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-04 06:00:00.000,"18629,17"
7,200,JAC_L1,Jacarei,,,Skol_Lata,12 Oz Standard,2026-12-04 06:00:00.000,"2863,46"
8,200,JAC_L1,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-04 06:00:00.000,"16668,08"
9,200,JAC_L1,Jacarei,,,Coca_Cola,12 Oz Standard,2026-12-05 06:00:00.000,"43572,12"
10,200,JAC_L1,Jacarei,,,Del_Valle_Uva,12 Oz Standard,2026-12-05 06:00:00.000,"724,13"
11,200,JAC_L1,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-06 06:00:00.000,"17517,17"
12,200,JAC_L1,Jacarei,,,Sprite_Zero,12 Oz Standard,2026-12-06 06:00:00.000,"22965,18"
13,200,JAC_L1,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-07 06:00:00.000,"5907,12"
14,200,JAC_L1,Jacarei,,,Budweiser_Lata,12 Oz Standard,2026-12-07 06:00:00.000,"18673,42"
15,200,JAC_L1,Jacarei,,,Coca_Cola,12 Oz Standard,2026-12-07 06:00:00.000,"15472,75"
16,200,JAC_L1,Jacarei,,,Fanta_Uva,9.1 Oz Sleek,2026-12-08 06:00:00.000,"6440,07"
17,200,JAC_L1,Jacarei,,,Sprite,12 Oz Standard,2026-12-08 06:00:00.000,"26097,35"
18,200,JAC_L1,Jacarei,,,Del_Valle_Uva,12 Oz Standard,2026-12-08 06:00:00.000,"12382,89"
19,200,JAC_L1,Jacarei,,,Sprite,12 Oz Standard,2026-12-09 06:00:00.000,"10759,14"
20,200,JAC_L1,Jacarei,,,Skol_Lata,12 Oz Standard,2026-12-09 06:00:00.000,"30215,6"
21,200,JAC_L1,Jacarei,,,Eisenbahn_Pilsen,12 Oz Standard,2026-12-09 06:00:00.000,"2697,77"
22,200,JAC_L1,Jacarei,,,Amstel_Lata,12 Oz Standard,2026-12-10 06:00:00.000,"41577,52"
23,200,JAC_L1,Jacarei,,,Sukita_Laranja,12 Oz Standard,2026-12-11 06:00:00.000,"4550,07"
24,200,JAC_L1,Jacarei,,,Budweiser_Lata,12 Oz Standard,2026-12-11 06:00:00.000,"37493,7"
25,200,JAC_L1,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-12 06:00:00.000,"9391,79"
26,200,JAC_L1,Jacarei,,,Schweppes_Citrus,16 Oz Tall,2026-12-12 06:00:00.000,"14024,9"
27,200,JAC_L1,Jacarei,,,Pepsi,12 Oz Standard,2026-12-12 06:00:00.000,"18162,55"
28,200,JAC_L1,Jacarei,,,Antarctica_Lata,12 Oz Standard,2026-12-13 06:00:00.000,"41875,57"
29,200,JAC_L1,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-14 06:00:00.000,"39993,66"
30,200,JAC_L1,Jacarei,,,Budweiser_Lata,16 Oz Tall,2026-12-15 06:00:00.000,"40409,77"
31,200,JAC_L2,Jacarei,,,Maguary_Caju,16 Oz Tall,2026-12-01 06:00:00.000,"13346,42"
32,200,JAC_L2,Jacarei,,,Maguary_Maracuja,12 Oz Standard,2026-12-01 06:00:00.000,"25218,7"
33,200,JAC_L2,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-01 06:00:00.000,"2329,15"
34,200,JAC_L2,Jacarei,,,H2OH_Limao,12 Oz Standard,2026-12-02 06:00:00.000,"13783,32"
35,200,JAC_L2,Jacarei,,,Itubaina,12 Oz Standard,2026-12-02 06:00:00.000,"22121,08"
36,200,JAC_L2,Jacarei,,,Skol_Lata,12 Oz Standard,2026-12-03 06:00:00.000,"18142,03"
37,200,JAC_L2,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-03 06:00:00.000,"2525,02"
38,200,JAC_L2,Jacarei,,,Eisenbahn_Pilsen,12 Oz Standard,2026-12-03 06:00:00.000,"23742,92"
39,200,JAC_L2,Jacarei,,,Sukita_Laranja,12 Oz Standard,2026-12-04 06:00:00.000,"9337,66"
40,200,JAC_L2,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-04 06:00:00.000,"23149,18"
41,200,JAC_L2,Jacarei,,,Stella_Artois_Pure_Gold,12 Oz Standard,2026-12-04 06:00:00.000,"8296,21"
42,200,JAC_L2,Jacarei,,,Del_Valle_Pessego,12 Oz Standard,2026-12-05 06:00:00.000,"7046,44"
43,200,JAC_L2,Jacarei,,,Kuat,12 Oz Standard,2026-12-05 06:00:00.000,"31862,59"
44,200,JAC_L2,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-06 06:00:00.000,"42946,06"
45,200,JAC_L2,Jacarei,,,Spaten_Lata,12 Oz Standard,2026-12-07 06:00:00.000,"12026,85"
46,200,JAC_L2,Jacarei,,,Antarctica_Lata,12 Oz Standard,2026-12-07 06:00:00.000,"28794,95"
47,200,JAC_L2,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-08 06:00:00.000,"42391,07"
48,200,JAC_L2,Jacarei,,,Pepsi_Black,12 Oz Standard,2026-12-09 06:00:00.000,"46076,73"
49,200,JAC_L2,Jacarei,,,Pepsi_Black,12 Oz Standard,2026-12-10 06:00:00.000,"42748,82"
50,200,JAC_L2,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-11 06:00:00.000,"13218,93"
51,200,JAC_L2,Jacarei,,,Del_Valle_Uva,12 Oz Standard,2026-12-11 06:00:00.000,"22412,7"
52,200,JAC_L2,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-11 06:00:00.000,"6236,97"
