id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,12.18,0.4536
2,JAC_L1,Jacarei,Brahma_Lata,8.94,0.3725
3,JAC_L1,Jacarei,Schweppes_Citrus,9.44,0.3148
4,JAC_L1,Jacarei,Sukita_Laranja,9.55,0.2933
5,JAC_L1,Jacarei,Del_Valle_Uva,8.48,0.3898
6,JAC_L1,Jacarei,Spaten_Lata,10.89,0.3265
7,JAC_L1,Jacarei,Heineken_Lata,11.34,0.3752
8,JAC_L1,Jacarei,Del_Valle_Laranja,12.36,0.3872
9,JAC_L1,Jacarei,Amstel_Lata,9.31,0.3243
10,JAC_L1,Jacarei,Pepsi,11.56,0.3966
11,JAC_L1,Jacarei,Coca_Cola,8.67,0.355
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,11.3,0.4231
13,JAC_L1,Jacarei,Itaipava_Lata,9.69,0.3885
14,JAC_L1,Jacarei,Fanta_Uva,8.47,0.3775
15,JAC_L1,Jacarei,Del_Valle_Pessego,11.48,0.3658
16,JAC_L1,Jacarei,Sprite_Zero,13.02,0.314
17,JAC_L1,Jacarei,Skol_Lata,9.56,0.3732
18,JAC_L1,Jacarei,Guarana_Antarctica,11.75,0.2537
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,12.57,0.3131
20,JAC_L1,Jacarei,Kuat,10.34,0.3254
21,JAC_L1,Jacarei,Pepsi_Black,8.21,0.2702
22,JAC_L1,Jacarei,Sprite,11.98,0.3836
23,JAC_L1,Jacarei,Coca_Cola_Zero,11.58,0.3193
24,JAC_L1,Jacarei,Itubaina,9.52,0.3299
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,11.46,0.317
26,JAC_L1,Jacarei,Budweiser_Lata,10.71,0.4208
27,JAC_L1,Jacarei,Fanta_Laranja,10.73,0.4128
28,JAC_L1,Jacarei,Antarctica_Lata,10.3,0.3387
29,JAC_L1,Jacarei,Maguary_Caju,11.26,0.2717
30,JAC_L1,Jacarei,Maguary_Maracuja,9.54,0.4029
31,JAC_L2,Jacarei,H2OH_Limao,11.04,0.3624
32,JAC_L2,Jacarei,Brahma_Lata,11.0,0.3466
33,JAC_L2,Jacarei,Schweppes_Citrus,11.69,0.3797
34,JAC_L2,Jacarei,Sukita_Laranja,11.88,0.3254
35,JAC_L2,Jacarei,Del_Valle_Uva,10.07,0.3814
36,JAC_L2,Jacarei,Spaten_Lata,10.58,0.3716
37,JAC_L2,Jacarei,Heineken_Lata,10.61,0.371
38,JAC_L2,Jacarei,Del_Valle_Laranja,10.54,0.3527
39,JAC_L2,Jacarei,Amstel_Lata,12.63,0.3249
40,JAC_L2,Jacarei,Pepsi,10.68,0.3156
41,JAC_L2,Jacarei,Coca_Cola,12.99,0.3245
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,11.78,0.3738
43,JAC_L2,Jacarei,Itaipava_Lata,7.73,0.3437
44,JAC_L2,Jacarei,Fanta_Uva,9.11,0.348
45,JAC_L2,Jacarei,Del_Valle_Pessego,9.17,0.374
