id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,8.95,0.2564
2,JAC_L1,Jacarei,Brahma_Lata,8.38,0.2767
3,JAC_L1,Jacarei,Schweppes_Citrus,7.19,0.4183
4,JAC_L1,Jacarei,Sukita_Laranja,9.72,0.4318
5,JAC_L1,Jacarei,Del_Valle_Uva,10.39,0.3032
6,JAC_L1,Jacarei,Spaten_Lata,7.45,0.3568
7,JAC_L1,Jacarei,Heineken_Lata,8.71,0.383
8,JAC_L1,Jacarei,Del_Valle_Laranja,7.42,0.3233
9,JAC_L1,Jacarei,Amstel_Lata,8.65,0.4043
10,JAC_L1,Jacarei,Pepsi,10.5,0.3877
11,JAC_L1,Jacarei,Coca_Cola,11.94,0.3762
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,10.29,0.3663
13,JAC_L1,Jacarei,Itaipava_Lata,10.3,0.3463
14,JAC_L1,Jacarei,Fanta_Uva,11.45,0.327
15,JAC_L1,Jacarei,Del_Valle_Pessego,10.17,0.3681
16,JAC_L1,Jacarei,Sprite_Zero,8.75,0.3675
17,JAC_L1,Jacarei,Skol_Lata,8.56,0.3804
18,JAC_L1,Jacarei,Guarana_Antarctica,10.03,0.3018
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,10.19,0.3195
20,JAC_L1,Jacarei,Kuat,11.54,0.3275
21,JAC_L1,Jacarei,Pepsi_Black,9.7,0.3735
22,JAC_L1,Jacarei,Sprite,8.93,0.3655
23,JAC_L1,Jacarei,Coca_Cola_Zero,11.62,0.3168
24,JAC_L1,Jacarei,Itubaina,10.34,0.3144
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,10.34,0.3354
26,JAC_L1,Jacarei,Budweiser_Lata,9.58,0.4024
27,JAC_L1,Jacarei,Fanta_Laranja,11.53,0.346
28,JAC_L1,Jacarei,Antarctica_Lata,11.74,0.3674
29,JAC_L1,Jacarei,Maguary_Caju,11.44,0.3602
30,JAC_L1,Jacarei,Maguary_Maracuja,11.69,0.2873
31,JAC_L2,Jacarei,H2OH_Limao,8.42,0.2309
32,JAC_L2,Jacarei,Brahma_Lata,12.12,0.4049
33,JAC_L2,Jacarei,Schweppes_Citrus,11.41,0.3711
34,JAC_L2,Jacarei,Sukita_Laranja,9.63,0.3184
35,JAC_L2,Jacarei,Del_Valle_Uva,10.76,0.3971
36,JAC_L2,Jacarei,Spaten_Lata,10.79,0.3514
37,JAC_L2,Jacarei,Heineken_Lata,10.29,0.4056
38,JAC_L2,Jacarei,Del_Valle_Laranja,11.73,0.3523
39,JAC_L2,Jacarei,Amstel_Lata,11.71,0.3707
40,JAC_L2,Jacarei,Pepsi,10.02,0.2951
41,JAC_L2,Jacarei,Coca_Cola,9.6,0.3468
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,13.4,0.2926
43,JAC_L2,Jacarei,Itaipava_Lata,10.29,0.3756
44,JAC_L2,Jacarei,Fanta_Uva,11.68,0.3252
