id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,9.65,0.4028
2,JAC_L1,Jacarei,Brahma_Lata,9.93,0.3651
3,JAC_L1,Jacarei,Schweppes_Citrus,10.53,0.37
4,JAC_L1,Jacarei,Sukita_Laranja,11.02,0.3196
5,JAC_L1,Jacarei,Del_Valle_Uva,11.38,0.341
6,JAC_L1,Jacarei,Spaten_Lata,11.16,0.3626
7,JAC_L1,Jacarei,Heineken_Lata,11.27,0.3851
8,JAC_L1,Jacarei,Del_Valle_Laranja,10.8,0.3427
9,JAC_L1,Jacarei,Amstel_Lata,9.16,0.3215
10,JAC_L1,Jacarei,Pepsi,10.05,0.3503
11,JAC_L1,Jacarei,Coca_Cola,11.0,0.3623
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,10.1,0.3878
13,JAC_L1,Jacarei,Itaipava_Lata,12.63,0.3334
14,JAC_L1,Jacarei,Fanta_Uva,10.66,0.3445
15,JAC_L1,Jacarei,Del_Valle_Pessego,8.45,0.3503
16,JAC_L1,Jacarei,Sprite_Zero,10.32,0.3644
17,JAC_L1,Jacarei,Skol_Lata,11.1,0.2674
18,JAC_L1,Jacarei,Guarana_Antarctica,11.01,0.3436
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,8.91,0.3445
20,JAC_L1,Jacarei,Kuat,10.68,0.359
21,JAC_L1,Jacarei,Pepsi_Black,11.86,0.3809
22,JAC_L1,Jacarei,Sprite,10.22,0.2069
23,JAC_L1,Jacarei,Coca_Cola_Zero,12.23,0.3722
24,JAC_L1,Jacarei,Itubaina,9.5,0.3455
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,8.53,0.2754
26,JAC_L1,Jacarei,Budweiser_Lata,10.41,0.4253
27,JAC_L1,Jacarei,Fanta_Laranja,10.98,0.3442
28,JAC_L1,Jacarei,Antarctica_Lata,8.22,0.3899
29,JAC_L1,Jacarei,Maguary_Caju,10.85,0.3447
30,JAC_L1,Jacarei,Maguary_Maracuja,12.03,0.4174
31,JAC_L2,Jacarei,H2OH_Limao,10.89,0.3314
32,JAC_L2,Jacarei,Brahma_Lata,10.3,0.3036
33,JAC_L2,Jacarei,Schweppes_Citrus,9.55,0.3481
34,JAC_L2,Jacarei,Sukita_Laranja,9.7,0.4296
35,JAC_L2,Jacarei,Del_Valle_Uva,8.95,0.2371
36,JAC_L2,Jacarei,Spaten_Lata,11.03,0.4048
37,JAC_L2,Jacarei,Heineken_Lata,12.41,0.3258
38,JAC_L2,Jacarei,Del_Valle_Laranja,12.29,0.3897
39,JAC_L2,Jacarei,Amstel_Lata,9.54,0.3646
40,JAC_L2,Jacarei,Pepsi,7.87,0.3802
41,JAC_L2,Jacarei,Coca_Cola,8.78,0.3089
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,9.32,0.3136
43,JAC_L2,Jacarei,Itaipava_Lata,10.45,0.3353
44,JAC_L2,Jacarei,Fanta_Uva,9.74,0.3841
45,JAC_L2,Jacarei,Del_Valle_Pessego,11.19,0.3699
46,JAC_L2,Jacarei,Sprite_Zero,9.8,0.2725
47,JAC_L2,Jacarei,Skol_Lata,9.81,0.3683
48,JAC_L2,Jacarei,Guarana_Antarctica,10.64,0.3096
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,10.36,0.3792
50,JAC_L2,Jacarei,Kuat,12.75,0.3524
51,JAC_L2,Jacarei,Pepsi_Black,10.6,0.353
52,JAC_L2,Jacarei,Sprite,11.8,0.381
53,JAC_L2,Jacarei,Coca_Cola_Zero,9.84,0.3414
54,JAC_L2,Jacarei,Itubaina,10.1,0.3324
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,11.49,0.3278
56,JAC_L2,Jacarei,Budweiser_Lata,9.16,0.4092
57,JAC_L2,Jacarei,Fanta_Laranja,9.0,0.3303
58,JAC_L2,Jacarei,Antarctica_Lata,11.38,0.3434
59,JAC_L2,Jacarei,Maguary_Caju,12.37,0.235
60,JAC_L2,Jacarei,Maguary_Maracuja,11.8,0.3203
61,JAC_L3,Jacarei,H2OH_Limao,7.9,0.3217
62,JAC_L3,Jacarei,Brahma_Lata,8.81,0.3177
63,JAC_L3,Jacarei,Schweppes_Citrus,13.03,0.3051
64,JAC_L3,Jacarei,Sukita_Laranja,8.99,0.323
65,JAC_L3,Jacarei,Del_Valle_Uva,10.28,0.4006
66,JAC_L3,Jacarei,Spaten_Lata,10.37,0.3104
67,JAC_L3,Jacarei,Heineken_Lata,11.23,0.3241
68,JAC_L3,Jacarei,Del_Valle_Laranja,10.72,0.3703
69,JAC_L3,Jacarei,Amstel_Lata,8.59,0.3757
70,JAC_L3,Jacarei,Pepsi,9.42,0.2485
71,JAC_L3,Jacarei,Coca_Cola,11.74,0.293
72,JAC_L3,Jacarei,Stella_Artois_Pure_Gold,9.36,0.3384
73,JAC_L3,Jacarei,Itaipava_Lata,10.68,0.3527
74,JAC_L3,Jacarei,Fanta_Uva,12.66,0.3192
75,JAC_L3,Jacarei,Del_Valle_Pessego,7.67,0.2868
76,JAC_L3,Jacarei,Sprite_Zero,10.16,0.3385
77,JAC_L3,Jacarei,Skol_Lata,10.04,0.3981
78,JAC_L3,Jacarei,Guarana_Antarctica,10.46,0.367
79,JAC_L3,Jacarei,Eisenbahn_Pilsen,10.64,0.3862
80,JAC_L3,Jacarei,Kuat,10.18,0.358
81,JAC_L3,Jacarei,Pepsi_Black,11.24,0.3599
82,JAC_L3,Jacarei,Sprite,8.65,0.3664
83,JAC_L3,Jacarei,Coca_Cola_Zero,12.18,0.2676
84,JAC_L3,Jacarei,Itubaina,11.72,0.3123
85,JAC_L3,Jacarei,Guarana_Antarctica_Zero,12.28,0.2771
86,JAC_L3,Jacarei,Budweiser_Lata,9.64,0.3188
87,JAC_L3,Jacarei,Fanta_Laranja,9.43,0.3974
88,JAC_L3,Jacarei,Antarctica_Lata,9.62,0.3356
89,JAC_L3,Jacarei,Maguary_Caju,11.6,0.3484
90,JAC_L3,Jacarei,Maguary_Maracuja,10.8,0.2846
91,EXT_L1,Extrema,H2OH_Limao,9.33,0.3957
92,EXT_L1,Extrema,Brahma_Lata,9.13,0.3483
93,EXT_L1,Extrema,Schweppes_Citrus,11.22,0.3516
94,EXT_L1,Extrema,Sukita_Laranja,10.38,0.3225
95,EXT_L1,Extrema,Del_Valle_Uva,10.24,0.3566
96,EXT_L1,Extrema,Spaten_Lata,9.27,0.3162
97,EXT_L1,Extrema,Heineken_Lata,7.89,0.3161
98,EXT_L1,Extrema,Del_Valle_Laranja,10.85,0.3399
99,EXT_L1,Extrema,Amstel_Lata,11.75,0.3365
100,EXT_L1,Extrema,Pepsi,9.34,0.3681
101,EXT_L1,Extrema,Coca_Cola,10.13,0.33
102,EXT_L1,Extrema,Stella_Artois_Pure_Gold,9.49,0.3582
103,EXT_L1,Extrema,Itaipava_Lata,11.54,0.3434
104,EXT_L1,Extrema,Fanta_Uva,10.3,0.427
105,EXT_L1,Extrema,Del_Valle_Pessego,11.44,0.4067
106,EXT_L1,Extrema,Sprite_Zero,12.25,0.4256
107,EXT_L1,Extrema,Skol_Lata,10.86,0.3098
108,EXT_L1,Extrema,Guarana_Antarctica,9.72,0.3609
109,EXT_L1,Extrema,Eisenbahn_Pilsen,10.81,0.2978
110,EXT_L1,Extrema,Kuat,11.05,0.4086
111,EXT_L1,Extrema,Pepsi_Black,10.53,0.344
112,EXT_L1,Extrema,Sprite,10.68,0.3418
113,EXT_L1,Extrema,Coca_Cola_Zero,12.17,0.3913
114,EXT_L1,Extrema,Itubaina,9.95,0.337
115,EXT_L1,Extrema,Guarana_Antarctica_Zero,11.14,0.3395
116,EXT_L1,Extrema,Budweiser_Lata,8.97,0.4217
117,EXT_L1,Extrema,Fanta_Laranja,9.67,0.3869
118,EXT_L1,Extrema,Antarctica_Lata,9.98,0.3598
119,EXT_L1,Extrema,Maguary_Caju,10.18,0.3808
120,EXT_L1,Extrema,Maguary_Maracuja,11.48,0.3228
121,EXT_L2,Extrema,H2OH_Limao,7.96,0.3897
122,EXT_L2,Extrema,Brahma_Lata,11.04,0.3726
123,EXT_L2,Extrema,Schweppes_Citrus,12.59,0.393
124,EXT_L2,Extrema,Sukita_Laranja,9.67,0.376
125,EXT_L2,Extrema,Del_Valle_Uva,9.15,0.3808
126,EXT_L2,Extrema,Spaten_Lata,11.48,0.4634
127,EXT_L2,Extrema,Heineken_Lata,9.32,0.4254
128,EXT_L2,Extrema,Del_Valle_Laranja,11.42,0.3774
129,EXT_L2,Extrema,Amstel_Lata,9.16,0.3872
130,EXT_L2,Extrema,Pepsi,12.37,0.2778
131,EXT_L2,Extrema,Coca_Cola,9.61,0.3789
132,EXT_L2,Extrema,Stella_Artois_Pure_Gold,9.55,0.3677
133,EXT_L2,Extrema,Itaipava_Lata,12.12,0.3707
134,EXT_L2,Extrema,Fanta_Uva,13.05,0.3727
135,EXT_L2,Extrema,Del_Valle_Pessego,9.98,0.4384
136,EXT_L2,Extrema,Sprite_Zero,11.35,0.3782
137,EXT_L2,Extrema,Skol_Lata,9.08,0.2873
138,EXT_L2,Extrema,Guarana_Antarctica,10.21,0.3886
139,EXT_L2,Extrema,Eisenbahn_Pilsen,10.39,0.3928
140,EXT_L2,Extrema,Kuat,9.27,0.3502
141,EXT_L2,Extrema,Pepsi_Black,9.69,0.329
142,EXT_L2,Extrema,Sprite,11.02,0.453
143,EXT_L2,Extrema,Coca_Cola_Zero,8.56,0.3076
144,EXT_L2,Extrema,Itubaina,11.21,0.3845
145,EXT_L2,Extrema,Guarana_Antarctica_Zero,11.21,0.365
146,EXT_L2,Extrema,Budweiser_Lata,7.87,0.3685
147,EXT_L2,Extrema,Fanta_Laranja,11.51,0.3324
148,EXT_L2,Extrema,Antarctica_Lata,12.35,0.2921
149,EXT_L2,Extrema,Maguary_Caju,9.98,0.3624
150,EXT_L2,Extrema,Maguary_Maracuja,10.04,0.3783
151,EXT_L3,Extrema,H2OH_Limao,11.38,0.3354
152,EXT_L3,Extrema,Brahma_Lata,10.4,0.3247
153,EXT_L3,Extrema,Schweppes_Citrus,9.97,0.348
154,EXT_L3,Extrema,Sukita_Laranja,12.62,0.3281
155,EXT_L3,Extrema,Del_Valle_Uva,9.76,0.3687
156,EXT_L3,Extrema,Spaten_Lata,10.45,0.3668
157,EXT_L3,Extrema,Heineken_Lata,10.6,0.2614
158,EXT_L3,Extrema,Del_Valle_Laranja,11.9,0.3105
159,EXT_L3,Extrema,Amstel_Lata,11.74,0.3208
