id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,10.07,0.4084
2,JAC_L1,Jacarei,Brahma_Lata,11.41,0.3416
3,JAC_L1,Jacarei,Schweppes_Citrus,9.97,0.3963
4,JAC_L1,Jacarei,Sukita_Laranja,11.37,0.4289
5,JAC_L1,Jacarei,Del_Valle_Uva,11.63,0.3176
6,JAC_L1,Jacarei,Spaten_Lata,10.37,0.3387
7,JAC_L1,Jacarei,Heineken_Lata,10.8,0.3578
8,JAC_L1,Jacarei,Del_Valle_Laranja,8.57,0.3171
9,JAC_L1,Jacarei,Amstel_Lata,12.11,0.3194
10,JAC_L1,Jacarei,Pepsi,12.07,0.3443
11,JAC_L1,Jacarei,Coca_Cola,10.29,0.352
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,10.52,0.2933
13,JAC_L1,Jacarei,Itaipava_Lata,9.14,0.3902
14,JAC_L1,Jacarei,Fanta_Uva,8.38,0.4091
15,JAC_L1,Jacarei,Del_Valle_Pessego,9.97,0.4007
16,JAC_L1,Jacarei,Sprite_Zero,11.68,0.3288
17,JAC_L1,Jacarei,Skol_Lata,9.1,0.3489
18,JAC_L1,Jacarei,Guarana_Antarctica,10.19,0.3197
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,9.94,0.3942
20,JAC_L1,Jacarei,Kuat,12.0,0.4089
21,JAC_L1,Jacarei,Pepsi_Black,10.47,0.3345
22,JAC_L1,Jacarei,Sprite,13.08,0.2978
23,JAC_L1,Jacarei,Coca_Cola_Zero,9.58,0.3594
24,JAC_L1,Jacarei,Itubaina,11.36,0.3179
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,9.15,0.3868
26,JAC_L1,Jacarei,Budweiser_Lata,11.98,0.3544
27,JAC_L1,Jacarei,Fanta_Laranja,9.91,0.3773
28,JAC_L1,Jacarei,Antarctica_Lata,9.86,0.3082
29,JAC_L1,Jacarei,Maguary_Caju,9.22,0.3298
30,JAC_L1,Jacarei,Maguary_Maracuja,10.79,0.3898
31,JAC_L2,Jacarei,H2OH_Limao,10.59,0.294
32,JAC_L2,Jacarei,Brahma_Lata,10.84,0.3951
33,JAC_L2,Jacarei,Schweppes_Citrus,9.2,0.3354
34,JAC_L2,Jacarei,Sukita_Laranja,10.72,0.3689
35,JAC_L2,Jacarei,Del_Valle_Uva,10.06,0.3813
36,JAC_L2,Jacarei,Spaten_Lata,10.84,0.341
37,JAC_L2,Jacarei,Heineken_Lata,10.68,0.3016
38,JAC_L2,Jacarei,Del_Valle_Laranja,11.34,0.2854
39,JAC_L2,Jacarei,Amstel_Lata,12.23,0.376
40,JAC_L2,Jacarei,Pepsi,12.48,0.3319
41,JAC_L2,Jacarei,Coca_Cola,12.69,0.4301
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,10.95,0.3631
43,JAC_L2,Jacarei,Itaipava_Lata,10.22,0.403
44,JAC_L2,Jacarei,Fanta_Uva,9.28,0.3854
45,JAC_L2,Jacarei,Del_Valle_Pessego,9.49,0.3613
46,JAC_L2,Jacarei,Sprite_Zero,11.53,0.3305
47,JAC_L2,Jacarei,Skol_Lata,10.34,0.3861
48,JAC_L2,Jacarei,Guarana_Antarctica,9.62,0.3584
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,11.44,0.3718
50,JAC_L2,Jacarei,Kuat,11.61,0.3613
51,JAC_L2,Jacarei,Pepsi_Black,9.12,0.2859
52,JAC_L2,Jacarei,Sprite,8.51,0.3004
53,JAC_L2,Jacarei,Coca_Cola_Zero,11.45,0.3224
54,JAC_L2,Jacarei,Itubaina,9.29,0.3423
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,11.31,0.3412
56,JAC_L2,Jacarei,Budweiser_Lata,9.2,0.3977
57,JAC_L2,Jacarei,Fanta_Laranja,9.85,0.3315
58,JAC_L2,Jacarei,Antarctica_Lata,10.58,0.3444
