id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,9.44,0.315
2,JAC_L1,Jacarei,Brahma_Lata,9.62,0.3219
3,JAC_L1,Jacarei,Schweppes_Citrus,10.41,0.3135
4,JAC_L1,Jacarei,Sukita_Laranja,11.26,0.4075
5,JAC_L1,Jacarei,Del_Valle_Uva,10.07,0.3818
6,JAC_L1,Jacarei,Spaten_Lata,9.09,0.3263
7,JAC_L1,Jacarei,Heineken_Lata,11.02,0.3881
8,JAC_L1,Jacarei,Del_Valle_Laranja,10.65,0.3382
9,JAC_L1,Jacarei,Amstel_Lata,10.05,0.3968
10,JAC_L1,Jacarei,Pepsi,10.81,0.358
11,JAC_L1,Jacarei,Coca_Cola,11.86,0.3616
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,8.66,0.3587
13,JAC_L1,Jacarei,Itaipava_Lata,9.77,0.376
14,JAC_L1,Jacarei,Fanta_Uva,12.1,0.3234
15,JAC_L1,Jacarei,Del_Valle_Pessego,9.29,0.3823
16,JAC_L1,Jacarei,Sprite_Zero,10.04,0.3417
17,JAC_L1,Jacarei,Skol_Lata,10.13,0.3484
18,JAC_L1,Jacarei,Guarana_Antarctica,10.63,0.3114
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,11.66,0.4024
20,JAC_L1,Jacarei,Kuat,10.99,0.3979
21,JAC_L1,Jacarei,Pepsi_Black,9.03,0.4084
22,JAC_L1,Jacarei,Sprite,10.46,0.3214
23,JAC_L1,Jacarei,Coca_Cola_Zero,9.35,0.3882
24,JAC_L1,Jacarei,Itubaina,10.95,0.3397
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,9.1,0.3872
26,JAC_L1,Jacarei,Budweiser_Lata,11.13,0.3463
27,JAC_L1,Jacarei,Fanta_Laranja,10.69,0.3388
28,JAC_L1,Jacarei,Antarctica_Lata,9.49,0.3419
29,JAC_L1,Jacarei,Maguary_Caju,10.16,0.3407
30,JAC_L1,Jacarei,Maguary_Maracuja,11.77,0.3041
31,JAC_L2,Jacarei,H2OH_Limao,12.03,0.3671
32,JAC_L2,Jacarei,Brahma_Lata,8.89,0.3497
33,JAC_L2,Jacarei,Schweppes_Citrus,8.72,0.286
34,JAC_L2,Jacarei,Sukita_Laranja,11.26,0.3484
35,JAC_L2,Jacarei,Del_Valle_Uva,9.8,0.3725
36,JAC_L2,Jacarei,Spaten_Lata,9.09,0.325
37,JAC_L2,Jacarei,Heineken_Lata,13.98,0.3828
38,JAC_L2,Jacarei,Del_Valle_Laranja,8.6,0.3072
39,JAC_L2,Jacarei,Amstel_Lata,9.9,0.3479
40,JAC_L2,Jacarei,Pepsi,9.84,0.3926
41,JAC_L2,Jacarei,Coca_Cola,8.64,0.3512
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,11.04,0.3849
43,JAC_L2,Jacarei,Itaipava_Lata,9.52,0.311
44,JAC_L2,Jacarei,Fanta_Uva,9.21,0.3008
45,JAC_L2,Jacarei,Del_Valle_Pessego,12.52,0.3145
46,JAC_L2,Jacarei,Sprite_Zero,12.04,0.33
47,JAC_L2,Jacarei,Skol_Lata,9.59,0.3398
48,JAC_L2,Jacarei,Guarana_Antarctica,10.46,0.3657
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,8.59,0.4136
50,JAC_L2,Jacarei,Kuat,11.0,0.3454
51,JAC_L2,Jacarei,Pepsi_Black,10.2,0.3128
52,JAC_L2,Jacarei,Sprite,10.36,0.3844
53,JAC_L2,Jacarei,Coca_Cola_Zero,12.96,0.3424
54,JAC_L2,Jacarei,Itubaina,10.41,0.3603
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,9.21,0.3148
56,JAC_L2,Jacarei,Budweiser_Lata,10.67,0.3855
57,JAC_L2,Jacarei,Fanta_Laranja,10.31,0.3589
58,JAC_L2,Jacarei,Antarctica_Lata,9.69,0.3185
59,JAC_L2,Jacarei,Maguary_Caju,10.89,0.3309
60,JAC_L2,Jacarei,Maguary_Maracuja,11.17,0.3554
61,JAC_L3,Jacarei,H2OH_Limao,9.38,0.2647
62,JAC_L3,Jacarei,Brahma_Lata,10.2,0.3435
63,JAC_L3,Jacarei,Schweppes_Citrus,13.54,0.2968
