id,scenario_id,production_line,plant,customer,order_number,product_id,sku_size_shape,deadline,prod_need
1,200,JAC_L1,Jacarei,,,H2OH_Limao,12 Oz Standard,2026-12-01 06:00:00.000,"24584,46"
2,200,JAC_L1,Jacarei,,,Pepsi,16 Oz Tall,2026-12-01 06:00:00.000,"392,12"
3,200,JAC_L1,Jacarei,,,Del_Valle_Pessego,12 Oz Standard,2026-12-01 06:00:00.000,"23088,71"
4,200,JAC_L1,Jacarei,,,Guarana_Antarctica_Zero,12 Oz Standard,2026-12-02 06:00:00.000,"11051,33"
5,200,JAC_L1,Jacarei,,,H2OH_Limao,12 Oz Standard,2026-12-02 06:00:00.000,"18065,97"
6,200,JAC_L1,Jacarei,,,Brahma_Lata,12 Oz Standard,2026-12-02 06:00:00.000,"11595,9"
7,200,JAC_L1,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-03 06:00:00.000,"48532,51"
8,200,JAC_L1,Jacarei,,,Heineken_Lata,9.1 Oz Sleek,2026-12-04 06:00:00.000,"50753,57"
9,200,JAC_L1,Jacarei,,,Fanta_Laranja,12 Oz Standard,2026-12-05 06:00:00.000,"24301,14"
10,200,JAC_L1,Jacarei,,,Stella_Artois_Pure_Gold,12 Oz Standard,2026-12-05 06:00:00.000,"441,83"
11,200,JAC_L1,Jacarei,,,Spaten_Lata,12 Oz Standard,2026-12-05 06:00:00.000,"18612,97"
12,200,JAC_L1,Jacarei,,,Heineken_Lata,12 Oz Standard,2026-12-06 06:00:00.000,"2388,27"
13,200,JAC_L1,Jacarei,,,Itubaina,12 Oz Standard,2026-12-06 06:00:00.000,"19028,08"
14,200,JAC_L1,Jacarei,,,Eisenbahn_Pilsen,12 Oz Standard,2026-12-06 06:00:00.000,"22413,62"
15,200,JAC_L1,Jacarei,,,Schweppes_Citrus,12 Oz Standard,2026-12-07 06:00:00.000,"16797,15"
16,200,JAC_L1,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-07 06:00:00.000,"15332,57"
17,200,JAC_L1,Jacarei,,,Del_Valle_Uva,12 Oz Standard,2026-12-07 06:00:00.000,"10154,14"
18,200,JAC_L1,Jacarei,,,Sprite,12 Oz Standard,2026-12-08 06:00:00.000,"25086,8"
19,200,JAC_L1,Jacarei,,,Skol_Lata,12 Oz Standard,2026-12-08 06:00:00.000,"8380,94"
20,200,JAC_L1,Jacarei,,,Maguary_Maracuja,12 Oz Standard,2026-12-08 06:00:00.000,"6754,45"
21,200,JAC_L1,Jacarei,,,Maguary_Caju,12 Oz Standard,2026-12-09 06:00:00.000,"19620,41"
22,200,JAC_L1,Jacarei,,,Maguary_Maracuja,12 Oz Standard,2026-12-09 06:00:00.000,"21633,32"
23,200,JAC_L1,Jacarei,,,Antarctica_Lata,12 Oz Standard,2026-12-10 06:00:00.000,"6703,53"
24,200,JAC_L1,Jacarei,,,Schweppes_Citrus,12 Oz Standard,2026-12-10 06:00:00.000,"35291,44"
25,200,JAC_L1,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-11 06:00:00.000,"9632,68"
26,200,JAC_L1,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-11 06:00:00.000,"2278,42"
27,200,JAC_L1,Jacarei,,,Brahma_Lata,12 Oz Standard,2026-12-11 06:00:00.000,"33078,8"
28,200,JAC_L1,Jacarei,,,Fanta_Laranja,9.1 Oz Sleek,2026-12-12 06:00:00.000,"18757,12"
29,200,JAC_L1,Jacarei,,,Maguary_Caju,12 Oz Standard,2026-12-12 06:00:00.000,"8547,18"
30,200,JAC_L1,Jacarei,,,Pepsi_Black,12 Oz Standard,2026-12-12 06:00:00.000,"19985,37"
31,200,JAC_L1,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-13 06:00:00.000,"11995,63"
32,200,JAC_L1,Jacarei,,,Fanta_Laranja,12 Oz Standard,2026-12-13 06:00:00.000,"16770,34"
33,200,JAC_L1,Jacarei,,,Antarctica_Lata,12 Oz Standard,2026-12-13 06:00:00.000,"20619,11"
34,200,JAC_L1,Jacarei,,,Del_Valle_Pessego,12 Oz Standard,2026-12-14 06:00:00.000,"46353,7"
35,200,JAC_L1,Jacarei,,,Itaipava_Lata,12 Oz Standard,2026-12-15 06:00:00.000,"12613,43"
36,200,JAC_L1,Jacarei,,,Coca_Cola,12 Oz Standard,2026-12-15 06:00:00.000,"35317,46"
37,200,JAC_L1,Jacarei,,,Skol_Lata,12 Oz Standard,2026-12-15 06:00:00.000,"958,14"
38,200,JAC_L2,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-01 06:00:00.000,"43711,73"
39,200,JAC_L2,Jacarei,,,Budweiser_Lata,9.1 Oz Sleek,2026-12-02 06:00:00.000,"43289,86"
40,200,JAC_L2,Jacarei,,,Heineken_Lata,12 Oz Standard,2026-12-03 06:00:00.000,"12700,55"
41,200,JAC_L2,Jacarei,,,Sprite,12 Oz Standard,2026-12-03 06:00:00.000,"17091,93"
42,200,JAC_L2,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-03 06:00:00.000,"16073,6"
43,200,JAC_L2,Jacarei,,,Spaten_Lata,12 Oz Standard,2026-12-04 06:00:00.000,"11303,49"
44,200,JAC_L2,Jacarei,,,Stella_Artois_Pure_Gold,12 Oz Standard,2026-12-04 06:00:00.000,"35560,36"
45,200,JAC_L2,Jacarei,,,Fanta_Laranja,12 Oz Standard,2026-12-05 06:00:00.000,"40740,45"
46,200,JAC_L2,Jacarei,,,Coca_Cola,12 Oz Standard,2026-12-06 06:00:00.000,"43987,06"
47,200,JAC_L2,Jacarei,,,Sprite_Zero,12 Oz Standard,2026-12-07 06:00:00.000,"38202,29"
48,200,JAC_L2,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-07 06:00:00.000,"1373,49"
49,200,JAC_L2,Jacarei,,,Fanta_Laranja,12 Oz Standard,2026-12-08 06:00:00.000,"43075,8"
50,200,JAC_L2,Jacarei,,,Budweiser_Lata,12 Oz Standard,2026-12-09 06:00:00.000,"43894,79"
51,200,JAC_L2,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-10 06:00:00.000,"38002,44"
52,200,JAC_L2,Jacarei,,,Maguary_Maracuja,12 Oz Standard,2026-12-10 06:00:00.000,"6332,19"
53,200,JAC_L2,Jacarei,,,Itaipava_Lata,12 Oz Standard,2026-12-11 06:00:00.000,"48847,65"
54,200,JAC_L2,Jacarei,,,Heineken_Lata,12 Oz Standard,2026-12-12 06:00:00.000,"11532,36"
55,200,JAC_L2,Jacarei,,,Sukita_Laranja,12 Oz Standard,2026-12-12 06:00:00.000,"17077,93"
56,200,JAC_L2,Jacarei,,,Amstel_Lata,12 Oz Standard,2026-12-12 06:00:00.000,"15541,96"
57,200,JAC_L2,Jacarei,,,Maguary_Caju,9.1 Oz Sleek,2026-12-13 06:00:00.000,"23725,23"
58,200,JAC_L2,Jacarei,,,Amstel_Lata,9.1 Oz Sleek,2026-12-13 06:00:00.000,"19537,58"
59,200,JAC_L2,Jacarei,,,Kuat,12 Oz Standard,2026-12-14 06:00:00.000,"30970,65"
60,200,JAC_L2,Jacarei,,,Maguary_Caju,12 Oz Standard,2026-12-14 06:00:00.000,"13248,95"
61,200,JAC_L2,Jacarei,,,Coca_Cola,12 Oz Standard,2026-12-15 06:00:00.000,"42766,0"
62,200,JAC_L3,Jacarei,,,Maguary_Maracuja,12 Oz Standard,2026-12-01 06:00:00.000,"12025,33"
63,200,JAC_L3,Jacarei,,,Guarana_Antarctica_Zero,12 Oz Standard,2026-12-01 06:00:00.000,"35822,66"
64,200,JAC_L3,Jacarei,,,Sprite_Zero,12 Oz Standard,2026-12-02 06:00:00.000,"45213,46"
65,200,JAC_L3,Jacarei,,,H2OH_Limao,12 Oz Standard,2026-12-03 06:00:00.000,"41063,61"
66,200,JAC_L3,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-04 06:00:00.000,"9716,84"
67,200,JAC_L3,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-04 06:00:00.000,"18316,98"
68,200,JAC_L3,Jacarei,,,Del_Valle_Pessego,12 Oz Standard,2026-12-04 06:00:00.000,"13456,09"
69,200,JAC_L3,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-05 06:00:00.000,"17804,5"
70,200,JAC_L3,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-05 06:00:00.000,"11486,41"
71,200,JAC_L3,Jacarei,,,Maguary_Caju,12 Oz Standard,2026-12-05 06:00:00.000,"19757,87"
72,200,JAC_L3,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-06 06:00:00.000,"17953,77"
73,200,JAC_L3,Jacarei,,,Brahma_Lata,12 Oz Standard,2026-12-06 06:00:00.000,"25555,58"
74,200,JAC_L3,Jacarei,,,Kuat,12 Oz Standard,2026-12-07 06:00:00.000,"18207,13"
75,200,JAC_L3,Jacarei,,,Brahma_Lata,12 Oz Standard,2026-12-07 06:00:00.000,"26819,19"
76,200,JAC_L3,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-08 06:00:00.000,"18484,22"
77,200,JAC_L3,Jacarei,,,H2OH_Limao,12 Oz Standard,2026-12-08 06:00:00.000,"6801,91"
78,200,JAC_L3,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-08 06:00:00.000,"18957,18"
79,200,JAC_L3,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-09 06:00:00.000,"14136,63"
80,200,JAC_L3,Jacarei,,,Pepsi,12 Oz Standard,2026-12-09 06:00:00.000,"27389,72"
81,200,JAC_L3,Jacarei,,,Pepsi,12 Oz Standard,2026-12-10 06:00:00.000,"23296,34"
82,200,JAC_L3,Jacarei,,,Skol_Lata,12 Oz Standard,2026-12-10 06:00:00.000,"5381,44"
83,200,JAC_L3,Jacarei,,,Itaipava_Lata,12 Oz Standard,2026-12-10 06:00:00.000,"15052,12"
84,200,JAC_L3,Jacarei,,,Amstel_Lata,16 Oz Tall,2026-12-11 06:00:00.000,"43642,87"
85,200,JAC_L3,Jacarei,,,Antarctica_Lata,12 Oz Standard,2026-12-12 06:00:00.000,"23393,77"
86,200,JAC_L3,Jacarei,,,Skol_Lata,12 Oz Standard,2026-12-12 06:00:00.000,"20422,34"
87,200,JAC_L3,Jacarei,,,Spaten_Lata,12 Oz Standard,2026-12-13 06:00:00.000,"17660,88"
88,200,JAC_L3,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-13 06:00:00.000,"13147,37"
89,200,JAC_L3,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-13 06:00:00.000,"14524,79"
90,200,JAC_L3,Jacarei,,,Pepsi_Black,16 Oz Tall,2026-12-14 06:00:00.000,"18181,77"
91,200,JAC_L3,Jacarei,,,Fanta_Uva,12 Oz Standard,2026-12-14 06:00:00.000,"30914,3"
92,200,JAC_L3,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-15 06:00:00.000,"19772,27"
93,200,JAC_L3,Jacarei,,,Eisenbahn_Pilsen,12 Oz Standard,2026-12-15 06:00:00.000,"14045,84"
94,200,JAC_L3,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-15 06:00:00.000,"8482,22"
95,200,EXT_L1,Extrema,,,H2OH_Limao,16 Oz Tall,2026-12-01 06:00:00.000,"36746,44"
96,200,EXT_L1,Extrema,,,Pepsi,16 Oz Tall,2026-12-02 06:00:00.000,"12000,11"
97,200,EXT_L1,Extrema,,,Itaipava_Lata,16 Oz Tall,2026-12-02 06:00:00.000,"9300,97"
98,200,EXT_L1,Extrema,,,Del_Valle_Laranja,16 Oz Tall,2026-12-02 06:00:00.000,"20994,4"
99,200,EXT_L1,Extrema,,,Del_Valle_Laranja,16 Oz Tall,2026-12-03 06:00:00.000,"19381,0"
100,200,EXT_L1,Extrema,,,Sprite,16 Oz Tall,2026-12-03 06:00:00.000,"3321,46"
101,200,EXT_L1,Extrema,,,H2OH_Limao,16 Oz Tall,2026-12-03 06:00:00.000,"19668,48"
102,200,EXT_L1,Extrema,,,Budweiser_Lata,16 Oz Tall,2026-12-04 06:00:00.000,"44398,03"
103,200,EXT_L1,Extrema,,,Spaten_Lata,16 Oz Tall,2026-12-05 06:00:00.000,"7768,56"
104,200,EXT_L1,Extrema,,,Itaipava_Lata,16 Oz Tall,2026-12-05 06:00:00.000,"6384,66"
105,200,EXT_L1,Extrema,,,Coca_Cola,16 Oz Tall,2026-12-05 06:00:00.000,"30702,22"
106,200,EXT_L1,Extrema,,,Sukita_Laranja,16 Oz Tall,2026-12-06 06:00:00.000,"42581,18"
107,200,EXT_L1,Extrema,,,Sprite,16 Oz Tall,2026-12-07 06:00:00.000,"47422,34"
108,200,EXT_L1,Extrema,,,Guarana_Antarctica_Zero,16 Oz Tall,2026-12-08 06:00:00.000,"49948,05"
109,200,EXT_L1,Extrema,,,Del_Valle_Uva,16 Oz Tall,2026-12-09 06:00:00.000,"47699,37"
110,200,EXT_L1,Extrema,,,Del_Valle_Pessego,16 Oz Tall,2026-12-10 06:00:00.000,"12618,42"
111,200,EXT_L1,Extrema,,,Maguary_Caju,16 Oz Tall,2026-12-10 06:00:00.000,"30318,73"
112,200,EXT_L1,Extrema,,,Pepsi,16 Oz Tall,2026-12-10 06:00:00.000,"843,08"
113,200,EXT_L1,Extrema,,,Sprite_Zero,16 Oz Tall,2026-12-11 06:00:00.000,"18740,95"
114,200,EXT_L1,Extrema,,,H2OH_Limao,16 Oz Tall,2026-12-11 06:00:00.000,"15492,63"
115,200,EXT_L1,Extrema,,,Del_Valle_Pessego,16 Oz Tall,2026-12-11 06:00:00.000,"10520,62"
