id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,9.04,0.3354
2,JAC_L1,Jacarei,Brahma_Lata,10.57,0.3475
3,JAC_L1,Jacarei,Schweppes_Citrus,8.75,0.3184
4,JAC_L1,Jacarei,Sukita_Laranja,9.19,0.2559
5,JAC_L1,Jacarei,Del_Valle_Uva,11.28,0.3633
6,JAC_L1,Jacarei,Spaten_Lata,10.67,0.4362
7,JAC_L1,Jacarei,Heineken_Lata,9.89,0.3636
8,JAC_L1,Jacarei,Del_Valle_Laranja,10.7,0.2952
9,JAC_L1,Jacarei,Amstel_Lata,10.18,0.3573
10,JAC_L1,Jacarei,Pepsi,10.4,0.3573
11,JAC_L1,Jacarei,Coca_Cola,11.42,0.3649
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,9.29,0.335
13,JAC_L1,Jacarei,Itaipava_Lata,8.77,0.3508
14,JAC_L1,Jacarei,Fanta_Uva,10.04,0.2859
15,JAC_L1,Jacarei,Del_Valle_Pessego,11.33,0.3682
16,JAC_L1,Jacarei,Sprite_Zero,9.55,0.3192
17,JAC_L1,Jacarei,Skol_Lata,9.51,0.3342
18,JAC_L1,Jacarei,Guarana_Antarctica,12.26,0.334
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,11.4,0.3444
20,JAC_L1,Jacarei,Kuat,12.21,0.3992
21,JAC_L1,Jacarei,Pepsi_Black,10.51,0.3896
22,JAC_L1,Jacarei,Sprite,11.23,0.3876
23,JAC_L1,Jacarei,Coca_Cola_Zero,11.4,0.3867
24,JAC_L1,Jacarei,Itubaina,10.28,0.4243
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,9.6,0.3457
26,JAC_L1,Jacarei,Budweiser_Lata,8.41,0.3487
27,JAC_L1,Jacarei,Fanta_Laranja,12.6,0.4181
28,JAC_L1,Jacarei,Antarctica_Lata,10.3,0.3318
29,JAC_L1,Jacarei,Maguary_Caju,9.0,0.3842
30,JAC_L1,Jacarei,Maguary_Maracuja,10.27,0.3064
31,JAC_L2,Jacarei,H2OH_Limao,12.28,0.3838
32,JAC_L2,Jacarei,Brahma_Lata,10.46,0.3817
33,JAC_L2,Jacarei,Schweppes_Citrus,9.65,0.2751
34,JAC_L2,Jacarei,Sukita_Laranja,10.29,0.2883
35,JAC_L2,Jacarei,Del_Valle_Uva,9.16,0.3353
36,JAC_L2,Jacarei,Spaten_Lata,9.06,0.4009
37,JAC_L2,Jacarei,Heineken_Lata,10.51,0.2798
38,JAC_L2,Jacarei,Del_Valle_Laranja,9.54,0.3097
39,JAC_L2,Jacarei,Amstel_Lata,10.98,0.3609
40,JAC_L2,Jacarei,Pepsi,11.64,0.3557
41,JAC_L2,Jacarei,Coca_Cola,10.76,0.3166
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,10.23,0.3309
43,JAC_L2,Jacarei,Itaipava_Lata,7.83,0.331
44,JAC_L2,Jacarei,Fanta_Uva,12.15,0.3806
45,JAC_L2,Jacarei,Del_Valle_Pessego,9.54,0.3998
46,JAC_L2,Jacarei,Sprite_Zero,7.78,0.3623
47,JAC_L2,Jacarei,Skol_Lata,8.8,0.2741
48,JAC_L2,Jacarei,Guarana_Antarctica,10.21,0.408
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,10.07,0.3898
50,JAC_L2,Jacarei,Kuat,10.73,0.3661
51,JAC_L2,Jacarei,Pepsi_Black,11.17,0.344
52,JAC_L2,Jacarei,Sprite,10.48,0.2908
53,JAC_L2,Jacarei,Coca_Cola_Zero,8.07,0.3507
54,JAC_L2,Jacarei,Itubaina,9.67,0.3386
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,12.03,0.3112
56,JAC_L2,Jacarei,Budweiser_Lata,11.96,0.2916
57,JAC_L2,Jacarei,Fanta_Laranja,7.9,0.3507
58,JAC_L2,Jacarei,Antarctica_Lata,9.73,0.3756
59,JAC_L2,Jacarei,Maguary_Caju,9.2,0.3
60,JAC_L2,Jacarei,Maguary_Maracuja,9.96,0.3236
61,JAC_L3,Jacarei,H2OH_Limao,12.48,0.3588
62,JAC_L3,Jacarei,Brahma_Lata,10.56,0.3429
63,JAC_L3,Jacarei,Schweppes_Citrus,9.18,0.347
64,JAC_L3,Jacarei,Sukita_Laranja,12.12,0.383
65,JAC_L3,Jacarei,Del_Valle_Uva,10.31,0.3583
66,JAC_L3,Jacarei,Spaten_Lata,9.54,0.2901
67,JAC_L3,Jacarei,Heineken_Lata,10.99,0.4184
68,JAC_L3,Jacarei,Del_Valle_Laranja,12.14,0.3137
69,JAC_L3,Jacarei,Amstel_Lata,10.95,0.3522
70,JAC_L3,Jacarei,Pepsi,11.28,0.3455
71,JAC_L3,Jacarei,Coca_Cola,10.7,0.3744
72,JAC_L3,Jacarei,Stella_Artois_Pure_Gold,9.86,0.3845
73,JAC_L3,Jacarei,Itaipava_Lata,12.3,0.3753
74,JAC_L3,Jacarei,Fanta_Uva,10.28,0.4161
75,JAC_L3,Jacarei,Del_Valle_Pessego,8.48,0.3719
76,JAC_L3,Jacarei,Sprite_Zero,10.86,0.2961
77,JAC_L3,Jacarei,Skol_Lata,12.0,0.3842
78,JAC_L3,Jacarei,Guarana_Antarctica,10.94,0.3986
79,JAC_L3,Jacarei,Eisenbahn_Pilsen,13.38,0.3662
80,JAC_L3,Jacarei,Kuat,12.03,0.3567
81,JAC_L3,Jacarei,Pepsi_Black,10.84,0.3243
82,JAC_L3,Jacarei,Sprite,11.99,0.3542
83,JAC_L3,Jacarei,Coca_Cola_Zero,10.14,0.3835
84,JAC_L3,Jacarei,Itubaina,9.29,0.2983
85,JAC_L3,Jacarei,Guarana_Antarctica_Zero,10.7,0.3695
86,JAC_L3,Jacarei,Budweiser_Lata,7.93,0.3643
87,JAC_L3,Jacarei,Fanta_Laranja,12.12,0.3489
88,JAC_L3,Jacarei,Antarctica_Lata,11.87,0.3238
89,JAC_L3,Jacarei,Maguary_Caju,10.07,0.3072
90,JAC_L3,Jacarei,Maguary_Maracuja,10.51,0.4016
91,EXT_L1,Extrema,H2OH_Limao,9.14,0.3757
92,EXT_L1,Extrema,Brahma_Lata,11.23,0.2776
93,EXT_L1,Extrema,Schweppes_Citrus,9.72,0.3475
94,EXT_L1,Extrema,Sukita_Laranja,9.59,0.297
95,EXT_L1,Extrema,Del_Valle_Uva,10.16,0.3556
96,EXT_L1,Extrema,Spaten_Lata,10.75,0.3792
97,EXT_L1,Extrema,Heineken_Lata,12.39,0.3496
98,EXT_L1,Extrema,Del_Valle_Laranja,13.32,0.3572
99,EXT_L1,Extrema,Amstel_Lata,10.68,0.3951
100,EXT_L1,Extrema,Pepsi,10.45,0.3645
101,EXT_L1,Extrema,Coca_Cola,9.58,0.412
102,EXT_L1,Extrema,Stella_Artois_Pure_Gold,12.53,0.3414
103,EXT_L1,Extrema,Itaipava_Lata,8.45,0.3617
104,EXT_L1,Extrema,Fanta_Uva,9.37,0.3336
105,EXT_L1,Extrema,Del_Valle_Pessego,11.26,0.4561
106,EXT_L1,Extrema,Sprite_Zero,11.53,0.3903
107,EXT_L1,Extrema,Skol_Lata,9.56,0.3328
108,EXT_L1,Extrema,Guarana_Antarctica,10.37,0.4498
109,EXT_L1,Extrema,Eisenbahn_Pilsen,10.65,0.3659
110,EXT_L1,Extrema,Kuat,10.63,0.3326
111,EXT_L1,Extrema,Pepsi_Black,12.25,0.3828
112,EXT_L1,Extrema,Sprite,10.75,0.3148
113,EXT_L1,Extrema,Coca_Cola_Zero,12.03,0.3373
114,EXT_L1,Extrema,Itubaina,11.36,0.3343
115,EXT_L1,Extrema,Guarana_Antarctica_Zero,9.48,0.4138
116,EXT_L1,Extrema,Budweiser_Lata,11.13,0.3509
117,EXT_L1,Extrema,Fanta_Laranja,12.4,0.3279
118,EXT_L1,Extrema,Antarctica_Lata,9.29,0.3043
119,EXT_L1,Extrema,Maguary_Caju,9.49,0.2937
120,EXT_L1,Extrema,Maguary_Maracuja,11.79,0.2782
121,EXT_L2,Extrema,H2OH_Limao,11.5,0.4319
122,EXT_L2,Extrema,Brahma_Lata,12.53,0.2801
123,EXT_L2,Extrema,Schweppes_Citrus,11.8,0.3886
124,EXT_L2,Extrema,Sukita_Laranja,10.09,0.2752
125,EXT_L2,Extrema,Del_Valle_Uva,10.52,0.3039
126,EXT_L2,Extrema,Spaten_Lata,10.44,0.3698
127,EXT_L2,Extrema,Heineken_Lata,10.55,0.3569
128,EXT_L2,Extrema,Del_Valle_Laranja,9.53,0.333
129,EXT_L2,Extrema,Amstel_Lata,9.89,0.3485
130,EXT_L2,Extrema,Pepsi,9.34,0.2452
131,EXT_L2,Extrema,Coca_Cola,9.18,0.3715
132,EXT_L2,Extrema,Stella_Artois_Pure_Gold,13.99,0.2634
133,EXT_L2,Extrema,Itaipava_Lata,12.22,0.3523
134,EXT_L2,Extrema,Fanta_Uva,11.56,0.4161
135,EXT_L2,Extrema,Del_Valle_Pessego,9.19,0.3326
136,EXT_L2,Extrema,Sprite_Zero,9.05,0.3539
137,EXT_L2,Extrema,Skol_Lata,11.55,0.2438
138,EXT_L2,Extrema,Guarana_Antarctica,9.85,0.2733
