id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,10.14,0.3764
2,JAC_L1,Jacarei,Brahma_Lata,11.71,0.338
3,JAC_L1,Jacarei,Schweppes_Citrus,12.01,0.326
4,JAC_L1,Jacarei,Sukita_Laranja,11.64,0.3584
5,JAC_L1,Jacarei,Del_Valle_Uva,10.44,0.2922
6,JAC_L1,Jacarei,Spaten_Lata,10.87,0.3285
7,JAC_L1,Jacarei,Heineken_Lata,11.7,0.3232
8,JAC_L1,Jacarei,Del_Valle_Laranja,12.3,0.338
9,JAC_L1,Jacarei,Amstel_Lata,12.26,0.3593
10,JAC_L1,Jacarei,Pepsi,10.45,0.3861
11,JAC_L1,Jacarei,Coca_Cola,9.81,0.3481
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,9.5,0.2863
13,JAC_L1,Jacarei,Itaipava_Lata,11.11,0.4044
14,JAC_L1,Jacarei,Fanta_Uva,8.55,0.3829
15,JAC_L1,Jacarei,Del_Valle_Pessego,11.7,0.3818
16,JAC_L1,Jacarei,Sprite_Zero,12.45,0.3308
17,JAC_L1,Jacarei,Skol_Lata,11.05,0.3547
18,JAC_L1,Jacarei,Guarana_Antarctica,11.23,0.3076
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,12.02,0.3436
20,JAC_L1,Jacarei,Kuat,10.56,0.3075
21,JAC_L1,Jacarei,Pepsi_Black,12.21,0.2734
22,JAC_L1,Jacarei,Sprite,10.97,0.3658
23,JAC_L1,Jacarei,Coca_Cola_Zero,11.22,0.3788
24,JAC_L1,Jacarei,Itubaina,9.42,0.3425
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,12.13,0.361
26,JAC_L1,Jacarei,Budweiser_Lata,11.22,0.4111
27,JAC_L1,Jacarei,Fanta_Laranja,10.55,0.29
28,JAC_L1,Jacarei,Antarctica_Lata,10.15,0.2538
29,JAC_L1,Jacarei,Maguary_Caju,8.41,0.3376
30,JAC_L1,Jacarei,Maguary_Maracuja,11.64,0.3095
31,JAC_L2,Jacarei,H2OH_Limao,9.94,0.3665
32,JAC_L2,Jacarei,Brahma_Lata,13.12,0.355
33,JAC_L2,Jacarei,Schweppes_Citrus,9.52,0.3238
34,JAC_L2,Jacarei,Sukita_Laranja,10.56,0.3338
35,JAC_L2,Jacarei,Del_Valle_Uva,10.48,0.3488
36,JAC_L2,Jacarei,Spaten_Lata,12.14,0.228
37,JAC_L2,Jacarei,Heineken_Lata,10.59,0.3608
38,JAC_L2,Jacarei,Del_Valle_Laranja,9.93,0.3937
39,JAC_L2,Jacarei,Amstel_Lata,10.45,0.3929
40,JAC_L2,Jacarei,Pepsi,12.72,0.3602
41,JAC_L2,Jacarei,Coca_Cola,9.59,0.2846
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,11.47,0.3521
43,JAC_L2,Jacarei,Itaipava_Lata,12.36,0.3219
44,JAC_L2,Jacarei,Fanta_Uva,9.7,0.3105
45,JAC_L2,Jacarei,Del_Valle_Pessego,11.99,0.2607
46,JAC_L2,Jacarei,Sprite_Zero,13.36,0.3941
47,JAC_L2,Jacarei,Skol_Lata,10.14,0.3671
48,JAC_L2,Jacarei,Guarana_Antarctica,9.58,0.3737
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,10.51,0.3547
50,JAC_L2,Jacarei,Kuat,10.09,0.3081
51,JAC_L2,Jacarei,Pepsi_Black,9.88,0.3658
52,JAC_L2,Jacarei,Sprite,11.79,0.3065
53,JAC_L2,Jacarei,Coca_Cola_Zero,11.12,0.3327
54,JAC_L2,Jacarei,Itubaina,10.08,0.345
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,9.33,0.3691
56,JAC_L2,Jacarei,Budweiser_Lata,11.59,0.326
57,JAC_L2,Jacarei,Fanta_Laranja,9.56,0.3785
58,JAC_L2,Jacarei,Antarctica_Lata,10.14,0.3203
59,JAC_L2,Jacarei,Maguary_Caju,11.84,0.3007
60,JAC_L2,Jacarei,Maguary_Maracuja,9.03,0.4196
61,JAC_L3,Jacarei,H2OH_Limao,12.11,0.3048
62,JAC_L3,Jacarei,Brahma_Lata,11.14,0.3222
63,JAC_L3,Jacarei,Schweppes_Citrus,11.91,0.3493
64,JAC_L3,Jacarei,Sukita_Laranja,11.81,0.3386
65,JAC_L3,Jacarei,Del_Valle_Uva,11.02,0.3579
66,JAC_L3,Jacarei,Spaten_Lata,11.32,0.319
67,JAC_L3,Jacarei,Heineken_Lata,11.19,0.3713
68,JAC_L3,Jacarei,Del_Valle_Laranja,9.27,0.3559
69,JAC_L3,Jacarei,Amstel_Lata,7.77,0.3777
70,JAC_L3,Jacarei,Pepsi,9.72,0.3681
71,JAC_L3,Jacarei,Coca_Cola,10.31,0.3452
72,JAC_L3,Jacarei,Stella_Artois_Pure_Gold,9.64,0.3816
73,JAC_L3,Jacarei,Itaipava_Lata,9.14,0.3536
74,JAC_L3,Jacarei,Fanta_Uva,11.45,0.4002
75,JAC_L3,Jacarei,Del_Valle_Pessego,9.86,0.3299
76,JAC_L3,Jacarei,Sprite_Zero,10.69,0.3445
77,JAC_L3,Jacarei,Skol_Lata,9.31,0.4097
78,JAC_L3,Jacarei,Guarana_Antarctica,10.28,0.3683
