id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,9.83,0.3461
2,JAC_L1,Jacarei,Brahma_Lata,11.38,0.3551
3,JAC_L1,Jacarei,Schweppes_Citrus,8.79,0.3646
4,JAC_L1,Jacarei,Sukita_Laranja,12.15,0.3444
5,JAC_L1,Jacarei,Del_Valle_Uva,9.76,0.3545
6,JAC_L1,Jacarei,Spaten_Lata,10.87,0.4038
7,JAC_L1,Jacarei,Heineken_Lata,11.28,0.4492
8,JAC_L1,Jacarei,Del_Valle_Laranja,10.1,0.4062
9,JAC_L1,Jacarei,Amstel_Lata,11.04,0.3122
10,JAC_L1,Jacarei,Pepsi,10.82,0.3492
11,JAC_L1,Jacarei,Coca_Cola,10.99,0.4422
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,11.74,0.3889
13,JAC_L1,Jacarei,Itaipava_Lata,10.45,0.2912
14,JAC_L1,Jacarei,Fanta_Uva,8.97,0.3252
15,JAC_L1,Jacarei,Del_Valle_Pessego,9.56,0.3217
16,JAC_L1,Jacarei,Sprite_Zero,9.22,0.3824
17,JAC_L1,Jacarei,Skol_Lata,7.17,0.2793
18,JAC_L1,Jacarei,Guarana_Antarctica,10.3,0.3586
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,11.38,0.322
20,JAC_L1,Jacarei,Kuat,9.53,0.3482
21,JAC_L1,Jacarei,Pepsi_Black,9.37,0.3039
22,JAC_L1,Jacarei,Sprite,9.93,0.4465
23,JAC_L1,Jacarei,Coca_Cola_Zero,9.64,0.3314
24,JAC_L1,Jacarei,Itubaina,10.43,0.3832
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,9.66,0.3462
26,JAC_L1,Jacarei,Budweiser_Lata,10.44,0.2812
27,JAC_L1,Jacarei,Fanta_Laranja,11.44,0.3661
28,JAC_L1,Jacarei,Antarctica_Lata,10.5,0.368
29,JAC_L1,Jacarei,Maguary_Caju,11.77,0.3658
30,JAC_L1,Jacarei,Maguary_Maracuja,11.09,0.3213
31,JAC_L2,Jacarei,H2OH_Limao,10.19,0.3358
32,JAC_L2,Jacarei,Brahma_Lata,11.69,0.3645
33,JAC_L2,Jacarei,Schweppes_Citrus,12.19,0.3228
34,JAC_L2,Jacarei,Sukita_Laranja,9.46,0.356
35,JAC_L2,Jacarei,Del_Valle_Uva,8.22,0.3457
36,JAC_L2,Jacarei,Spaten_Lata,9.61,0.3174
37,JAC_L2,Jacarei,Heineken_Lata,9.57,0.3763
38,JAC_L2,Jacarei,Del_Valle_Laranja,10.36,0.2974
39,JAC_L2,Jacarei,Amstel_Lata,10.24,0.3139
40,JAC_L2,Jacarei,Pepsi,11.59,0.3444
41,JAC_L2,Jacarei,Coca_Cola,10.4,0.3383
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,10.3,0.3986
43,JAC_L2,Jacarei,Itaipava_Lata,9.07,0.3664
44,JAC_L2,Jacarei,Fanta_Uva,9.92,0.3412
45,JAC_L2,Jacarei,Del_Valle_Pessego,8.15,0.3689
46,JAC_L2,Jacarei,Sprite_Zero,8.24,0.3149
47,JAC_L2,Jacarei,Skol_Lata,8.59,0.3543
48,JAC_L2,Jacarei,Guarana_Antarctica,10.13,0.3309
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,12.2,0.3347
50,JAC_L2,Jacarei,Kuat,9.99,0.3034
51,JAC_L2,Jacarei,Pepsi_Black,11.11,0.3524
52,JAC_L2,Jacarei,Sprite,9.94,0.2776
53,JAC_L2,Jacarei,Coca_Cola_Zero,10.67,0.2656
54,JAC_L2,Jacarei,Itubaina,8.69,0.2814
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,10.15,0.3836
56,JAC_L2,Jacarei,Budweiser_Lata,9.25,0.35
57,JAC_L2,Jacarei,Fanta_Laranja,9.92,0.3496
58,JAC_L2,Jacarei,Antarctica_Lata,8.91,0.3674
59,JAC_L2,Jacarei,Maguary_Caju,10.06,0.3729
60,JAC_L2,Jacarei,Maguary_Maracuja,9.29,0.2734
61,JAC_L3,Jacarei,H2OH_Limao,10.64,0.3434
62,JAC_L3,Jacarei,Brahma_Lata,10.19,0.2898
63,JAC_L3,Jacarei,Schweppes_Citrus,9.45,0.3491
64,JAC_L3,Jacarei,Sukita_Laranja,10.8,0.3072
65,JAC_L3,Jacarei,Del_Valle_Uva,12.76,0.3518
66,JAC_L3,Jacarei,Spaten_Lata,9.42,0.3267
67,JAC_L3,Jacarei,Heineken_Lata,13.56,0.3445
68,JAC_L3,Jacarei,Del_Valle_Laranja,9.56,0.3343
69,JAC_L3,Jacarei,Amstel_Lata,10.19,0.2655
70,JAC_L3,Jacarei,Pepsi,11.1,0.3539
71,JAC_L3,Jacarei,Coca_Cola,10.97,0.3999
72,JAC_L3,Jacarei,Stella_Artois_Pure_Gold,11.08,0.2651
73,JAC_L3,Jacarei,Itaipava_Lata,10.78,0.2807
74,JAC_L3,Jacarei,Fanta_Uva,11.33,0.3192
75,JAC_L3,Jacarei,Del_Valle_Pessego,11.89,0.4255
76,JAC_L3,Jacarei,Sprite_Zero,13.16,0.3221
77,JAC_L3,Jacarei,Skol_Lata,12.23,0.3147
78,JAC_L3,Jacarei,Guarana_Antarctica,10.2,0.3414
79,JAC_L3,Jacarei,Eisenbahn_Pilsen,10.0,0.3097
80,JAC_L3,Jacarei,Kuat,10.38,0.3392
81,JAC_L3,Jacarei,Pepsi_Black,12.63,0.307
82,JAC_L3,Jacarei,Sprite,10.3,0.3992
83,JAC_L3,Jacarei,Coca_Cola_Zero,10.79,0.2735
84,JAC_L3,Jacarei,Itubaina,10.93,0.4315
85,JAC_L3,Jacarei,Guarana_Antarctica_Zero,8.36,0.3836
86,JAC_L3,Jacarei,Budweiser_Lata,10.09,0.3534
87,JAC_L3,Jacarei,Fanta_Laranja,10.51,0.3572
88,JAC_L3,Jacarei,Antarctica_Lata,11.52,0.3955
89,JAC_L3,Jacarei,Maguary_Caju,9.61,0.3055
90,JAC_L3,Jacarei,Maguary_Maracuja,11.14,0.3935
