id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,10.54,0.2975
2,JAC_L1,Jacarei,Brahma_Lata,9.51,0.3221
3,JAC_L1,Jacarei,Schweppes_Citrus,10.21,0.384
4,JAC_L1,Jacarei,Sukita_Laranja,11.29,0.3679
5,JAC_L1,Jacarei,Del_Valle_Uva,8.79,0.3822
6,JAC_L1,Jacarei,Spaten_Lata,10.26,0.3233
7,JAC_L1,Jacarei,Heineken_Lata,9.11,0.3564
8,JAC_L1,Jacarei,Del_Valle_Laranja,11.95,0.3561
9,JAC_L1,Jacarei,Amstel_Lata,9.89,0.4025
10,JAC_L1,Jacarei,Pepsi,10.03,0.3646
11,JAC_L1,Jacarei,Coca_Cola,12.29,0.3844
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,10.07,0.3182
13,JAC_L1,Jacarei,Itaipava_Lata,9.79,0.2976
14,JAC_L1,Jacarei,Fanta_Uva,10.33,0.3497
15,JAC_L1,Jacarei,Del_Valle_Pessego,8.75,0.3458
16,JAC_L1,Jacarei,Sprite_Zero,11.35,0.3714
17,JAC_L1,Jacarei,Skol_Lata,10.45,0.3037
18,JAC_L1,Jacarei,Guarana_Antarctica,9.92,0.3705
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,9.65,0.3186
20,JAC_L1,Jacarei,Kuat,10.91,0.3232
21,JAC_L1,Jacarei,Pepsi_Black,10.68,0.3505
22,JAC_L1,Jacarei,Sprite,11.25,0.3101
23,JAC_L1,Jacarei,Coca_Cola_Zero,9.31,0.3842
24,JAC_L1,Jacarei,Itubaina,9.21,0.3272
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,10.86,0.3946
26,JAC_L1,Jacarei,Budweiser_Lata,8.87,0.3498
27,JAC_L1,Jacarei,Fanta_Laranja,12.29,0.3353
28,JAC_L1,Jacarei,Antarctica_Lata,10.18,0.3422
29,JAC_L1,Jacarei,Maguary_Caju,10.84,0.3144
