id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,11.91,0.3396
2,JAC_L1,Jacarei,Brahma_Lata,11.43,0.3093
3,JAC_L1,Jacarei,Schweppes_Citrus,11.75,0.3967
4,JAC_L1,Jacarei,Sukita_Laranja,11.44,0.3223
5,JAC_L1,Jacarei,Del_Valle_Uva,11.47,0.3598
6,JAC_L1,Jacarei,Spaten_Lata,7.89,0.3159
7,JAC_L1,Jacarei,Heineken_Lata,9.45,0.3903
8,JAC_L1,Jacarei,Del_Valle_Laranja,13.44,0.3047
9,JAC_L1,Jacarei,Amstel_Lata,10.09,0.3448
10,JAC_L1,Jacarei,Pepsi,12.06,0.3703
11,JAC_L1,Jacarei,Coca_Cola,12.01,0.3374
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,10.06,0.4153
13,JAC_L1,Jacarei,Itaipava_Lata,9.27,0.2823
14,JAC_L1,Jacarei,Fanta_Uva,12.82,0.3264
15,JAC_L1,Jacarei,Del_Valle_Pessego,11.19,0.3289
16,JAC_L1,Jacarei,Sprite_Zero,11.25,0.305
17,JAC_L1,Jacarei,Skol_Lata,11.55,0.3317
18,JAC_L1,Jacarei,Guarana_Antarctica,11.23,0.3786
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,10.7,0.2793
20,JAC_L1,Jacarei,Kuat,11.15,0.3459
21,JAC_L1,Jacarei,Pepsi_Black,9.88,0.2653
22,JAC_L1,Jacarei,Sprite,8.48,0.3974
23,JAC_L1,Jacarei,Coca_Cola_Zero,12.79,0.3517
24,JAC_L1,Jacarei,Itubaina,10.72,0.3363
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,11.71,0.339
26,JAC_L1,Jacarei,Budweiser_Lata,7.71,0.2715
27,JAC_L1,Jacarei,Fanta_Laranja,10.17,0.3445
28,JAC_L1,Jacarei,Antarctica_Lata,10.2,0.3605
29,JAC_L1,Jacarei,Maguary_Caju,10.94,0.3392
30,JAC_L1,Jacarei,Maguary_Maracuja,10.88,0.4441
31,JAC_L2,Jacarei,H2OH_Limao,11.27,0.3264
32,JAC_L2,Jacarei,Brahma_Lata,9.66,0.3137
33,JAC_L2,Jacarei,Schweppes_Citrus,11.1,0.3052
34,JAC_L2,Jacarei,Sukita_Laranja,10.68,0.3375
35,JAC_L2,Jacarei,Del_Valle_Uva,10.3,0.3517
36,JAC_L2,Jacarei,Spaten_Lata,9.83,0.3165
37,JAC_L2,Jacarei,Heineken_Lata,9.88,0.3044
38,JAC_L2,Jacarei,Del_Valle_Laranja,10.72,0.3488
39,JAC_L2,Jacarei,Amstel_Lata,9.48,0.3571
40,JAC_L2,Jacarei,Pepsi,12.62,0.3922
41,JAC_L2,Jacarei,Coca_Cola,9.73,0.3178
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,9.78,0.2833
43,JAC_L2,Jacarei,Itaipava_Lata,9.09,0.3938
44,JAC_L2,Jacarei,Fanta_Uva,11.23,0.3993
45,JAC_L2,Jacarei,Del_Valle_Pessego,13.45,0.3801
46,JAC_L2,Jacarei,Sprite_Zero,12.17,0.3352
47,JAC_L2,Jacarei,Skol_Lata,11.15,0.3681
48,JAC_L2,Jacarei,Guarana_Antarctica,11.72,0.3376
49,JAC_L2,Jacarei,Eisenbahn_Pilsen,11.65,0.3755
50,JAC_L2,Jacarei,Kuat,12.17,0.3902
51,JAC_L2,Jacarei,Pepsi_Black,8.76,0.3955
52,JAC_L2,Jacarei,Sprite,10.0,0.3985
53,JAC_L2,Jacarei,Coca_Cola_Zero,10.18,0.3411
54,JAC_L2,Jacarei,Itubaina,10.46,0.3615
55,JAC_L2,Jacarei,Guarana_Antarctica_Zero,11.47,0.3468
56,JAC_L2,Jacarei,Budweiser_Lata,11.21,0.3189
57,JAC_L2,Jacarei,Fanta_Laranja,8.61,0.3137
58,JAC_L2,Jacarei,Antarctica_Lata,11.52,0.3323
59,JAC_L2,Jacarei,Maguary_Caju,11.07,0.3128
60,JAC_L2,Jacarei,Maguary_Maracuja,9.35,0.3041
61,JAC_L3,Jacarei,H2OH_Limao,9.95,0.3128
62,JAC_L3,Jacarei,Brahma_Lata,10.18,0.4046
63,JAC_L3,Jacarei,Schweppes_Citrus,10.78,0.2937
64,JAC_L3,Jacarei,Sukita_Laranja,11.81,0.3324
65,JAC_L3,Jacarei,Del_Valle_Uva,10.22,0.314
66,JAC_L3,Jacarei,Spaten_Lata,9.97,0.3221
67,JAC_L3,Jacarei,Heineken_Lata,9.8,0.2944
68,JAC_L3,Jacarei,Del_Valle_Laranja,10.62,0.2677
69,JAC_L3,Jacarei,Amstel_Lata,11.21,0.3443
70,JAC_L3,Jacarei,Pepsi,10.47,0.3068
71,JAC_L3,Jacarei,Coca_Cola,10.9,0.3655
72,JAC_L3,Jacarei,Stella_Artois_Pure_Gold,11.72,0.3186
73,JAC_L3,Jacarei,Itaipava_Lata,11.34,0.3271
74,JAC_L3,Jacarei,Fanta_Uva,9.45,0.3107
75,JAC_L3,Jacarei,Del_Valle_Pessego,11.22,0.3288
76,JAC_L3,Jacarei,Sprite_Zero,11.65,0.3446
77,JAC_L3,Jacarei,Skol_Lata,10.23,0.3326
78,JAC_L3,Jacarei,Guarana_Antarctica,7.88,0.29
79,JAC_L3,Jacarei,Eisenbahn_Pilsen,11.25,0.3127
80,JAC_L3,Jacarei,Kuat,11.94,0.3067
81,JAC_L3,Jacarei,Pepsi_Black,10.77,0.2888
82,JAC_L3,Jacarei,Sprite,12.78,0.3257
83,JAC_L3,Jacarei,Coca_Cola_Zero,10.31,0.3018
84,JAC_L3,Jacarei,Itubaina,9.46,0.281
85,JAC_L3,Jacarei,Guarana_Antarctica_Zero,10.74,0.3304
86,JAC_L3,Jacarei,Budweiser_Lata,9.99,0.3766
87,JAC_L3,Jacarei,Fanta_Laranja,10.56,0.3187
88,JAC_L3,Jacarei,Antarctica_Lata,10.54,0.3611
89,JAC_L3,Jacarei,Maguary_Caju,11.96,0.3765
90,JAC_L3,Jacarei,Maguary_Maracuja,12.62,0.3179
91,EXT_L1,Extrema,H2OH_Limao,12.85,0.398
92,EXT_L1,Extrema,Brahma_Lata,10.62,0.3394
93,EXT_L1,Extrema,Schweppes_Citrus,10.47,0.4218
94,EXT_L1,Extrema,Sukita_Laranja,10.94,0.3015
95,EXT_L1,Extrema,Del_Valle_Uva,9.37,0.3618
96,EXT_L1,Extrema,Spaten_Lata,10.31,0.3181
97,EXT_L1,Extrema,Heineken_Lata,10.38,0.389
98,EXT_L1,Extrema,Del_Valle_Laranja,11.05,0.393
99,EXT_L1,Extrema,Amstel_Lata,9.75,0.3605
100,EXT_L1,Extrema,Pepsi,11.2,0.3457
101,EXT_L1,Extrema,Coca_Cola,11.27,0.3372
102,EXT_L1,Extrema,Stella_Artois_Pure_Gold,9.92,0.3546
103,EXT_L1,Extrema,Itaipava_Lata,9.61,0.3394
