id,scenario_id,production_line,plant,customer,order_number,product_id,sku_size_shape,deadline,prod_need
1,200,JAC_L1,Jacarei,,,Fanta_Laranja,12 Oz Standard,2026-12-01 06:00:00.000,"5761,51"
2,200,JAC_L1,Jacarei,,,Itubaina,9.1 Oz Sleek,2026-12-01 06:00:00.000,"8951,15"
3,200,JAC_L1,Jacarei,,,Skol_Lata,12 Oz Standard,2026-12-01 06:00:00.000,"11112,73"
4,200,JAC_L1,Jacarei,,,Heineken_Lata,12 Oz Standard,2026-12-02 06:00:00.000,"14245,03"
5,200,JAC_L1,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-02 06:00:00.000,"14154,41"
6,200,JAC_L1,Jacarei,,,Itubaina,12 Oz Standard,2026-12-03 06:00:00.000,"11047,07"
7,200,JAC_L1,Jacarei,,,Antarctica_Lata,12 Oz Standard,2026-12-03 06:00:00.000,"3832,13"
8,200,JAC_L1,Jacarei,,,Heineken_Lata,12 Oz Standard,2026-12-03 06:00:00.000,"12351,17"
9,200,JAC_L1,Jacarei,,,Spaten_Lata,12 Oz Standard,2026-12-04 06:00:00.000,"23412,91"
10,200,JAC_L1,Jacarei,,,Maguary_Caju,12 Oz Standard,2026-12-05 06:00:00.000,"13178,52"
11,200,JAC_L1,Jacarei,,,Del_Valle_Pessego,12 Oz Standard,2026-12-05 06:00:00.000,"13856,52"
12,200,JAC_L1,Jacarei,,,Stella_Artois_Pure_Gold,16 Oz Tall,2026-12-06 06:00:00.000,"6987,01"
13,200,JAC_L1,Jacarei,,,Itubaina,12 Oz Standard,2026-12-06 06:00:00.000,"20693,66"
14,200,JAC_L1,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-07 06:00:00.000,"23173,82"
15,200,JAC_L1,Jacarei,,,Sprite_Zero,12 Oz Standard,2026-12-08 06:00:00.000,"5187,95"
16,200,JAC_L1,Jacarei,,,Kuat,12 Oz Standard,2026-12-08 06:00:00.000,"9393,51"
17,200,JAC_L1,Jacarei,,,Maguary_Caju,12 Oz Standard,2026-12-08 06:00:00.000,"11261,35"
18,200,JAC_L1,Jacarei,,,Sukita_Laranja,9.1 Oz Sleek,2026-12-09 06:00:00.000,"3914,35"
19,200,JAC_L1,Jacarei,,,Budweiser_Lata,12 Oz Standard,2026-12-09 06:00:00.000,"17610,8"
20,200,JAC_L1,Jacarei,,,Guarana_Antarctica_Zero,12 Oz Standard,2026-12-09 06:00:00.000,"4224,57"
21,200,JAC_L1,Jacarei,,,Itaipava_Lata,12 Oz Standard,2026-12-10 06:00:00.000,"12912,27"
22,200,JAC_L1,Jacarei,,,Del_Valle_Pessego,12 Oz Standard,2026-12-10 06:00:00.000,"11995,99"
23,200,JAC_L1,Jacarei,,,Brahma_Lata,9.1 Oz Sleek,2026-12-11 06:00:00.000,"20247,78"
24,200,JAC_L1,Jacarei,,,Coca_Cola_Zero,12 Oz Standard,2026-12-11 06:00:00.000,"6939,3"
25,200,JAC_L1,Jacarei,,,Eisenbahn_Pilsen,12 Oz Standard,2026-12-12 06:00:00.000,"13112,98"
26,200,JAC_L1,Jacarei,,,Pepsi_Black,12 Oz Standard,2026-12-12 06:00:00.000,"12215,62"
27,200,JAC_L1,Jacarei,,,Itubaina,12 Oz Standard,2026-12-12 06:00:00.000,"2280,64"
28,200,JAC_L1,Jacarei,,,Coca_Cola_Zero,16 Oz Tall,2026-12-13 06:00:00.000,"23991,32"
29,200,JAC_L1,Jacarei,,,Itubaina,12 Oz Standard,2026-12-14 06:00:00.000,"14673,2"
30,200,JAC_L1,Jacarei,,,Eisenbahn_Pilsen,12 Oz Standard,2026-12-14 06:00:00.000,"4215,89"
31,200,JAC_L1,Jacarei,,,Guarana_Antarctica,12 Oz Standard,2026-12-14 06:00:00.000,"5627,51"
32,200,JAC_L1,Jacarei,,,Amstel_Lata,12 Oz Standard,2026-12-15 06:00:00.000,"13280,17"
33,200,JAC_L1,Jacarei,,,Maguary_Caju,12 Oz Standard,2026-12-15 06:00:00.000,"12357,2"
34,200,JAC_L2,Jacarei,,,Pepsi_Black,12 Oz Standard,2026-12-01 06:00:00.000,"738,63"
35,200,JAC_L2,Jacarei,,,Guarana_Antarctica_Zero,12 Oz Standard,2026-12-01 06:00:00.000,"23619,4"
36,200,JAC_L2,Jacarei,,,Del_Valle_Laranja,12 Oz Standard,2026-12-01 06:00:00.000,"3411,23"
