id,production_line,plant,product_id,production_cost,inventory_cost
1,JAC_L1,Jacarei,H2OH_Limao,10.2,0.3199
2,JAC_L1,Jacarei,Brahma_Lata,11.09,0.349
3,JAC_L1,Jacarei,Schweppes_Citrus,10.31,0.3233
4,JAC_L1,Jacarei,Sukita_Laranja,8.93,0.3016
5,JAC_L1,Jacarei,Del_Valle_Uva,9.15,0.3788
6,JAC_L1,Jacarei,Spaten_Lata,12.44,0.4161
7,JAC_L1,Jacarei,Heineken_Lata,12.43,0.3691
8,JAC_L1,Jacarei,Del_Valle_Laranja,9.8,0.3597
9,JAC_L1,Jacarei,Amstel_Lata,10.9,0.2975
10,JAC_L1,Jacarei,Pepsi,12.9,0.3703
11,JAC_L1,Jacarei,Coca_Cola,12.71,0.3437
12,JAC_L1,Jacarei,Stella_Artois_Pure_Gold,10.06,0.3673
13,JAC_L1,Jacarei,Itaipava_Lata,10.99,0.3451
14,JAC_L1,Jacarei,Fanta_Uva,9.2,0.3876
15,JAC_L1,Jacarei,Del_Valle_Pessego,11.35,0.3473
16,JAC_L1,Jacarei,Sprite_Zero,10.26,0.3355
17,JAC_L1,Jacarei,Skol_Lata,10.95,0.385
18,JAC_L1,Jacarei,Guarana_Antarctica,9.15,0.3919
19,JAC_L1,Jacarei,Eisenbahn_Pilsen,8.47,0.3611
20,JAC_L1,Jacarei,Kuat,9.93,0.3646
21,JAC_L1,Jacarei,Pepsi_Black,13.74,0.3048
22,JAC_L1,Jacarei,Sprite,11.84,0.3209
23,JAC_L1,Jacarei,Coca_Cola_Zero,11.82,0.2947
24,JAC_L1,Jacarei,Itubaina,10.56,0.3523
25,JAC_L1,Jacarei,Guarana_Antarctica_Zero,12.0,0.3564
26,JAC_L1,Jacarei,Budweiser_Lata,10.81,0.3559
27,JAC_L1,Jacarei,Fanta_Laranja,9.92,0.3314
28,JAC_L1,Jacarei,Antarctica_Lata,12.02,0.3333
29,JAC_L1,Jacarei,Maguary_Caju,10.2,0.3633
30,JAC_L1,Jacarei,Maguary_Maracuja,12.09,0.3509
31,JAC_L2,Jacarei,H2OH_Limao,10.99,0.3353
32,JAC_L2,Jacarei,Brahma_Lata,11.06,0.2956
33,JAC_L2,Jacarei,Schweppes_Citrus,10.36,0.3562
34,JAC_L2,Jacarei,Sukita_Laranja,11.78,0.307
35,JAC_L2,Jacarei,Del_Valle_Uva,7.51,0.3188
36,JAC_L2,Jacarei,Spaten_Lata,10.56,0.3989
37,JAC_L2,Jacarei,Heineken_Lata,10.53,0.3195
38,JAC_L2,Jacarei,Del_Valle_Laranja,8.66,0.363
39,JAC_L2,Jacarei,Amstel_Lata,10.04,0.3397
40,JAC_L2,Jacarei,Pepsi,12.73,0.3677
41,JAC_L2,Jacarei,Coca_Cola,8.05,0.4416
42,JAC_L2,Jacarei,Stella_Artois_Pure_Gold,11.41,0.328
43,JAC_L2,Jacarei,Itaipava_Lata,10.0,0.3129
44,JAC_L2,Jacarei,Fanta_Uva,8.5,0.3801
45,JAC_L2,Jacarei,Del_Valle_Pessego,11.86,0.3236
46,JAC_L2,Jacarei,Sprite_Zero,8.85,0.3799
